"","Despacho","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","cluster"
"76270160",0,0,0.8,0.2,0,0.07,5
"76270174",0,0,0,1,0,0,2
"76270192",0,0,0.69,0.3,0,0.05,5
"76270229",0,1,0,0,0,0,3
"76270315",0,1,0,0,0,0,3
"76270488",0,0.12,0.42,0.46,0,0.09,5
"76270521",0,0,0.87,0.13,0,0.07,5
"76270607",0,0,0,1,0,0.1,4
"76270608",0,0,0,1,0,0.04,2
"76270667",0,0,0,0,1,0,1
"76270676",0,0,0,1,0,0,2
"76270698",0,0.02,0.87,0.11,0,0.07,5
"76270722",0,0,0.01,0.99,0,0.13,4
"76270733",0,0,0.93,0,0.07,0.04,5
"76270814",0,0,0.96,0,0.04,0,5
"76270933",0,0.56,0,0.44,0,0.05,3
"76270973",0,0.89,0,0.05,0.06,0,3
"76271017",0,0,0,1,0,0.2,4
"76271056",0,0,0,1,0,0,2
"76271117",0,0.25,0,0.75,0,0.16,4
"76271208",0,0.28,0,0.72,0,0,2
"76271274",0,0,0,1,0,0.14,4
"76271277",0,0,0.86,0,0.14,0.03,5
"76271419",0,0,0.24,0.76,0,0.01,2
"76271472",0,0,0,1,0,0,2
"76271549",0,0.19,0.76,0.05,0,0,5
"76271568",0,0,0.52,0.48,0,0.07,5
"76271612",0,0,0.96,0,0.04,0,5
"76271665",0,0.02,0.58,0.41,0,0.09,5
"76271681",0,0.26,0.67,0,0.07,0.02,5
"76271699",0,0,0.32,0.68,0,0.03,2
"76271737",0,0.18,0,0.82,0,0.03,2
"76271795",0,0,0,1,0,0,2
"76271801",0,0,0,1,0,0,2
"76271828",0,0.05,0.75,0.19,0.01,0.08,5
"76271904",0,0,0,1,0,0,2
"76272020",0,0.17,0,0.81,0.02,0.06,4
"76272035",0,0,0,1,0,0.1,4
"76272062",0,0,0.65,0.28,0.07,0.09,5
"76272118",0,0.31,0,0.6,0.09,0.03,2
"76272125",0,0,0.68,0.32,0,0.08,5
"76272234",0,0,0,1,0,0.03,2
"76272280",0,0,0,0,1,0,1
"76272281",0,0,0,1,0,0.09,4
"76272376",0,0,0,1,0,0,2
"76272399",0,0,0.93,0.07,0,0.04,5
"76272412",0,0,1,0,0,0.03,5
"76272541",0,0.1,0.85,0.01,0.04,0.05,5
"76272629",0,0.97,0,0.03,0,0.05,3
"76272683",0,0,0,1,0,0,2
"76272717",0,0,0,1,0,0,2
"76272722",0,0,0,1,0,0.1,4
"76272746",0,0,0.79,0.21,0,0.02,5
"76272890",0,0,0,0,1,0,1
"76272927",0,0,0,1,0,0,2
"76273082",0,0,1,0,0,0.12,5
"76273262",0,1,0,0,0,0.03,3
"76273293",0,0.16,0.45,0.39,0,0.07,5
"76273330",0,0.09,0,0.91,0,0.07,4
"76273344",0,0,0.95,0.05,0,0.03,5
"76273479",0,0.14,0,0.86,0,0.09,4
"76273486",0,0.32,0,0.68,0,0.02,2
"76273534",0,0,0.96,0,0.04,0.13,5
"76273537",0,0,0,1,0,0,2
"76273581",0,0,0,0,1,0,1
"76273583",0,0,0,1,0,0,2
"76273603",0,0,0.84,0.11,0.04,0.05,5
"76273630",0,0,0,1,0,0,2
"76273637",0,0,0,1,0,0.03,2
"76273677",0,0,0,1,0,0.04,2
"76273693",0,0.96,0,0.04,0,0.04,3
"76273720",0,0.6,0,0.4,0,0.07,3
"76273755",0,0,0,1,0,0,2
"76273759",0,0,1,0,0,0.3,5
"76273761",0,0,1,0,0,0.01,5
"76273786",0,0,0,1,0,0,2
"76273787",0,0,0.59,0.28,0.13,0.03,5
"76273807",0,0,0,0,1,0,1
"76273855",0,0,0,1,0,0,2
"76273871",0,0.85,0,0.15,0,0,3
"76273894",0,0,0,1,0,0,2
"76273914",0,0,0.9,0,0.1,0.04,5
"76273978",0,0,0.9,0.05,0.05,0.02,5
"76274022",0,0,0,0.76,0.24,0.12,4
"76274025",0,0,0,1,0,0,2
"76274279",0,0.25,0,0.75,0,0,2
"76274358",0,0,0,1,0,0,2
"76274403",0,0,0,0.04,0.96,0,1
"76274423",0,0,0,1,0,0,2
"76274445",0,0,0,1,0,0.15,4
"76274560",0,0.42,0,0.48,0.1,0.04,2
"76274612",0,0,0,1,0,0,2
"76274628",0,0,0,1,0,0,2
"76274691",0,0,0.36,0.64,0,0.14,4
"76274745",0,0.15,0.85,0,0,0.09,5
"76274864",0,0,0.5,0.33,0.18,0.05,5
"76274900",0,0,0,1,0,0.1,4
"76275103",0,0.44,0,0.56,0,0.11,4
"76275116",0,0.08,0.72,0.2,0,0.06,5
"76275127",0,0.01,0.95,0.02,0.02,0.04,5
"76275213",0,0,0.49,0.15,0.35,0.02,5
"76275323",0,0,0,1,0,0,2
"76275364",0,0,0,1,0,0.1,4
"76275423",0,0.61,0,0.39,0,0,3
"76275482",0,0,0,1,0,0,2
"76275653",0,0,0,1,0,0.05,2
"76275670",0,0,0,0,1,0,1
"76275678",0,0,0.9,0,0.1,0.14,5
"76275693",0,0,0.31,0.33,0.36,0,2
"76275777",0,0,0,1,0,0.08,4
"76275861",0,0,0,1,0,0.12,4
"76275903",0,0,1,0,0,0.12,5
"76275924",0,0,0,1,0,0.05,2
"76275945",0,0,0,1,0,0.12,4
"76275983",0,1,0,0,0,0,3
"76276075",0,0,0,0.17,0.83,0.02,1
"76276116",0,0.05,0.25,0.7,0,0.02,2
"76276121",0,0,0,1,0,0,2
"76276139",0,0,0.54,0.46,0,0.03,5
"76276259",0,0,0,1,0,0,2
"76276322",0,0,0,1,0,0.04,2
"76276339",0,0,0.67,0.28,0.05,0.06,5
"76276368",0,0,0,1,0,0.15,4
"76276386",0,0,0.98,0.02,0,0,5
"76276505",0,0.19,0.61,0.21,0,0.11,5
"76276554",0,0,0,1,0,0,2
"76276604",0,0,0.97,0,0.03,0.1,5
"76276675",0,0,0,1,0,0.1,4
"76276692",0,0,0,1,0,0.1,4
"76276703",0,0,0,1,0,0,2
"76276718",0,0.08,0,0.92,0,0.05,4
"76276737",0,0,0,1,0,0,2
"76276767",0,0.01,0.91,0.05,0.03,0.07,5
"76276860",0,0.01,0.27,0.24,0.47,0.03,1
"76276880",0,0.14,0.86,0,0,0.03,5
"76276941",0,0,0,1,0,0.01,2
"76276994",0,0,0,1,0,0.05,2
"76277003",0,0,0,1,0,0,2
"76277112",0,0,0.79,0.19,0.02,0.07,5
"76277122",0,0,1,0,0,0.06,5
"76277149",0,0,0,1,0,0.08,4
"76277168",0,0,0,0.9,0.1,0,2
"76277203",0,0.02,0.29,0.69,0,0.12,4
"76277235",0,0,0.8,0,0.2,0,5
"76277373",0,0,0.82,0.12,0.05,0.05,5
"76277459",0,0,1,0,0,0,5
"76277470",0,0,0.86,0,0.14,0.04,5
"76277587",0,0.03,0.59,0.37,0,0.04,5
"76277706",0,0.64,0.22,0.13,0,0.04,3
"76277777",0,0,0,1,0,0.1,4
"76277778",0,0,0,1,0,0.2,4
"76277797",0,0,0.86,0.14,0,0.08,5
"76277815",0,0,0.96,0.04,0,0.08,5
"76277821",0,0.22,0.54,0.2,0.03,0.03,5
"76277886",0,0,0.49,0.51,0,0.11,4
"76277952",0,0,0,1,0,0.11,4
"76277959",0,0,0,0,1,0,1
"76277963",0,0.24,0.57,0.19,0,0.14,5
"76277999",0,0.03,0.55,0.41,0,0.07,5
"76278013",0,0,0.45,0.34,0.21,0.06,5
"76278029",0,0,0,1,0,0.17,4
"76278045",0,0,0,1,0,0,2
"76278166",0,0,0,1,0,0,2
"76278265",0,0,0,1,0,0,2
"76278333",0,0,0,1,0,0.15,4
"76278357",0,0,0,0,1,0,1
"76278365",0,0,0,1,0,0,2
"76278382",0,0,0,0.05,0.95,0,1
"76278411",0,0,0.5,0.5,0,0.1,5
"76278415",0,0,0.85,0,0.15,0,5
"76278446",0,0,0,1,0,0,2
"76278504",0,0.22,0.57,0.21,0,0.04,5
"76278538",0,0,0,1,0,0,2
"76278546",0,0,1,0,0,0,5
"76278551",0,0,0.93,0.06,0.01,0.06,5
"76278601",0,0,0.92,0,0.08,0.08,5
"76278626",0,0,0,0.85,0.15,0,2
"76278634",0,1,0,0,0,0,3
"76278671",0,0,0,1,0,0,2
"76278673",0,0.19,0.5,0.31,0,0.06,5
"76278681",0,0,0.91,0,0.09,0.19,5
"76278693",0,0,0,1,0,0,2
"76278723",0,0.57,0,0.1,0.33,0.03,3
"76278814",0,0,0.79,0.17,0.04,0.04,5
"76278958",0,0,1,0,0,0.12,5
"76278973",0,0,0,1,0,0.03,2
"76278981",0,0.4,0,0.6,0,0,2
"76279009",0,0,0,1,0,0,2
"76279029",0,0,0,1,0,0,2
"76279031",0,1,0,0,0,0,3
"76279165",0,0,0.72,0.28,0,0.08,5
"76279187",0,0.02,0.51,0.46,0.01,0.04,5
"76279223",0,0.49,0,0.12,0.39,0,3
"76279228",0,0.16,0,0.84,0,0.07,4
"76279256",0,0,0.95,0.03,0.02,0.07,5
"76279333",0,0,1,0,0,0.12,5
"76279336",0,0.17,0.54,0.29,0,0.07,5
"76279354",0,0,0,0,1,0,1
"76279362",0,0,0,1,0,0,2
"76279368",0,0.12,0,0.85,0.03,0.02,2
"76279464",0,0,0,1,0,0.05,2
"76279466",0,0,1,0,0,0.03,5
"76279482",0,0.16,0.78,0.07,0,0.02,5
"76279485",0,1,0,0,0,0.05,3
"76279603",0,0,0,1,0,0,2
"76279608",0,0,0,1,0,0.05,2
"76279630",0,0,0,0.71,0.29,0,2
"76279652",0,0,0.61,0.39,0,0.07,5
"76279653",0,0,1,0,0,0.02,5
"76279725",0,0.05,0,0.95,0,0.08,4
"76279777",0,0,0.76,0,0.24,0.03,5
"76279782",0,0,0.63,0.18,0.19,0.03,5
"76279820",0,0,0.39,0.61,0,0.06,4
"76279893",0,0,0,1,0,0.07,4
"76279942",0,0,0,1,0,0,2
"76279958",0,0.25,0,0.54,0.21,0.03,2
"76279978",0,0,0,0.14,0.86,0,1
"76279988",0,0,0,1,0,0.05,2
"76279998",0,0.5,0,0.5,0,0.02,3
"76280001",0,0.81,0,0.19,0,0.02,3
"76280041",0,0,0,1,0,0,2
"76280048",0,0.02,0.75,0.14,0.09,0.06,5
"76280049",0,0.36,0.44,0.18,0.03,0.02,5
"76280054",0,0,0,0,1,0,1
"76280055",0,0,0,0,1,0,1
"76280060",0,0,0.84,0.02,0.14,0.09,5
"76280110",0,0,0.36,0.64,0,0.09,4
"76280126",0,0.25,0.61,0.12,0.02,0.05,5
"76280180",0,0,0.71,0.29,0,0.15,5
"76280206",0,0,0.96,0,0.04,0.02,5
"76280223",0,0,1,0,0,0,5
"76280232",0,0,0,1,0,0.15,4
"76280243",0,0,0.96,0.04,0,0.05,5
"76280324",0,0.48,0,0.52,0,0,2
"76280346",0,0,0.2,0.8,0,0.09,4
"76280349",0,0.57,0,0,0.43,0,3
"76280382",0,0,0,1,0,0.04,2
"76280401",0,0.21,0.21,0.56,0.02,0.05,4
"76280409",0,0.2,0,0.22,0.59,0,1
"76280417",0,0,0,0.78,0.22,0.02,2
"76280528",0,1,0,0,0,0,3
"76280577",0,0,0.83,0.11,0.06,0.03,5
"76280597",0,0.03,0.33,0.64,0,0.1,4
"76280619",0,0,0,1,0,0,2
"76280628",0,0.71,0,0.29,0,0,3
"76280635",0,0.17,0,0.83,0,0.06,4
"76280643",0,0,0.49,0.51,0,0.08,5
"76280651",0,0.37,0.41,0.21,0.01,0.02,5
"76280693",0,0,0,1,0,0.1,4
"76280826",0,0,1,0,0,0.04,5
"76280835",0,0,0,1,0,0.1,4
"76280843",0,0.01,0,0.99,0,0.2,4
"76280849",0,0,0.84,0,0.16,0.03,5
"76280878",0,0.26,0.59,0.12,0.02,0.04,5
"76280893",0,0.02,0.16,0.82,0,0.02,2
"76280902",0,0.01,0.28,0.67,0.05,0.03,2
"76280950",0,0,0,0,1,0,1
"76280963",0,0,0.08,0.65,0.27,0.01,2
"76281000",0,0,0,1,0,0,2
"76281010",0,0,0,0.77,0.23,0.03,2
"76281026",0,0.07,0.19,0.74,0,0.07,4
"76281034",0,0,0.86,0.14,0,0.04,5
"76281062",0,0.01,0.56,0.39,0.04,0.1,5
"76281091",0,0,0.92,0,0.08,0.05,5
"76281195",0,0,0,0.62,0.38,0.05,4
"76281205",0,0.02,0.62,0.33,0.03,0.03,5
"76281222",0,0,0.94,0.04,0.02,0.02,5
"76281301",0,0,0,1,0,0,2
"76281302",0,0,0.98,0,0.02,0.07,5
"76281308",0,0,0.63,0.3,0.07,0.06,5
"76281326",0,0,0.74,0.26,0,0.06,5
"76281395",0,0,0.9,0.1,0,0,5
"76281428",0,0,0.87,0.13,0,0.12,5
"76281457",0,0.13,0.55,0.26,0.06,0.06,5
"76281527",0,0,0.83,0,0.17,0,5
"76281587",0,0,0.88,0,0.12,0.11,5
"76281617",0,0.85,0,0.15,0,0.04,3
"76281618",0,0,0.81,0.13,0.06,0.07,5
"76281623",0,0,0.99,0.01,0,0.04,5
"76281726",0,0.13,0.09,0.77,0,0.07,4
"76282014",0,0,0,1,0,0.14,4
"76282084",0,0,0,0,1,0,1
"76282129",0,0.33,0.27,0.36,0.05,0.01,2
"76282325",0,0.06,0.94,0,0,0.04,5
"76282332",0,0.01,0.76,0.17,0.06,0.03,5
"76282423",0,0.08,0,0.77,0.15,0.03,2
"76282490",0,0.05,0.72,0.23,0,0.06,5
"76282509",0,0,0,0,1,0,1
"76282627",0,0,0,1,0,0,2
"76282637",0,0,0,1,0,0,2
"76282652",0,0,0.87,0.11,0.02,0.06,5
"76282666",0,0.01,0.68,0.23,0.08,0.1,5
"76282723",0,0,0,1,0,0.1,4
"76282763",0,0,0,1,0,0,2
"76282875",0,0,0.89,0.02,0.09,0.07,5
"76282895",0,0.18,0,0.82,0,0.1,4
"76282906",0,0.92,0,0.08,0,0.02,3
"76282935",0,0,0.92,0,0.08,0,5
"76282941",0,0.12,0.88,0,0,0.26,5
"76283008",0,0,0.23,0.65,0.13,0.04,2
"76283103",0,0,1,0,0,0,5
"76283203",0,0.4,0.55,0.01,0.04,0.07,5
"76283418",0,0,0,1,0,0.1,4
"76283487",0,0,0.87,0.13,0,0,5
"76283526",0,0,0,1,0,0,2
"76283569",0,0.01,0.92,0.06,0,0.12,5
"76283592",0,0,0.99,0,0.01,0,5
"76283603",0,0,0,1,0,0.06,4
"76283685",0,0,0,1,0,0.03,2
"76283690",0,0,0,1,0,0.04,2
"76283745",0,0,0,1,0,0,2
"76283758",0,0.85,0,0.15,0,0,3
"76283807",0,0.48,0.34,0.18,0,0.03,5
"76283830",0,0,1,0,0,0.04,5
"76283960",0,0,0,0,1,0,1
"76283963",0,0.02,0.78,0.21,0,0.04,5
"76283987",0,0,0,1,0,0.09,4
"76284048",0,0,0,1,0,0.08,4
"76284117",0,0,0.86,0,0.14,0.09,5
"76284270",0,0,0,1,0,0.04,2
"76284273",0,0,0.82,0.06,0.12,0.1,5
"76284276",0,0.54,0,0.46,0,0,3
"76284377",0,0.01,0.42,0.57,0,0.18,4
"76284390",0,0,0,1,0,0,2
"76284418",0,0,0,1,0,0.01,2
"76284502",0,0,0.88,0,0.12,0.04,5
"76284543",0,0,0,0.85,0.15,0.05,4
"76284578",0,0.01,0.88,0.11,0.01,0.03,5
"76284584",0,0.04,0.9,0.04,0.02,0.05,5
"76284746",0,0.63,0,0.37,0,0.03,3
"76284798",0,0,1,0,0,0.12,5
"76284868",0,0,0,0.99,0.01,0.12,4
"76284889",0,0.6,0,0.4,0,0.07,3
"76284902",0,0,0.63,0.37,0,0.07,5
"76284908",0,0,0.78,0,0.22,0.07,5
"76284961",0,0.06,0.45,0.32,0.16,0.03,5
"76284992",0,0,1,0,0,0,5
"76285002",0,0.63,0,0.37,0,0.07,3
"76285008",0,0,0.43,0.43,0.14,0.1,5
"76285019",0,0,0.94,0.02,0.04,0.05,5
"76285094",0,0,0.83,0.07,0.1,0.05,5
"76285098",0,0,0,1,0,0,2
"76285173",0,0,0,1,0,0.2,4
"76285185",0,0,0,1,0,0.07,4
"76285212",0,0.81,0,0.19,0,0.03,3
"76285278",0,0,1,0,0,0.32,5
"76285280",0,0,1,0,0,0.08,5
"76285296",0,0,0.96,0,0.04,0.05,5
"76285303",0,0,0.88,0.06,0.06,0.05,5
"76285320",0,0.2,0.77,0.03,0,0.08,5
"76285327",0,0,1,0,0,0.05,5
"76285442",0,0,1,0,0,0.04,5
"76285489",0,0.01,0,0.99,0,0.08,4
"76285490",0,0,0,1,0,0,2
"76285541",0,0.66,0,0.34,0,0.04,3
"76285551",0,0,0.98,0,0.02,0.26,5
"76285573",0,0,0,1,0,0,2
"76285615",0,0,0,0,1,0,1
"76285660",0,0.05,0.75,0.2,0,0.03,5
"76285663",0,0,0.17,0,0.83,0.03,1
"76285665",0,0,0.97,0.03,0,0.04,5
"76285698",0,0.98,0,0.02,0,0.03,3
"76285727",0,0,1,0,0,0.13,5
"76285729",0,0,0,0.93,0.07,0.06,4
"76285731",0,0.03,0,0.97,0,0.08,4
"76285848",0,1,0,0,0,0,3
"76285861",0,0,0,1,0,0.04,2
"76285918",0,0,1,0,0,0,5
"76285923",0,0,0.45,0.51,0.03,0.08,5
"76285949",0,0,0,1,0,0.1,4
"76285963",0,0.05,0.95,0,0,0,5
"76286160",0,1,0,0,0,0.1,3
"76286396",0,0,0,1,0,0.15,4
"76286468",0,0,0,1,0,0.02,2
"76286530",0,0,0.95,0.04,0,0.1,5
"76286737",0,0,0,1,0,0,2
"76286753",0,0,0.9,0,0.1,0.18,5
"76287098",0,1,0,0,0,0,3
"76287327",0,0.44,0.53,0.03,0,0.02,5
"76287338",0,1,0,0,0,0.03,3
"76287470",0,0,0,1,0,0.08,4
"76287733",0,0,0.66,0.11,0.24,0.02,5
"76287788",0,0,0,1,0,0.08,4
"76287915",0,0.02,0.79,0.03,0.16,0.02,5
"76287941",0,0,0,0,1,0,1
"76288020",0,0,0,0,1,0,1
"76288055",0,0,0,1,0,0,2
"76288064",0,0,0.79,0,0.21,0,5
"76288290",0,0.3,0,0.7,0,0,2
"76288389",0,0,0,1,0,0,2
"76288552",0,0,0,0,1,0,1
"76288809",0,0.69,0,0.31,0,0,3
"76288871",0,0,0,1,0,0.02,2
"76288915",0,0,0,0,1,0,1
"76288955",0,0,0.76,0.19,0.06,0.03,5
"76288987",0,0,0,1,0,0.15,4
"76289080",0,0,0.99,0,0.01,0.05,5
"76289164",0,0,0,0.88,0.12,0,2
"76289176",0,0,0.86,0.14,0,0.03,5
"76289187",0,0,0.9,0.02,0.08,0.08,5
"76289475",0,0,0.64,0.22,0.14,0.05,5
"76289487",0,0,0,1,0,0,2
"76289720",0,0.4,0.04,0.55,0.01,0.11,4
"76289872",0,0.11,0.58,0.25,0.06,0.08,5
"76289927",0,0,0.19,0.81,0,0.04,2
"76290030",0,0,1,0,0,0.06,5
"76290053",0,0.12,0,0.88,0,0.03,2
"76290086",0,0.85,0,0.15,0,0.01,3
"76290098",0,0,0,0.42,0.58,0,1
"76290284",0,0,0,1,0,0.15,4
"76290348",0,0.05,0,0.95,0,0.14,4
"76290415",0,0.91,0,0.09,0,0.02,3
"76290454",0,0,0,1,0,0,2
"76290537",0,0,0.87,0,0.13,0.11,5
"76290549",0,0.11,0.86,0.03,0,0.03,5
"76290645",0,0,0.64,0.31,0.06,0,5
"76290682",0,0,0,1,0,0.06,4
"76290822",0,0.47,0.51,0,0.02,0.17,5
"76290835",0,0.15,0.48,0.35,0.02,0.03,5
"76290862",0,0.01,0.58,0.29,0.12,0.07,5
"76291000",0,0,1,0,0,0,5
"76291234",0,0,0,1,0,0,2
"76291384",0,0.65,0,0.35,0,0,3
"76291402",0,0,0.13,0.87,0,0.11,4
"76291710",0,0,0,1,0,0.03,2
"76291835",0,0.18,0.71,0.04,0.06,0.04,5
"76292018",0,0,0,0,1,0,1
"76292136",0,0,0,0,1,0,1
"76292214",0,0,0,1,0,0,2
"76292265",0,0.1,0.8,0.02,0.09,0.13,5
"76292337",0,0,0.97,0,0.03,0.06,5
"76292402",0,0,0.97,0.03,0,0.08,5
"76292422",0,0,0,1,0,0,2
"76292493",0,0,0.94,0,0.06,0,5
"76292523",0,0,0.9,0,0.1,0.02,5
"76292541",0,0.31,0,0.69,0,0.08,4
"76292586",0,0,0,1,0,0.15,4
"76292754",0,0,1,0,0,0.04,5
"76292815",0,0.28,0,0.72,0,0.14,4
"76292816",0,0.02,0.13,0.85,0,0.01,2
"76292839",0,0,0,1,0,0.17,4
"76292850",0,0.08,0.72,0.03,0.17,0.09,5
"76292905",0,0,0.87,0.02,0.11,0.07,5
"76292981",0,1,0,0,0,0,3
"76293036",0,0,0,1,0,0,2
"76293095",0,0,0,1,0,0,2
"76293133",0,0,1,0,0,0.04,5
"76293178",0,0,0.87,0,0.13,0.04,5
"76293186",0,0.12,0.78,0.1,0,0.03,5
"76293345",0,0,0,0,1,0,1
"76293355",0,0,0.94,0,0.06,0.05,5
"76293359",0,0,0.86,0.04,0.1,0.16,5
"76293439",0,0,0.95,0,0.05,0.05,5
"76293445",0,0,0,1,0,0.01,2
"76293512",0,0,0.88,0,0.12,0.1,5
"76293643",0,0,0.97,0,0.03,0.06,5
"76293702",0,0.01,0.99,0.01,0,0.06,5
"76293770",0,0,1,0,0,0.1,5
"76293823",0,0,0,1,0,0,2
"76294301",0,0,0.84,0,0.16,0.09,5
"76294386",0,0.25,0.29,0.46,0.01,0.08,4
"76294425",0,0.15,0.85,0,0,0.03,5
"76294430",0,0.02,0.72,0.22,0.04,0.1,5
"76294464",0,0,0,1,0,0,2
"76294560",0,0,0,1,0,0.1,4
"76294653",0,0.07,0.41,0.5,0.02,0.05,5
"76294668",0,0.77,0,0.23,0,0,3
"76294708",0,0,0,1,0,0.07,4
"76294762",0,0,0,1,0,0,2
"76294842",0,0.21,0,0.78,0.01,0.06,4
"76294878",0,0.61,0,0.39,0,0.27,4
"76294910",0,0.12,0.66,0.16,0.06,0.06,5
"76294979",0,0,0,1,0,0,2
"76295062",0,0.15,0.13,0.71,0.01,0.04,2
"76295097",0,0,1,0,0,0.33,5
"76295152",0,0,0,0.48,0.51,0.09,4
"76295168",0,0,0,0,1,0,1
"76295180",0,0,1,0,0,0.08,5
"76295326",0,0,0,1,0,0,2
"76295358",0,0,0,0,1,0,1
"76295362",0,0,0,1,0,0,2
"76295393",0,0.34,0.05,0.6,0.01,0.06,4
"76295442",0,0,0,1,0,0,2
"76295752",0,0,0,1,0,0.15,4
"76295769",0,0,0,0,1,0,1
"76295801",0,0,0,1,0,0.05,2
"76295852",0,0,0.97,0,0.03,0.05,5
"76295993",0,0,0,1,0,0.12,4
"76296049",0,0,0,0,1,0,1
"76296180",0,0,0.78,0.22,0,0.02,5
"76296199",0,0,0,1,0,0,2
"76296252",0,0.15,0.7,0.07,0.09,0,5
"76296325",0,0.03,0.23,0.72,0.02,0.09,4
"76296427",0,0.29,0.55,0.03,0.14,0.03,5
"76296468",0,0,0,1,0,0.09,4
"76296525",0,0,0,1,0,0.09,4
"76296577",0,0.05,0.9,0,0.04,0.05,5
"76296615",0,0.19,0.73,0.04,0.04,0.06,5
"76296654",0,1,0,0,0,0,3
"76296664",0,0,0,1,0,0,2
"76296731",0,0,0.58,0.42,0,0.02,5
"76296787",0,1,0,0,0,0,3
"76296895",0,0,1,0,0,0.04,5
"76296931",0,0,0.97,0,0.03,0.08,5
"76296967",0,1,0,0,0,0,3
"76296990",0,0,0.85,0,0.15,0.24,5
"76297034",0,0,0,0,1,0,1
"76297048",0,0.88,0,0.12,0,0,3
"76297069",0,0,0,0.35,0.65,0,1
"76297090",0,0,0,0,1,0,1
"76297152",0,0,0.37,0.63,0,0.14,4
"76297154",0,0,0,1,0,0,2
"76297187",0,0,0,0.86,0.14,0.05,4
"76297210",0,0,0,1,0,0.09,4
"76297215",0,0,1,0,0,0,5
"76297236",0,0,0.89,0,0.11,0.09,5
"76297296",0,0.02,0,0.97,0.01,0.11,4
"76297309",0,0,0,1,0,0,2
"76297389",0,0,0,1,0,0,2
"76297443",0,0,0,1,0,0.14,4
"76297447",0,0.09,0.41,0.49,0.02,0.04,5
"76297587",0,0,1,0,0,0.04,5
"76297592",0,0,0,1,0,0.1,4
"76297593",0,0.04,0.14,0.82,0,0.21,4
"76297625",0,0.06,0.11,0.83,0,0.08,4
"76297646",0,0,0,0,1,0,1
"76297679",0,0.11,0.34,0.55,0,0.01,2
"76297744",0,0,0,0,1,0,1
"76297762",0,0,0.94,0,0.06,0.02,5
"76297772",0,0,0,1,0,0.09,4
"76297778",0,1,0,0,0,0,3
"76297798",0,0,0,0,1,0,1
"76297862",0,0,0,1,0,0.15,4
"76297865",0,0,1,0,0,0.04,5
"76297868",0,0,0,1,0,0,2
"76297970",0,0.29,0,0.71,0,0.05,4
"76298136",0,0,0,1,0,0,2
"76298169",0,0.47,0,0.53,0,0.06,4
"76298196",0,0,0,1,0,0.04,2
"76298207",0,0,0,1,0,0.01,2
"76298400",0,0,0,0,1,0,1
"76298716",0,0,0,1,0,0,2
"76298849",0,0,0.93,0,0.07,0,5
"76299129",0,1,0,0,0,0,3
"76299143",0,0.1,0.76,0,0.14,0.05,5
"76299183",0,0.01,0.86,0.06,0.07,0.07,5
"76299351",0,1,0,0,0,0,3
"76299425",0,0.47,0.39,0.14,0,0.02,5
"76299439",0,0,0.91,0,0.09,0,5
"76299593",0,0,0.95,0.05,0,0.02,5
"76299597",0,0,0,1,0,0.15,4
"76299633",0,0,1,0,0,0.12,5
"76299642",0,0.1,0.9,0,0,0,5
"76299716",0,0,1,0,0,0.1,5
"76299733",0,0.15,0,0.83,0.01,0.06,4
"76299871",0,0,0,1,0,0.03,2
"76299895",0,0.16,0,0.82,0.02,0.1,4
"76299946",0,0,1,0,0,0.2,5
"76299987",0,0,0,1,0,0.04,2
"76299993",0,0,0.97,0,0.03,0.28,5
"76300047",0,0.2,0.71,0.01,0.08,0.04,5
"76300049",0,0,0.58,0.42,0,0.08,5
"76300103",0.02,0,0.16,0.82,0,0.02,2
"76300157",0,0,0,1,0,0,2
"76300166",0,0,0.85,0.15,0,0.03,5
"76300206",0,0.47,0.46,0.08,0,0.03,5
"76300435",0,0,0,1,0,0.07,4
"76300471",0,0,0.9,0.03,0.07,0.02,5
"76300477",0,0,0.77,0.04,0.19,0.14,5
"76300507",0,0.12,0.88,0,0,0.11,5
"76300534",0,0,0,1,0,0.08,4
"76300539",0,0,1,0,0,0.05,5
"76300556",0,0.07,0.93,0,0,0.07,5
"76300581",0,0.19,0.35,0.46,0,0.07,5
"76300592",0,0.22,0,0.28,0.5,0.13,4
"76300718",0,0,0,0,1,0,1
"76300771",0,0,0.94,0,0.06,0.09,5
"76300810",0,0,0,1,0,0,2
"76300816",0,0,0.66,0.34,0,0.05,5
"76300878",0,0,0.77,0.16,0.06,0.09,5
"76300937",0,0,0.49,0.45,0.06,0.08,5
"76300993",0,0.02,0,0.98,0,0,2
"76301009",0,0.01,0.7,0.26,0.03,0.05,5
"76301068",0,0,0,1,0,0.02,2
"76301082",0,0,1,0,0,0.08,5
"76301132",0,0,0,1,0,0.01,2
"76301184",0,0,0,1,0,0.12,4
"76301343",0,0.21,0.22,0.57,0,0.05,4
"76301389",0,0,0.98,0,0.02,0.07,5
"76301489",0,0,0.99,0,0.01,0.03,5
"76301503",0,0.06,0.86,0.08,0,0.09,5
"76301529",0,0.27,0,0.73,0,0.02,2
"76301544",0,0,0,0.96,0.04,0.08,4
"76301571",0,0,0,0,1,0,1
"76301682",0,0.23,0.7,0,0.08,0.04,5
"76301767",0,0,0,1,0,0.06,4
"76301866",0,0.09,0.86,0,0.05,0.12,5
"76301912",0,0.25,0,0.75,0,0.02,2
"76301991",0,0,0,1,0,0.03,2
"76302003",0,0,0,1,0,0,2
