"","Despacho","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","cluster"
"76240301",0,0,0,1,0,0,2
"76240403",0,0,0,1,0,0,2
"76240423",0,0,0,1,0,0.1,4
"76240486",0,0.01,0.02,0.96,0,0.13,4
"76240506",0,0.06,0,0.94,0,0.12,4
"76240534",0,0.27,0,0.24,0.5,0.02,1
"76240601",0,0.11,0.45,0.39,0.06,0.03,5
"76240618",0,0,0,1,0,0.15,4
"76240627",0,0.07,0,0.93,0,0.08,4
"76240647",0,0,0,1,0,0.03,2
"76240667",0,0,0.93,0.02,0.05,0.05,5
"76240732",0,0,0,1,0,0.06,4
"76240861",0,0.8,0,0.2,0,0.03,3
"76240873",0,0,0,1,0,0,2
"76240879",0,0.25,0.39,0.18,0.18,0.07,5
"76241005",0,0.88,0,0.12,0,0,3
"76241032",0,0,0,1,0,0,2
"76241127",0,0,0.95,0,0.05,0.07,5
"76241136",0,0,0.16,0.84,0,0.08,4
"76241154",0,0.05,0.63,0.33,0,0.1,5
"76241194",0,0,0.87,0,0.13,0.07,5
"76241264",0,0,0.98,0,0.02,0.06,5
"76241281",0,0.07,0.77,0.16,0,0.08,5
"76241330",0,0,0.88,0.12,0,0.12,5
"76241353",0,0,0.85,0.06,0.08,0.03,5
"76241359",0,0.37,0,0.38,0.25,0.01,2
"76241367",0,0,0.49,0.51,0,0.19,4
"76241428",0,1,0,0,0,0.03,3
"76241442",0,0,0.85,0,0.15,0.04,5
"76241509",0,0.16,0.29,0.56,0,0.03,2
"76241558",0,0,0,1,0,0,2
"76241619",0,0,0,0.15,0.85,0,1
"76241648",0,0,0.96,0,0.04,0.13,5
"76241683",0,0,0,1,0,0.1,4
"76241697",0,0,1,0,0,0.06,5
"76241734",0,0,0.88,0,0.12,0.09,5
"76241740",0,0,0,1,0,0.12,4
"76241752",0,1,0,0,0,0,3
"76241818",0,0,0.87,0,0.13,0.07,5
"76241828",0,0,0,0.31,0.69,0,1
"76241993",0,0.26,0.56,0.15,0.03,0.02,5
"76242234",0,0.19,0,0.81,0,0,2
"76242304",0,0,0,1,0,0.1,4
"76242307",0,0,0,0,1,0,1
"76242327",0,0.17,0,0.83,0,0.04,2
"76242344",0,0,0,1,0,0.09,4
"76242403",0,0,0,0.57,0.43,0.1,4
"76242441",0,0,0,0,1,0,1
"76242484",0,0.07,0,0.93,0,0.1,4
"76242571",0,0,0,1,0,0,2
"76242643",0,0,0,1,0,0.09,4
"76242713",0,0,1,0,0,0,5
"76242787",0,0.02,0.57,0.28,0.12,0.05,5
"76242806",0,0,0,0,1,0,1
"76242822",0,0,0,0,1,0,1
"76242874",0,1,0,0,0,0,3
"76242887",0,0.2,0.8,0,0,0.01,5
"76243053",0,0,0,1,0,0,2
"76243072",0,1,0,0,0,0,3
"76243088",0,0.06,0.33,0.62,0,0.05,4
"76243161",0,0.03,0.9,0,0.07,0.05,5
"76243163",0,0.54,0.22,0.2,0.05,0.01,3
"76243179",0,0,0,1,0,0.03,2
"76243261",0,0,0,0,1,0,1
"76243367",0,0,0,0,1,0,1
"76243389",0,0,0,1,0,0.04,2
"76243525",0,0,0.64,0.36,0,0.23,5
"76243545",0,0,1,0,0,0.12,5
"76243570",0,0,0,1,0,0,2
"76243701",0,1,0,0,0,0.08,3
"76243773",0,0,0.55,0.35,0.11,0.02,5
"76243848",0,0.01,0.71,0.28,0,0.08,5
"76243865",0,0,0.54,0.04,0.42,0.04,5
"76243873",0,0,0.89,0.11,0,0.07,5
"76243918",0,0,0,1,0,0.03,2
"76244008",0,0.68,0,0.32,0,0,3
"76244023",0,0,0.99,0.01,0,0.19,5
"76244049",0,0,1,0,0,0.09,5
"76244051",0.04,0,0.74,0.22,0,0,5
"76244068",0,0.02,0.43,0.55,0,0.08,4
"76244083",0,0.09,0.86,0,0.05,0.09,5
"76244264",0,0,0,1,0,0.11,4
"76244270",0,0,0,1,0,0,2
"76244408",0,0.15,0.84,0.02,0,0.06,5
"76244460",0,0,0.32,0.68,0,0,2
"76244491",0,0.12,0,0.76,0.11,0.01,2
"76244544",0,0.41,0.07,0.52,0,0.05,4
"76244562",0,0,0.47,0.06,0.47,0.01,5
"76244590",0,0,1,0,0,0.18,5
"76244596",0,0,0.95,0,0.04,0,5
"76244632",0,1,0,0,0,0,3
"76244652",0,0,0,1,0,0.1,4
"76244736",0,0.76,0,0.17,0.07,0,3
"76244742",0,0.26,0,0.74,0,0.07,4
"76244811",0,0.01,0.53,0.42,0.04,0.12,5
"76244822",0,0.01,0.61,0.38,0,0.04,5
"76244875",0,0,0,1,0,0.14,4
"76244909",0,0.69,0.15,0.16,0,0.01,3
"76244945",0,0,0,1,0,0.08,4
"76244950",0,0,0.84,0,0.16,0.1,5
"76244955",0,0,0,1,0,0,2
"76244970",0,0,0.86,0,0.14,0.13,5
"76244993",0,1,0,0,0,0.04,3
"76245025",0,0,0,0,1,0,1
"76245038",0,0,0,0,1,0,1
"76245044",0,0,0,1,0,0.02,2
"76245114",0,0,0,1,0,0,2
"76245224",0,0,0,0,1,0,1
"76245243",0,0,0,0,1,0,1
"76245254",0,0,0,1,0,0.05,2
"76245278",0,0,0,1,0,0,2
"76245380",0,0,0,0.44,0.56,0,1
"76245495",0,0.05,0.57,0.38,0,0.04,5
"76245546",0,0,0.9,0.1,0,0.04,5
"76245616",0,0,0.66,0.34,0,0.09,5
"76245624",0,0,0.87,0,0.13,0,5
"76245690",0,0,1,0,0,0.33,5
"76245746",0,0,0,1,0,0.08,4
"76245856",0,0,0,1,0,0.03,2
"76246098",0,0,1,0,0,0.04,5
"76246238",0,0,0,1,0,0,2
"76246328",0,0,0,0,1,0,1
"76246372",0,0.01,0,0.99,0,0.14,4
"76246387",0,0,1,0,0,0.13,5
"76246437",0,0.1,0.71,0.16,0.03,0.03,5
"76246488",0,0,0,0.3,0.7,0.02,1
"76246575",0,0,0.94,0,0.06,0.1,5
"76246755",0,0,0.96,0,0.04,0.07,5
"76246884",0,0,0,1,0,0.06,4
"76246947",0,0,0.82,0,0.18,0,5
"76246982",0,0,0,1,0,0.1,4
"76247022",0,0,0,1,0,0,2
"76247152",0,0,0.92,0.04,0.04,0.07,5
"76247202",0,0,0,1,0,0.18,4
"76247297",0,0,0,1,0,0.04,2
"76247306",0,1,0,0,0,0.05,3
"76247334",0,0,0,1,0,0.11,4
"76247373",0,0,0,1,0,0.1,4
"76247425",0,0,0.94,0,0.06,0.08,5
"76247589",0,0.1,0.62,0.27,0.02,0.05,5
"76247622",0,0,0,1,0,0,2
"76247720",0,0.06,0.36,0.58,0,0.07,4
"76247776",0,0.01,0.75,0.24,0.01,0.1,5
"76247812",0,0,0,0.32,0.68,0,1
"76247825",0,0.05,0.21,0.64,0.1,0.07,4
"76247958",0,0.29,0,0.71,0,0.08,4
"76248011",0,1,0,0,0,0,3
"76248012",0,0,0,1,0,0,2
"76248032",0,1,0,0,0,0,3
"76248225",0,0.52,0,0.48,0,0.06,4
"76248369",0,0,0,0,1,0,1
"76248399",0,0,0,1,0,0.05,2
"76248400",0,0,0.88,0,0.12,0.11,5
"76248427",0,0,0.76,0.12,0.13,0.07,5
"76248477",0,0.32,0.31,0.3,0.06,0.08,5
"76248484",0,0.11,0.81,0.08,0,0.16,5
"76248498",0,0,0,1,0,0,2
"76248580",0,0,0.89,0.11,0,0,5
"76248677",0,0,0,1,0,0.16,4
"76248684",0,0,0.93,0.01,0.06,0.05,5
"76248700",0,0,0,1,0,0.04,2
"76248710",0,0,0,1,0,0.1,4
"76248839",0,0,0.97,0,0.03,0.13,5
"76248849",0,0,0,1,0,0.1,4
"76248871",0,0,0.92,0.02,0.06,0.14,5
"76248992",0,0,0.86,0,0.14,0.01,5
"76249015",0,0,0,1,0,0.1,4
"76249076",0,0,0,1,0,0,2
"76249090",0,0,0,1,0,0.12,4
"76249102",0,0,0,1,0,0.1,4
"76249156",0,0,0,1,0,0.02,2
"76249288",0,0,0,1,0,0.02,2
"76249452",0,0.01,0.06,0.9,0.03,0.13,4
"76249461",0,0.08,0.43,0.49,0,0.09,5
"76249542",0,1,0,0,0,0.17,3
"76249598",0,0.08,0,0.92,0,0.15,4
"76249714",0,0,0,1,0,0,2
"76249761",0,0.02,0.79,0.18,0,0.06,5
"76249882",0,0.02,0,0.67,0.32,0.03,2
"76249895",0,0,0.41,0.59,0,0.04,2
"76249917",0,0.03,0.78,0.16,0.03,0.07,5
"76250013",0,0,1,0,0,0.12,5
"76250017",0,0,0,1,0,0,2
"76250054",0,0,0,0,1,0,1
"76250080",0,0,0.82,0,0.18,0,5
"76250194",0,0,0.44,0.56,0,0,2
"76250198",0,0,0.16,0.8,0.04,0.15,4
"76250199",0,0,0.95,0,0.05,0.1,5
"76250221",0,0.01,0.03,0.96,0,0.08,4
"76250230",0,0,0.98,0,0.02,0.14,5
"76250248",0,0.06,0.9,0.05,0,0.02,5
"76250311",0,0.08,0.49,0.43,0,0.06,5
"76250324",0,0.03,0.88,0.09,0.01,0.03,5
"76250371",0,0,0,1,0,0.12,4
"76250381",0,0.09,0,0.59,0.32,0.03,2
"76250392",0,0,0.95,0,0.05,0.05,5
"76250411",0,0,0,1,0,0.13,4
"76250413",0,0,0,1,0,0.02,2
"76250422",0,0,0.96,0.04,0,0.06,5
"76250423",0,1,0,0,0,0,3
"76250433",0,0,0.27,0,0.73,0.01,1
"76250435",0,1,0,0,0,0.01,3
"76250445",0,0,1,0,0,0.28,5
"76250474",0,0,0,1,0,0.16,4
"76250529",0,0,0,1,0,0,2
"76250569",0,0,0.75,0,0.25,0.04,5
"76250612",0,0.01,0.93,0.05,0,0.22,5
"76250671",0,0,0,1,0,0,2
"76250713",0,0.09,0.65,0.26,0,0.11,5
"76250790",0,0,0.93,0.06,0,0.07,5
"76250804",0,0,0.76,0.24,0,0.04,5
"76250811",0,0.02,0.71,0.27,0,0.07,5
"76250859",0,0,0,1,0,0.05,2
"76250893",0,0.72,0,0.28,0,0,3
"76250926",0,0,0.9,0,0.1,0.05,5
"76250949",0,0,0,1,0,0,2
"76251001",0,0,0,1,0,0.2,4
"76251064",0,0,0.88,0,0.12,0.1,5
"76251113",0,0,0,1,0,0.02,2
"76251143",0,0,0.88,0,0.12,0.03,5
"76251152",0,1,0,0,0,0,3
"76251163",0,0,0,0.26,0.74,0,1
"76251167",0,0,0,1,0,0.1,4
"76251176",0,0.07,0,0.93,0,0.11,4
"76251237",0,0,0,1,0,0,2
"76251246",0,0,0,1,0,0,2
"76251380",0,0.01,0.44,0.55,0,0.12,4
"76251416",0,0.16,0.62,0,0.23,0.06,5
"76251432",0,0.07,0.76,0.17,0,0.1,5
"76251497",0,1,0,0,0,0,3
"76251661",0,0,1,0,0,0.12,5
"76251681",0,0,1,0,0,0,5
"76251782",0,0,0,1,0,0,2
"76251964",0,0.02,0.73,0.18,0.06,0.19,5
"76252054",0,0,0,1,0,0.03,2
"76252077",0,0,0,1,0,0,2
"76252201",0,0,0,1,0,0.08,4
"76252203",0,0,0.48,0.52,0,0.02,5
"76252258",0,0,0,1,0,0,2
"76252278",0,0.05,0.95,0,0,0.05,5
"76252280",0,0,0.92,0,0.07,0.05,5
"76252350",0,0,0,1,0,0,2
"76252437",0,0,0.98,0.01,0,0.05,5
"76252489",0,0,1,0,0,0.04,5
"76252603",0,0,0.89,0.11,0,0.12,5
"76252604",0,0,0.86,0.14,0,0.1,5
"76252691",0,0,1,0,0,0,5
"76252711",0,0,0,1,0,0.04,2
"76252769",0,0.67,0,0.33,0,0.01,3
"76252795",0,0,0,0,1,0,1
"76252863",0,0,1,0,0,0.07,5
"76252867",0,0,0.98,0,0.02,0.08,5
"76252871",0,0,0.99,0,0.01,0.06,5
"76252980",0,0,0,1,0,0.14,4
"76252997",0,0,0.78,0.08,0.14,0.06,5
"76253002",0,0,0.61,0.39,0,0.09,5
"76253039",0,0.02,0.48,0.51,0,0.16,4
"76253060",0,0,0.82,0.18,0,0.05,5
"76253064",0,0,0,1,0,0.15,4
"76253094",0,0,0.89,0.08,0.03,0.07,5
"76253140",0,0,0.78,0.18,0.03,0.05,5
"76253208",0,0,0.81,0,0.19,0,5
"76253279",0,0.37,0.47,0.16,0,0.08,5
"76253335",0,0,0,1,0,0,2
"76253336",0,0,0.96,0,0.04,0.05,5
"76253400",0,0,0,1,0,0,2
"76253401",0,0,0,0,1,0,1
"76253443",0,0,0.89,0,0.11,0.14,5
"76253473",0,0,0.79,0.01,0.21,0.04,5
"76253606",0,0,1,0,0,0.04,5
"76253624",0,0,0,1,0,0,2
"76253724",0,0,0,1,0,0.1,4
"76253788",0,0,0,1,0,0.12,4
"76253844",0,0,0,1,0,0,2
"76253876",0,0,0.88,0.12,0,0,5
"76253878",0,0.01,0.74,0.25,0,0.09,5
"76253942",0,0,0,1,0,0.04,2
"76253962",0,0,0,1,0,0.15,4
"76253968",0,0,0,1,0,0,2
"76253984",0,0,0,1,0,0.03,2
"76254019",0,0,0,1,0,0.15,4
"76254031",0,1,0,0,0,0,3
"76254066",0,0,0,1,0,0,2
"76254131",0,0.05,0.33,0.62,0,0.08,4
"76254354",0,0.74,0,0.26,0,0.02,3
"76254369",0,0,0,0.24,0.76,0,1
"76254397",0,0,0,1,0,0,2
"76254462",0,0,0,1,0,0,2
"76254611",0,0,0.94,0,0.06,0.03,5
"76254640",0,0,0.99,0,0.01,0.08,5
"76254739",0,0,0,1,0,0,2
"76255110",0,0,0,0.44,0.56,0.05,1
"76255142",0,0,0,0,1,0,1
"76255144",0,0.04,0.93,0.02,0,0.07,5
"76255443",0,0.02,0,0.98,0,0.08,4
"76255487",0,1,0,0,0,0,3
"76255505",0,0,0.91,0,0.09,0.11,5
"76255566",0,0,1,0,0,0.06,5
"76255623",0,0,0.75,0.22,0.03,0.08,5
"76255674",0,0.14,0.48,0.38,0,0.01,5
"76255682",0,0,0.15,0.85,0,0,2
"76255737",0,0,0,1,0,0,2
"76255769",0,0,0.89,0,0.11,0.03,5
"76255782",0,0.04,0.95,0,0.01,0.07,5
"76255930",0,0,1,0,0,0.12,5
"76255958",0,0,0.87,0,0.13,0.11,5
"76256083",0,0.24,0,0.73,0.03,0.05,4
"76256150",0,0,0,0,1,0,1
"76256170",0,1,0,0,0,0,3
"76256188",0,0,0,1,0,0.1,4
"76256307",0,0.65,0,0.35,0,0.04,3
"76256402",0,0,0,1,0,0,2
"76256404",0,0,0,1,0,0.11,4
"76256455",0,0,0,1,0,0.08,4
"76256488",0,0.47,0,0.53,0,0.08,4
"76256493",0,0,1,0,0,0.04,5
"76256526",0,0,0,1,0,0.06,4
"76256534",0,0.1,0.72,0.17,0.01,0.09,5
"76256557",0,0,0,1,0,0,2
"76256558",0,0.01,0,0.99,0,0.09,4
"76256663",0,0,0,1,0,0,2
"76256733",0,0,0,1,0,0.06,4
"76256851",0,0,0,0.91,0.09,0.04,2
"76256934",0,0,0.56,0.44,0,0.06,5
"76257038",0,0.13,0,0.87,0,0.12,4
"76257141",0,0.11,0,0.88,0.01,0.09,4
"76257230",0,0,0.79,0,0.21,0.05,5
"76257256",0,0.04,0.32,0.65,0,0.18,4
"76257277",0,0,0,1,0,0.76,4
"76257310",0,0,0,0,1,0,1
"76257353",0,0,0.7,0.3,0,0.04,5
"76257418",0,0,0,0,1,0,1
"76257513",0,0.01,0.65,0.25,0.09,0.1,5
"76257546",0,0,0,0,1,0,1
"76257572",0,0,0,1,0,0.14,4
"76257652",0,0,0,1,0,0,2
"76257683",0,1,0,0,0,0,3
"76257687",0,0,1,0,0,0.13,5
"76257756",0,0.28,0.72,0,0,0.01,5
"76257810",0,0.01,0.86,0.06,0.06,0.04,5
"76257821",0,0,0,1,0,0.1,4
"76257872",0,0,0,1,0,0.09,4
"76257898",0,0,0,1,0,0.15,4
"76257930",0,0,0.91,0,0.09,0.17,5
"76257938",0,0,0.45,0.55,0,0.08,4
"76257969",0,0.04,0,0.96,0,0.04,2
"76258226",0,0.13,0.45,0.42,0,0.1,5
"76258352",0,0.08,0.85,0.07,0,0.11,5
"76258550",0,0.67,0,0.33,0,0.01,3
"76258598",0,0,0,1,0,0.1,4
"76258644",0,0,0.91,0.03,0.06,0.11,5
"76258702",0,0.13,0,0.87,0,0,2
"76258724",0,0,0,1,0,0.1,4
"76258765",0,0,0,0,1,0,1
"76258804",0,0,0.93,0,0.07,0.07,5
"76258887",0,0,0,1,0,0,2
"76258952",0,0,1,0,0,0.12,5
"76258990",0,0,0,0.15,0.85,0,1
"76259032",0,0,0.17,0.73,0.1,0.05,4
"76259042",0,0,0,0,1,0,1
"76259102",0,0,0,1,0,0,2
"76259122",0,0,0,1,0,0,2
"76259128",0,0.05,0.95,0,0,0.04,5
"76259139",0,1,0,0,0,0,3
"76259158",0,0,0,1,0,0,2
"76259180",0,0,0,1,0,0.1,4
"76259400",0,0,1,0,0,0.11,5
"76259460",0.02,0.48,0,0.37,0.14,0,3
"76259499",0,0.1,0.84,0.02,0.04,0.08,5
"76259510",0,0,0.66,0.34,0,0.07,5
"76259532",0,0,0,0,1,0,1
"76259688",0,0,1,0,0,0.12,5
"76259734",0,0.07,0.49,0.44,0,0.06,5
"76259791",0,0,0,0,1,0,1
"76259905",0,0,0.18,0.77,0.05,0.04,2
"76260061",0,0.74,0.2,0.06,0,0.03,3
"76260068",0,0,0,1,0,0,2
"76260096",0,0,0,0.89,0.11,0,2
"76260158",0,0,0.95,0.05,0,0.07,5
"76260167",0,0,0.88,0.12,0,0.07,5
"76260176",0,0,1,0,0,0.15,5
"76260185",0,1,0,0,0,0,3
"76260209",0,0,1,0,0,0.12,5
"76260253",0,0,0.46,0.54,0,0.08,5
"76260318",0,0,0.94,0.05,0.01,0.08,5
"76260325",0,0,0.98,0,0.02,0.09,5
"76260331",0,0,0,1,0,0,2
"76260348",0,0,1,0,0,0.12,5
"76260385",0,0,0.88,0,0.12,0,5
"76260435",0,0,0,1,0,0,2
"76260454",0,0,0,1,0,0.1,4
"76260477",0,0,0.65,0.21,0.14,0,5
"76260552",0,0,1,0,0,0.04,5
"76260581",0,0.29,0,0.71,0,0.07,4
"76260648",0,0,0,0,1,0,1
"76260658",0,0,0.85,0.11,0.04,0,5
"76260673",0,0,0,1,0,0,2
"76260703",0,0,0,0,1,0,1
"76260745",0,0,0.97,0,0.03,0.07,5
"76260767",0,0,0,1,0,0.12,4
"76260954",0,0.03,0.75,0.12,0.1,0.04,5
"76260989",0,0.04,0.82,0.1,0.04,0.05,5
"76261029",0,0,0,1,0,0,2
"76261093",0,0,0.89,0.08,0.04,0.13,5
"76261104",0,0,0.49,0.43,0.08,0.04,5
"76261148",0,0,0,1,0,0,2
"76261189",0,0.03,0.72,0.17,0.08,0.06,5
"76261225",0,0,1,0,0,0.04,5
"76261226",0,0,0.97,0.03,0,0.05,5
"76261272",0,0,0.58,0.19,0.23,0.03,5
"76261273",0,0,0,1,0,0.08,4
"76261287",0,0,0,0,1,0,1
"76261334",0,0.23,0.66,0,0.11,0.05,5
"76261574",0,0.1,0,0.9,0,0.01,2
"76261672",0,0,0.97,0,0.03,0.05,5
"76261764",0,0,0,0,1,0,1
"76261857",0,0,1,0,0,0.29,5
"76261872",0,0,1,0,0,0.09,5
"76261889",0,0,1,0,0,0.13,5
"76261949",0,0.1,0,0.9,0,0.03,2
"76262103",0,0.02,0,0.47,0.51,0.04,1
"76262130",0,0,0.66,0.26,0.08,0.04,5
"76262234",0,0.58,0.31,0.11,0,0.04,3
"76262250",0,0,0,0.95,0.05,0.13,4
"76262354",0,0,0.97,0.03,0,0.06,5
"76262407",0,0.02,0.85,0.14,0,0.09,5
"76262421",0,0,0.94,0,0.06,0.12,5
"76262468",0,0.14,0.4,0.35,0.11,0.02,5
"76262502",0,0,0,1,0,0.04,2
"76262536",0,0.03,0,0.97,0,0.02,2
"76262627",0,0.13,0.78,0.1,0,0.15,5
"76262647",0,0,0,1,0,0.05,2
"76262707",0,0,0,1,0,0.15,4
"76262783",0,0,0,0,1,0,1
"76262825",0,1,0,0,0,0.01,3
"76262837",0,0,0,1,0,0,2
"76262882",0,0,0,1,0,0,2
"76262896",0,0,0.94,0,0.06,0.04,5
"76262950",0,0.04,0.55,0.41,0,0.06,5
"76262970",0,0,0.04,0.79,0.16,0.11,4
"76262993",0,0.06,0,0.94,0,0.07,4
"76262995",0,0.06,0.11,0.8,0.03,0.1,4
"76263085",0,0,0,0,1,0,1
"76263165",0,0,0,1,0,0,2
"76263193",0,0,0,0,1,0,1
"76263198",0,0,0,0,1,0,1
"76263232",0,0,0,1,0,0.11,4
"76263256",0,0,0.99,0.01,0,0.14,5
"76263348",0,0,0.78,0.22,0,0.07,5
"76263353",0,0,0,0,1,0,1
"76263427",0,0,0,1,0,0.15,4
"76263493",0,0,0.92,0.08,0,0.11,5
"76263494",0,0,0.87,0,0.13,0.12,5
"76263561",0,0,0,1,0,0,2
"76263617",0,0.2,0.8,0,0,0.09,5
"76263621",0,0,0,1,0,0,2
"76263679",0,1,0,0,0,0.02,3
"76263683",0,0,0,0,1,0,1
"76263704",0,0.4,0,0.6,0,0,2
"76263714",0,0,0.86,0.12,0.02,0.05,5
"76263763",0,0,0.94,0.05,0.01,0.03,5
"76263765",0,0,0.94,0,0.06,0.06,5
"76263841",0,0,0,1,0,0.03,2
"76263879",0,0,0,1,0,0,2
"76263980",0,0,1,0,0,0.06,5
"76263998",0.01,0.34,0,0.55,0.1,0,2
"76264074",0,0.12,0.5,0.34,0.04,0.07,5
"76264081",0,0.18,0.46,0.29,0.07,0.06,5
"76264293",0,0.57,0,0.43,0,0,3
"76264339",0,1,0,0,0,0,3
"76264383",0,0,0.92,0,0.08,0.09,5
"76264406",0,0.46,0,0.54,0,0,2
"76264419",0,0,0.98,0.02,0,0,5
"76264437",0,0,0.31,0.44,0.26,0,2
"76264583",0,0.15,0.76,0.06,0.03,0.07,5
"76264793",0,0,0.58,0.42,0,0.1,5
"76264815",0,0,0,1,0,0,2
"76264854",0,0,0,1,0,0,2
"76264862",0,1,0,0,0,0,3
"76264909",0,0,0,1,0,0.14,4
"76264946",0,0,0,1,0,0.02,2
"76265000",0,0,0.63,0.37,0,0.05,5
"76265038",0,0.32,0.68,0,0,0.05,5
"76265061",0,0,0,1,0,0,2
"76265199",0,0,0,1,0,0.09,4
"76265259",0,0,0.96,0,0.04,0.04,5
"76265293",0,0,0,1,0,0,2
"76265353",0,0,0,1,0,0.03,2
"76265366",0,0.17,0.57,0.26,0,0,5
"76265494",0,0,0,0.16,0.84,0,1
"76265603",0,0.12,0.71,0.17,0,0.13,5
"76265695",0,0,0,1,0,0,2
"76265925",0,0.02,0.87,0.1,0.01,0.06,5
"76265935",0,0.97,0,0.03,0,0.04,3
"76265942",0,0,0,1,0,0.07,4
"76266129",0,0,0,1,0,0,2
"76266149",0,0,0.94,0.05,0.01,0.05,5
"76266155",0,0,0,1,0,0,2
"76266253",0,0,1,0,0,0.06,5
"76266398",0,0.33,0,0.65,0.02,0.03,2
"76266411",0,0,0,1,0,0.04,2
"76266431",0,0,0.92,0,0.08,0.06,5
"76266556",0,0,0.85,0.02,0.13,0.05,5
"76266578",0,0.37,0.28,0.35,0,0.09,4
"76266592",0,0.69,0,0.31,0,0,3
"76266675",0,0.01,0.92,0.07,0,0.08,5
"76266746",0,0,0,0.29,0.71,0.01,1
"76266753",0,0,0,1,0,0.03,2
"76266886",0,1,0,0,0,0,3
"76266943",0,0.13,0,0.87,0,0.08,4
"76266976",0,1,0,0,0,0,3
"76266989",0,0,0,1,0,0.14,4
"76267002",0,0,0.95,0.05,0,0.12,5
"76267043",0,0,0,1,0,0.15,4
"76267056",0,0.96,0,0.04,0,0,3
"76267093",0,0,1,0,0,0.04,5
"76267110",0,0,0.96,0.02,0.02,0.07,5
"76267185",0,0.04,0,0.96,0,0.17,4
"76267264",0,0,0.91,0,0.09,0.03,5
"76267341",0,0,1,0,0,0.04,5
"76267356",0,0,0.83,0.05,0.12,0.02,5
"76267403",0,0.42,0,0.58,0,0,2
"76267471",0,0.24,0.57,0.19,0,0.07,5
"76267534",0,0,0.27,0.73,0,0.04,2
"76267554",0,0.88,0,0.12,0,0.01,3
"76267678",0,0.7,0,0.3,0,0,3
"76267694",0,0,0,0,1,0,1
"76267724",0,0,0,1,0,0.08,4
"76267796",0,0.1,0.65,0.18,0.06,0.07,5
"76267836",0,0.29,0,0.71,0,0.04,2
"76267898",0,0,0.77,0.23,0,0.05,5
"76267906",0,0.02,0,0.98,0,0.21,4
"76267993",0,0.28,0.2,0.5,0.01,0.02,2
"76267998",0,0,0.88,0.09,0.03,0.07,5
"76268042",0,0,0,1,0,0.1,4
"76268063",0,0,0.83,0,0.17,0.03,5
"76268064",0,0,0,1,0,0,2
"76268076",0,0,0.78,0.22,0,0.04,5
"76268127",0,0.45,0,0.55,0,0.09,4
"76268136",0,0,0,1,0,0.15,4
"76268154",0,0,0,1,0,0.1,4
"76268158",0,0.51,0,0.49,0,0,3
"76268203",0,0,0,1,0,0.05,2
"76268304",0,0,0.93,0.07,0,0.03,5
"76268321",0,0.14,0.38,0.49,0,0,2
"76268339",0,0,0,1,0,0.04,2
"76268373",0,0,0,1,0,0,2
"76268434",0,0,1,0,0,0,5
"76268455",0,0,0,1,0,0,2
"76268487",0,0,0,1,0,0,2
"76268511",0,0,0.68,0,0.32,0,5
"76268520",0,0.42,0,0.58,0,0.01,2
"76268546",0,0.01,0.99,0,0,0.1,5
"76268564",0,0,0.93,0,0.07,0.06,5
"76268602",0,0.74,0,0.26,0,0.03,3
"76268728",0,0,0,0,1,0,1
"76268730",0,0,0,1,0,0.01,2
"76268756",0,0.03,0.79,0.18,0,0.08,5
"76268765",0,0.13,0.71,0.09,0.08,0.05,5
"76268789",0,0,1,0,0,0,5
"76268812",0,0,0,1,0,0.11,4
"76268829",0,0,1,0,0,0.15,5
"76268903",0,0,0,1,0,0,2
"76268943",0,0.08,0,0.92,0,0.06,4
"76268945",0,0,0,0,1,0,1
"76268987",0,0.02,0.92,0.06,0,0.12,5
"76268992",0,0.12,0.88,0,0,0.08,5
"76269007",0,0.02,0.4,0.33,0.25,0.02,5
"76269029",0,0.11,0.75,0.05,0.1,0.06,5
"76269045",0,0,0.62,0.31,0.07,0.02,5
"76269056",0,0,0,1,0,0,2
"76269123",0,0,0.63,0.37,0,0.05,5
"76269137",0,0.42,0.58,0,0,0,5
"76269169",0,0,0.97,0.03,0,0.1,5
"76269186",0,0,0,1,0,0,2
"76269197",0,0.04,0.9,0.06,0,0.1,5
"76269210",0,0,0,1,0,0.05,2
"76269219",0,0,0.97,0.03,0,0.08,5
"76269255",0,0,1,0,0,0.08,5
"76269268",0,0,0.68,0.32,0,0.09,5
"76269297",0,0,0,0,1,0,1
"76269302",0,0.14,0.52,0.33,0.01,0.05,5
"76269395",0,0.08,0.66,0.25,0,0.08,5
"76269396",0,0,0,1,0,0.01,2
"76269427",0,0,1,0,0,0.04,5
"76269470",0,0,1,0,0,0.07,5
"76269477",0,0,1,0,0,0.13,5
"76269697",0,0,1,0,0,0,5
"76269726",0,0.22,0,0.78,0,0.01,2
"76269759",0,0.43,0,0.57,0,0.02,2
"76269761",0,0,0.74,0.21,0.05,0.06,5
"76269764",0,0,0,0,1,0,1
"76269771",0,0,0,1,0,0,2
"76269786",0,0.97,0,0,0.03,0,3
"76269794",0,0.06,0.27,0.67,0,0.02,2
"76269860",0,0.11,0.37,0.45,0.08,0.04,5
"76269888",0,0.51,0.4,0.1,0,0.04,5
"76269922",0,0,0,0,1,0,1
"76269955",0,0,0.05,0.94,0.01,0.12,4
"76269963",0,0,0,1,0,0.15,4
"76269986",0,0,1,0,0,0,5
"76269987",0,0,0,1,0,0,2
"76270019",0,0,0,0,1,0,1
"76270104",0,0,0.74,0.26,0,0,5
