"","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","Frecuencia","$ Venta.y","Recencia","cluster"
"76970098",0,0,1,0,0,2,37126,327,2
"76970132",0,0,1,0,0.12,3,40541,26,2
"76970140",0,0,0,1,0,2,17648,859,1
"76970164",0,0,1,0,0,2,7328,854,5
"76970195",0,1,0,0,0,1,139478,222,4
"76970207",0,0,0,1,0,5,74625,276,1
"76970224",0,0,1,0,0.06,4,210960,46,2
"76970437",0.96,0,0.04,0,0.03,5,254112,887,3
"76970474",0,0.8,0.1,0.1,0.07,7,958901,49,4
"76970484",0,0,1,0,0,3,59386,80,2
"76970518",0,0.84,0,0.16,0.05,6,169761,588,4
"76970564",0,0.97,0,0.03,0.06,4,806280,271,4
"76970596",0,0,1,0,0,1,16329,521,2
"76970605",0,0,0,1,0,1,18908,945,1
"76970622",0.01,0.72,0.27,0,0.05,115,10602414,32,4
"76970632",0.02,0,0.89,0.09,0.06,28,1169322,67,2
"76970709",0,0,1,0,0.15,31,1086824,332,2
"76970710",0.09,0.68,0.21,0.02,0.07,26,5124779,41,4
"76970757",0,1,0,0,0.04,1,161328,388,4
"76970798",0.99,0,0.01,0,0,48,895598,23,3
"76970812",0,0.8,0,0.2,0.06,6,407714,101,4
"76970884",0,0,0,1,0,3,38908,447,1
"76970951",0,0,1,0,0,3,166900,44,2
"76970981",0,0.97,0,0.03,0.06,2,720105,87,4
"76971006",0.04,0,0.96,0,0.03,9,187107,145,2
"76971027",0,0,1,0,0,1,168050,278,2
"76971062",0,0.86,0,0.14,0.11,5,302212,354,4
"76971074",0,0.93,0,0.07,0.1,9,795658,185,4
"76971096",0.72,0,0.28,0,0.03,2,144031,686,3
"76971106",0,1,0,0,0.07,6,7689384,52,4
"76971116",0,0.89,0,0.11,0.18,4,329716,545,4
"76971210",0,0,1,0,0.15,2,62536,209,2
"76971213",0.07,0.47,0.46,0,0.08,38,1963586,37,4
"76971222",0,0.9,0.06,0.03,0.04,19,1829499,248,4
"76971258",1,0,0,0,0,2,80656,430,3
"76971280",0,0,0,1,0,3,36723,752,1
"76971285",0,0,0,1,0,3,41848,153,1
"76971453",0,0.58,0.42,0,0.02,8,758317,367,4
"76971463",0,0.98,0.02,0,0.12,28,8782028,98,4
"76971492",0,0,1,0,0.05,6,97530,335,2
"76971557",0,0,1,0,0.15,1,247436,123,2
"76971564",1,0,0,0,0,1,38647,181,3
"76971579",0,0,1,0,0,1,24202,769,2
"76971799",0,0,1,0,0,4,57083,214,2
"76971860",0,0,0,1,0,2,34455,620,1
"76971869",1,0,0,0,0.1,1,38942,753,3
"76971917",1,0,0,0,0,1,66218,954,3
"76972052",0,0,1,0,0.05,1,22992,902,5
"76972062",1,0,0,0,0,4,89865,838,3
"76972111",0,0,1,0,0,1,10572,851,5
"76972116",0,0,0,1,0,2,32270,214,1
"76972133",0.11,0.8,0.09,0,0.06,31,3139410,441,4
"76972137",0,1,0,0,0.04,1,235548,237,4
"76972149",0.07,0.93,0,0,0.11,2,1329136,42,4
"76972205",0,0,1,0,0,1,22840,245,2
"76972244",0.27,0.32,0.41,0,0.04,18,787391,67,2
"76972291",0,0,1,0,0.1,1,27120,661,5
"76972324",0,0,0.62,0.38,0.08,3,72522,312,2
"76972433",0.02,0.93,0.06,0,0.07,16,4069200,52,4
"76972471",0,0.64,0.23,0.13,0,7,227847,24,4
"76972474",0,0.96,0,0.04,0.03,2,289564,326,4
"76972515",0,0,1,0,0.06,4,654718,61,2
"76972581",0,0.94,0,0.06,0.09,3,366018,140,4
"76972582",0,0,0,1,0,2,34455,389,1
"76972651",0,0,1,0,0,1,5546,60,2
"76972691",0,0.9,0.1,0,0.11,13,1726440,391,4
"76972717",0,1,0,0,0.05,3,1378236,255,4
"76972841",0,0,1,0,0,6,21277,179,2
"76972846",0,0.47,0.53,0,0.07,45,3991901,175,2
"76972913",0,0.95,0.04,0.01,0.06,38,11209232,97,4
"76972983",0,0,1,0,0,1,10068,118,2
"76973079",0.06,0.83,0.05,0.07,0.12,8,1006896,817,4
"76973116",0,0,0,1,0,1,16303,215,1
"76973187",0,0,1,0,0.1,1,160420,627,5
"76973296",1,0,0,0,0,2,147024,96,3
"76973458",0,0,0,1,0,1,12353,448,1
"76973471",0,0.84,0.14,0.02,0.04,7,1042190,368,4
"76973494",0.57,0,0.43,0,0.03,4,180342,23,3
"76973526",0,1,0,0,0.2,1,106380,836,4
"76973606",0,0,0,1,0,4,47310,35,1
"76973608",0,0.85,0.03,0.12,0.06,22,2057006,237,4
"76973648",0.06,0.89,0,0.05,0.04,12,1728355,152,4
"76973731",0,1,0,0,0.1,3,428764,185,4
"76973871",0,0,1,0,0,1,19000,794,5
"76973986",0,0,1,0,0,4,662891,593,2
"76974055",0,0.86,0,0.14,0.03,4,319410,287,4
"76974063",0,0,1,0,0.08,1,24276,887,5
"76974084",0,0.25,0.71,0.04,0.12,9,1162135,145,2
"76974187",0.09,0.85,0.06,0,0.07,42,18846935,48,4
"76974240",0.14,0.77,0.09,0,0.1,13,3278149,54,4
"76974375",0,0,1,0,0,5,141739,161,2
"76974465",0,0.77,0.23,0,0.13,2,138192,45,4
"76974545",0,0,1,0,0.09,5,146105,96,2
"76974624",0.24,0.22,0.54,0,0.05,50,1233264,61,2
"76974632",0,1,0,0,0.04,1,251682,376,4
"76974650",0,0.78,0.22,0,0.02,3,649378,97,4
"76974675",0,0,1,0,0.02,2,68106,229,2
"76974801",0,0.6,0.05,0.35,0,7,234326,511,4
"76974816",0,0,0,1,0,4,22856,333,1
"76974931",0,1,0,0,0.06,1,325412,404,4
"76974975",0,0.91,0.08,0.01,0.18,27,3745783,75,4
"76975119",0,0,1,0,0.12,3,42633,920,5
"76975220",0.18,0.44,0.29,0.09,0.02,12,572217,285,4
"76975343",0,0.73,0.27,0,0.12,11,3255794,346,4
"76975876",0.02,0.78,0.2,0,0.08,68,8994935,33,4
"76975931",0,0.88,0,0.12,0.03,12,819461,166,4
"76976007",0,1,0,0,0.1,1,141209,823,4
"76976153",0,0.83,0,0.17,0.03,2,102648,683,4
"76976172",0,0.83,0,0.17,0.04,4,110763,950,4
"76976245",0.11,0.23,0.63,0.04,0.06,21,1113321,72,2
"76976257",0,1,0,0,0,2,262152,126,4
"76976332",1,0,0,0,0,1,24874,951,3
"76976400",0,0.74,0.26,0,0.08,9,1961132,131,4
"76976427",0.21,0,0.79,0,0.09,11,387322,47,2
"76976449",1,0,0,0,0,1,80646,157,3
"76976475",0,0,1,0,0.1,2,83406,585,5
"76976485",0.01,0,0.99,0,0.07,40,2823031,334,2
"76976498",0,0,0.39,0.61,0,3,46798,84,1
"76976550",0,0,1,0,0,1,7941,83,2
"76976551",0,0.69,0.31,0,0.08,19,806323,174,4
"76976554",0,1,0,0,0.02,3,362364,56,4
"76976568",0.03,0.36,0.57,0.04,0.05,30,1328714,58,2
"76976599",0,0,0.23,0.77,0,4,44523,187,1
"76976690",0.12,0.19,0.69,0,0.08,91,4174956,46,2
"76976844",0.07,0.91,0.02,0,0,4,1182148,60,4
"76976925",0.53,0,0.47,0,0.01,13,485036,251,3
"76976930",0,0,0.28,0.72,0.01,24,309145,161,1
"76976982",0,0.88,0,0.12,0,3,208808,934,4
"76976984",0,0,1,0,0.1,2,46695,852,5
"76976994",0,0,1,0,0.12,2,40995,600,5
"76976998",0,0.97,0,0.03,0.05,5,417534,84,4
"76977018",0.14,0,0.79,0.07,0.06,26,1091508,207,2
"76977204",0.2,0.41,0.4,0,0.04,62,4445986,95,4
"76977267",0,0,1,0,0.02,3,471448,832,5
"76977272",0.01,0.99,0,0,0.07,4,1004034,227,4
"76977300",0,0,1,0,0.12,15,224264,220,2
"76977328",0.07,0.93,0,0,0.04,4,579626,104,4
"76977355",0,0.94,0.06,0,0.12,4,574711,676,4
"76977386",0.27,0,0.73,0,0,3,119956,217,2
"76977408",0.07,0.63,0.3,0,0.03,30,582864,90,4
"76977410",0.37,0,0.63,0,0.09,115,6085023,49,2
"76977432",0.11,0.6,0.29,0,0.1,110,11089381,34,4
"76977518",0,0,1,0,0,1,5874,507,2
"76977551",0,0,1,0,0,5,69141,26,2
"76977577",0,0.96,0,0.04,0.03,4,710959,325,4
"76977584",0,0,0,1,0,3,45208,87,1
"76977605",0.08,0.48,0.44,0,0.11,24,1769787,76,4
"76977778",0,0,1,0,0,1,13622,951,5
"76977779",0.2,0.49,0.29,0.02,0.1,45,1936009,130,4
"76977820",0,0.62,0.36,0.02,0.06,32,1935511,166,4
"76977837",0,0,0,1,0,4,49581,411,1
"76977930",1,0,0,0,0,1,73083,893,3
"76977945",0,0,1,0,0.05,1,161891,959,5
"76977955",0,0,0,1,0,2,68910,648,1
"76978018",0.29,0.51,0.2,0,0.05,15,1200897,294,4
"76978023",0,0,1,0,0,2,17185,28,2
"76978106",0,0.84,0,0.16,0.09,3,215460,812,4
"76978228",0,0,1,0,0,2,194681,34,2
"76978262",0.14,0.7,0.16,0,0.09,25,3014338,231,4
"76978462",0,1,0,0,0.04,1,61303,422,4
"76978488",0,1,0,0,0.04,1,258134,265,4
"76978511",0.54,0.43,0.03,0,0.05,9,822114,62,3
"76978555",0.07,0,0.93,0,0,3,162782,89,2
"76978631",0.04,0.65,0.17,0.14,0.04,53,4366599,52,4
"76978757",0,1,0,0,0.07,8,6914139,263,4
"76978808",0,0,1,0,0,1,5092,132,2
"76979022",0,0,1,0,0,1,7555,719,2
"76979061",0,0,1,0,0.1,3,22213,620,5
"76979135",0,0,0.24,0.76,0,9,169665,53,1
"76979139",0,0,1,0,0.1,2,11754,807,5
"76979236",0,0.62,0,0.38,0,3,56127,237,4
"76979323",0.03,0.88,0.09,0,0.02,12,2073007,270,4
"76979333",0.06,0.62,0.22,0.1,0.03,12,733202,455,4
"76979417",1,0,0,0,0,3,47024,647,3
"76979439",0,0.95,0.05,0,0.05,8,1172673,453,4
"76979469",0.25,0.59,0.11,0.05,0.02,47,2345481,47,4
"76979567",0,1,0,0,0.12,1,397992,875,4
"76979597",0.36,0,0.64,0,0.1,4,300255,129,2
"76979600",0,0,1,0,0,1,8084,208,2
"76979641",0,0.87,0.05,0.08,0.01,13,634546,207,4
"76979669",0.55,0,0.45,0,0,5,224286,882,3
"76979714",0.42,0,0.58,0,0,4,81856,385,3
"76979744",0,0,1,0,0,2,32580,189,2
"76979745",0,0,1,0,0.08,13,131766,242,2
"76979888",0.14,0,0.86,0,0.02,13,515821,451,2
"76979894",0,0,1,0,0,1,252084,75,2
"76979932",0.46,0,0.54,0,0,22,448673,45,3
"76979982",0.23,0.55,0.21,0,0.07,114,26302579,34,4
"76980145",0,0.89,0.11,0,0.04,2,290024,247,4
"76980161",0,0,1,0,0,5,332058,219,2
"76980270",0.04,0.82,0.14,0,0.06,8,2041850,175,4
"76980286",0.27,0,0.73,0,0.08,28,862747,626,5
"76980304",0,1,0,0,0,1,139478,241,4
"76980321",0,0,1,0,0.04,3,125455,146,2
"76980396",0,0.94,0,0.06,0.08,3,144318,809,4
"76980400",0,0,0.92,0.08,0,3,189655,338,2
"76980657",0.53,0,0.47,0,0.03,8,107782,408,3
"76980731",0.85,0,0.15,0,0.01,8,287504,401,3
"76980871",1,0,0,0,0.04,1,79042,472,3
"76980938",0,0.97,0,0.03,0.05,5,785672,89,4
"76980990",0.03,0.78,0.2,0,0.12,110,46565348,38,4
"76981048",0,0,1,0,0.17,4,307631,74,2
"76981059",0,0.31,0.59,0.1,0.02,10,817773,45,2
"76981184",0.27,0,0,0.73,0.02,6,219165,287,1
"76981304",0.39,0.59,0.01,0,0.19,53,10120632,98,4
"76981481",0,0,1,0,0,2,16000,531,2
"76981504",0,1,0,0,0.09,1,84038,644,4
"76981630",0.22,0.75,0.03,0,0,3,185479,73,4
"76981709",0.07,0,0.93,0,0.05,15,285264,192,2
"76981725",0,0.63,0.37,0,0,2,210050,387,4
"76981744",0.07,0.76,0.15,0.02,0.07,132,17024061,24,4
"76981745",0,0.95,0.05,0,0.03,8,845149,527,4
"76981778",0,0.9,0.05,0.06,0.06,38,7754433,38,4
"76981798",0,1,0,0,0.04,3,1667148,91,4
"76981887",0,0,1,0,0,1,1000,111,2
"76981919",0,0,1,0,0.05,2,243602,24,2
"76981935",0,0,1,0,0,1,12708,292,2
"76982082",0.57,0,0.43,0,0,6,129048,52,3
"76982165",0,0,1,0,0.01,4,499779,129,2
"76982197",0,0,1,0,0,1,5563,362,2
"76982227",0,0.87,0.07,0.07,0.01,7,857874,168,4
"76982237",0.06,0,0.94,0,0.07,7,464166,56,2
"76982243",0,0.85,0,0.15,0,3,157612,606,4
"76982246",0.52,0,0.48,0,0.01,18,576687,144,3
"76982397",0.02,0.96,0.03,0,0.06,101,35990522,33,4
"76982412",0,0,0,1,0,3,40084,478,1
"76982423",0,0.95,0.05,0,0.02,6,817001,77,4
"76982443",0,0.79,0,0.21,0.05,9,163736,766,4
"76982504",0.25,0.36,0.37,0.03,0.04,14,1342336,125,4
"76982521",0.03,0.8,0.15,0.02,0.05,20,3531510,26,4
"76982543",0,0.9,0.1,0,0.02,5,766955,81,4
"76982674",0.21,0,0.79,0,0.03,7,158706,829,5
"76982727",1,0,0,0,0,7,264227,497,3
"76982754",0,0.98,0.02,0,0.01,8,1891321,63,4
"76982764",0,0,0.76,0.24,0.02,8,90218,425,2
"76982828",0,0.42,0.58,0,0.08,19,656299,361,2
"76982882",0.18,0.71,0,0.11,0.04,16,732575,133,4
"76983007",0,0.88,0.09,0.04,0.05,14,1470828,226,4
"76983024",0,0,1,0,0.03,7,365667,142,2
"76983025",0.29,0,0.71,0,0.02,4,202051,87,2
"76983064",0,0.99,0.01,0,0.06,6,2034040,231,4
"76983099",0,0,1,0,0.07,1,36277,248,2
"76983206",0,0,1,0,0,6,86361,226,2
"76983271",0.2,0.73,0.07,0,0.06,11,3465200,189,4
"76983278",0.26,0.5,0.24,0,0.02,5,1341563,504,4
"76983290",0.05,0.84,0.08,0.03,0.06,47,6238967,136,4
"76983295",1,0,0,0,0,1,36126,544,3
"76983330",0.67,0,0.33,0,0.01,18,238276,81,3
"76983380",0,0,1,0,0,1,7513,417,2
"76983399",0.04,0.38,0.55,0.03,0.06,35,2293685,91,2
"76983503",1,0,0,0,0,1,80656,238,3
"76983522",0,0,1,0,0,5,377136,157,2
"76983559",0,0.38,0.62,0,0.04,10,743924,268,2
"76983570",0,0,1,0,0,1,22605,907,5
"76983576",0,0.78,0,0.22,0,3,133665,700,4
"76983584",0.1,0.69,0.21,0,0.12,10,574127,158,4
"76983638",0,0,1,0,0,1,10924,536,2
"76983644",0,0.83,0,0.17,0.05,6,276069,187,4
"76983710",0,0,1,0,0,1,49571,349,2
"76983736",0,0.44,0.39,0.17,0.03,10,432003,209,4
"76983797",0,0,1,0,0.15,1,25244,947,5
"76983821",0,0,1,0,0,1,9534,798,5
"76983839",1,0,0,0,0,1,25126,769,3
"76983841",0,0,1,0,0.14,8,817126,616,5
"76983850",0.26,0,0.74,0,0.04,3,147329,89,2
"76983942",1,0,0,0,0,2,75614,25,3
"76983980",0,0.38,0.62,0,0.08,5,570933,203,2
"76984064",0.24,0.06,0.69,0.02,0.05,8,492194,38,2
"76984108",0,0,1,0,0,2,53243,728,2
"76984235",0,0,0.93,0.07,0,10,558879,48,2
"76984365",0,0,0,1,0,40,545730,72,1
"76984421",0,0,1,0,0.23,12,201919,124,5
"76984522",0,0.9,0,0.1,0.05,14,588456,376,4
"76984580",0,0,1,0,0,1,4664,916,5
"76984588",0,0.81,0.14,0.05,0.07,22,3313896,52,4
"76984627",0,0,1,0,0.1,2,83702,24,2
"76984634",0.19,0.1,0.71,0,0.03,24,1339667,133,2
"76984643",0,0,1,0,0.05,24,821106,72,2
"76984653",0.16,0.58,0.27,0,0.05,47,3267464,68,4
"76984740",0,0.98,0,0.02,0.26,12,700522,38,4
"76984742",0,0,1,0,0,4,8697,236,2
"76984752",0.18,0.42,0.18,0.23,0,21,342642,52,4
"76984766",0,0,0,1,0,4,51010,206,1
"76984770",0,1,0,0,0.08,1,320036,291,4
"76984808",0,0,1,0,0.08,4,178649,165,2
"76984846",0,0,0.94,0.06,0.01,11,706407,426,2
"76984902",0,0,1,0,0.07,3,21730,42,2
"76985088",0,0,1,0,0,1,73101,255,2
"76985109",0.1,0,0.9,0,0.06,12,353431,570,2
"76985115",0,0.58,0.42,0,0.06,12,348522,80,4
"76985133",0,0.99,0,0.01,0.04,6,3188950,256,4
"76985191",0,0.6,0.4,0,0.09,35,5819774,35,4
"76985248",0,0,0,1,0,3,15294,370,1
"76985280",0,0,1,0,0.03,4,39827,719,5
"76985378",0,0,1,0,0,1,318479,154,2
"76985390",0,0,1,0,0,1,10756,648,2
"76985420",0,0,1,0,0.1,12,245012,355,2
"76985526",0,0,0,1,0,3,62019,485,1
"76985542",0,0,1,0,0.08,3,33702,77,2
"76985599",0.1,0,0.9,0,0.14,44,2065998,152,2
"76985617",0,0.92,0.02,0.06,0.04,28,4196267,175,4
"76985716",0.08,0.63,0.26,0.03,0.06,126,20532200,42,4
"76985731",0,1,0,0,0,1,219798,779,4
"76985771",0,0,1,0,0,1,2261,244,2
"76985854",0,0.91,0.09,0,0.07,6,2002424,222,4
"76985865",0.07,0.17,0.73,0.03,0.07,47,1990760,53,2
"76985946",0,0.67,0.22,0.1,0.03,8,442580,570,4
"76985966",0,0,1,0,0,1,3866,594,2
"76986080",0,0.45,0.55,0,0.14,3,258886,588,5
"76986081",0,0.68,0,0.32,0.07,4,55689,856,4
"76986096",0.2,0,0.8,0,0.05,5,340311,347,2
"76986101",0,0.9,0,0.1,0.05,12,880269,98,4
"76986145",0,1,0,0,0.04,1,133101,172,4
"76986244",0,0,1,0,0,1,28563,269,2
"76986275",0.31,0,0.69,0,0.05,8,202586,109,2
"76986332",0,0,0.3,0.7,0,5,45807,214,1
"76986352",1,0,0,0,0,1,31924,683,3
"76986406",0,0.85,0.15,0,0.08,7,2515105,69,4
"76986491",0.5,0,0.41,0.1,0.03,20,451251,53,3
"76986538",0,0,1,0,0.1,1,4371,333,2
"76986588",0,0,1,0,0.07,2,16798,184,2
"76986608",0,0,1,0,0.1,1,38042,922,5
"76986641",0.07,0,0.93,0,0.17,54,1949107,109,2
"76986645",0.09,0,0.91,0,0.14,24,1243516,237,2
"76986649",0,0.88,0.07,0.05,0.08,15,981760,108,4
"76986813",0,0,0,1,0,4,71076,787,1
"76986846",0,1,0,0,0,2,76454,261,4
"76986875",0,1,0,0,0.04,2,958522,588,4
"76986990",0,0,1,0,0,1,20202,107,2
"76987002",0.01,0.84,0.09,0.06,0.07,42,4840930,214,4
"76987117",0,0,1,0,0.02,14,686795,160,2
"76987161",0,0,1,0,0.1,1,6800,276,2
"76987217",0,0,1,0,0,3,74882,226,2
"76987223",0,0,1,0,0.02,5,208981,158,2
"76987266",1,0,0,0,0,2,68051,590,3
"76987318",0,0,1,0,0.1,1,30479,454,2
"76987329",0.03,0.41,0.56,0,0.15,12,1107711,82,2
"76987336",0,1,0,0,0.06,1,221162,273,4
"76987337",0.12,0.81,0.07,0,0.05,69,6314843,41,4
"76987371",0.13,0.53,0.29,0.05,0.02,10,523614,77,4
"76987396",0,0.89,0.06,0.06,0.11,20,2468107,151,4
"76987413",0.48,0,0.5,0.03,0,6,455350,185,3
"76987429",0,0,1,0,0,3,141202,90,2
"76987442",0,0.83,0.03,0.14,0.04,16,1089677,270,4
"76987456",0,0,1,0,0,1,31739,249,2
"76987492",0,0.87,0,0.13,0.12,2,132948,839,4
"76987781",0.07,0.68,0,0.25,0,14,666933,28,4
"76987881",0.11,0,0.81,0.08,0.06,29,545929,59,2
"76987999",0.25,0.71,0.05,0,0.03,9,753436,48,4
"76988017",0,0.9,0.04,0.06,0,4,558724,315,4
"76988066",0,0,1,0,0.06,4,57627,93,2
"76988090",0,0.95,0.05,0,0.06,7,2400060,88,4
"76988111",0,0,1,0,0.03,11,101782,184,2
"76988296",0,0,0,1,0,4,68910,164,1
"76988302",0,0.96,0,0.04,0.03,3,581021,576,4
"76988345",0,0.98,0,0.02,0.22,7,568576,434,4
"76988357",0.38,0,0.62,0,0.05,30,1021151,96,2
"76988372",0,0,1,0,0.05,27,1836351,35,2
"76988387",0,0.97,0,0.03,0.08,7,1138938,277,4
"76988398",0,0.9,0,0.1,0.04,11,707235,226,4
"76988444",0,0,0,1,0,2,20588,594,1
"76988468",0,0,0,1,0,2,34455,53,1
"76988483",1,0,0,0,0,2,102496,217,3
"76988678",0.22,0,0.78,0,0.01,7,217238,48,2
"76988748",0.29,0.29,0.41,0.02,0.03,63,3031336,59,2
"76988838",0,0,1,0,0.09,5,80848,805,5
"76988902",0,0,0.66,0.34,0,7,199890,89,2
"76989152",1,0,0,0,0,1,13376,256,3
"76989279",1,0,0,0,0.02,24,958666,28,3
"76989312",0.05,0.73,0.17,0.05,0.08,39,3763214,129,4
"76989317",0.33,0,0.65,0.02,0.04,59,2114094,87,2
"76989328",1,0,0,0,0,6,410671,49,3
"76989415",0.11,0,0.88,0.01,0.07,22,637929,126,2
"76989430",0.21,0,0.79,0,0,9,136301,88,2
"76989475",0.13,0.38,0.46,0.03,0.05,53,2030594,185,2
"76989501",0,0,1,0,0.03,4,26456,549,2
"76989607",0.49,0.4,0.11,0,0.05,6,623093,95,3
"76989617",0.14,0.43,0.44,0,0.02,3,302815,469,4
"76989648",0,0.16,0.81,0.03,0.15,23,1544725,88,2
"76989680",0,0.93,0.06,0,0.07,17,10226131,37,4
"76989742",0.29,0,0.55,0.16,0,47,1417815,26,2
"76989761",0,0,1,0,0.23,4,216975,874,5
"76989817",0,0.65,0.25,0.1,0.05,29,1667987,237,4
"76989839",1,0,0,0,0,1,4184,132,3
"76989873",0.34,0,0.66,0,0.02,11,330677,89,2
"76990078",0,0.64,0.04,0.32,0.03,17,707691,28,4
"76990209",0.6,0,0.4,0,0.09,2,104292,821,5
"76990307",0,0,1,0,0.08,2,28972,269,2
"76990322",0.49,0.28,0.12,0.1,0,13,365117,179,3
"76990331",0.76,0,0.24,0,0,4,305545,507,3
"76990332",1,0,0,0,0,1,27723,608,3
"76990352",0,1,0,0,0.1,1,96792,700,4
"76990410",0.06,0.12,0.78,0.03,0.03,14,526200,202,2
"76990422",0.29,0,0.71,0,0.08,13,314705,66,2
"76990496",0,1,0,0,0.04,1,387210,682,4
"76990538",0,0,1,0,0.07,4,106319,445,2
"76990642",0.08,0,0.92,0,0,9,67849,107,2
"76990647",0,0.94,0.02,0.04,0.1,6,904499,768,4
"76990713",1,0,0,0,0.02,5,397780,158,3
"76990764",0,0,0,1,0,3,47901,108,1
"76990785",0.12,0.33,0.52,0.02,0.11,65,2639787,44,2
"76990835",1,0,0,0,0,1,48235,852,3
"76990878",0,0,1,0,0.05,2,46662,779,5
"76990910",0,1,0,0,0.02,1,113639,649,4
"76990985",0,0.92,0,0.08,0.07,3,104296,776,4
"76991112",0,1,0,0,0.1,3,549337,62,4
"76991127",0,0.86,0,0.14,0.02,30,900285,228,4
"76991133",0.08,0.57,0.34,0,0.02,20,2106572,105,4
"76991197",0,0.51,0.45,0.04,0,4,261496,195,4
"76991309",0,0,0,1,0,1,16303,492,1
"76991324",0,0,1,0,0.15,2,102691,808,5
"76991433",0,1,0,0,0.12,1,118304,756,4
"76991516",0.07,0.26,0.65,0.03,0.04,52,3694314,24,2
"76991518",0,0,1,0,0.07,11,671358,797,5
"76991524",0,0,0,1,0,3,46808,318,1
"76991527",0.25,0.43,0.27,0.05,0.01,14,558462,212,4
"76991550",0.01,0,0.99,0,0,9,290605,47,2
"76991764",0,0,1,0,0.06,2,64102,570,2
"76991794",0.06,0.88,0,0.06,0.05,11,714382,234,4
"76991864",0,0.78,0.22,0,0.14,4,346676,319,4
"76991883",1,0,0,0,0,1,33605,537,3
"76991887",0,0,1,0,0,1,6714,153,2
"76991974",0.42,0.31,0.22,0.05,0.05,54,3492114,61,3
"76992028",0.84,0,0.16,0,0,2,39773,683,3
"76992038",0.02,0.81,0.06,0.11,0.06,12,1687544,100,4
"76992086",0.12,0.64,0.24,0,0.02,7,826823,693,4
"76992157",0,0.98,0.02,0.01,0.05,6,687641,257,4
"76992264",0.03,0.79,0.17,0.02,0.05,40,4326324,35,4
"76992296",0,0,1,0,0.05,1,12932,861,5
"76992391",0.08,0.46,0.46,0,0.1,10,427034,558,5
"76992413",0,0.93,0,0.07,0.07,14,945724,54,4
"76992416",0.56,0,0.32,0,0,6,26849,359,3
"76992452",0,0.94,0,0.06,0.11,2,69354,703,4
"76992604",1,0,0,0,0,1,5344,742,3
"76992738",0,0.92,0,0.08,0,5,868853,114,4
"76992747",0,0,1,0,0,2,689044,118,2
"76992786",0,0,0.81,0.19,0.05,4,116189,56,2
"76992854",0.1,0.43,0.47,0,0.06,45,4404273,66,2
"76992872",0,1,0,0,0.13,1,812976,910,4
"76992997",0,0,1,0,0,1,13454,495,2
"76993116",0,0,1,0,0,1,168050,132,2
"76993169",0,1,0,0,0.04,1,222640,572,4
"76993190",0.28,0.64,0.08,0,0.09,13,818840,51,4
"76993208",0,0.81,0,0.19,0.04,4,173204,808,4
"76993218",0,0,1,0,0,11,78781,625,2
"76993223",0,0,1,0,0.14,2,169663,444,5
"76993226",0,1,0,0,0,1,67218,343,4
"76993227",0,1,0,0,0,2,425026,732,4
"76993347",0,0.36,0.64,0,0.08,23,2121463,26,2
"76993450",0,0.99,0.01,0,0.1,2,502469,138,4
"76993460",0,0.36,0.64,0,0.02,2,788547,76,2
"76993500",0,0,1,0,0,2,271898,546,2
"76993533",0,1,0,0,0,1,201344,810,4
"76993586",0,0,1,0,0,2,23420,24,2
"76993623",0,0.97,0.03,0,0.04,6,356302,136,4
"76993654",0.45,0,0.55,0,0.02,7,288270,37,3
"76993745",0,1,0,0,0.04,1,35487,490,4
"76993756",0,1,0,0,0.13,1,576392,840,4
"76993886",0,0.7,0.3,0,0.04,9,1723685,27,4
"76993931",0,0,1,0,0,1,4338,682,2
"76994151",0,0.87,0.13,0,0.02,15,1496825,49,4
"76994155",0,0.65,0.32,0.03,0.05,43,8540603,26,4
"76994160",0.01,0.94,0.01,0.04,0.04,13,2527396,41,4
"76994164",0.24,0.74,0.03,0,0.06,6,1309541,178,4
"76994298",0.26,0.53,0.21,0,0.06,31,4796325,98,4
"76994414",0.13,0,0.87,0,0.02,7,210106,222,2
"76994416",0.13,0,0.87,0,0.06,8,300416,82,2
"76994446",0,0,1,0,0.1,3,44079,301,2
"76994516",0,0,1,0,0.13,43,2040997,39,2
"76994596",0,0,1,0,0.1,1,7358,242,2
"76994652",0,0,1,0,0.03,1,89656,132,2
"76994695",0,0.65,0.35,0,0.13,12,1021511,458,4
"76994740",0,0,1,0,0.14,22,590789,280,2
"76994783",0,0.94,0,0.06,0.17,4,70666,868,4
"76994822",0,0,1,0,0,1,40639,753,2
"76994864",1,0,0,0,0,1,52084,464,3
"76994892",0.94,0,0.06,0,0.04,3,41387,244,3
"76994912",1,0,0,0,0,1,33109,730,3
"76994942",0,1,0,0,0.04,1,191984,237,4
"76995001",0,0,1,0,0.1,2,154216,898,5
"76995015",0.03,0.77,0.2,0,0.09,28,4949744,151,4
"76995103",0,1,0,0,0.1,1,326692,637,4
"76995124",0,0,1,0,0.13,3,84029,131,2
"76995137",0,0,1,0,0.03,1,74984,640,2
"76995161",0,0,1,0,0,1,11748,40,2
"76995176",0,0.88,0.05,0.07,0.01,29,2999307,89,4
"76995183",0.25,0,0.75,0,0.05,14,413104,104,2
"76995207",0,0.64,0.36,0,0.07,3,204588,552,4
"76995248",0,0.72,0.28,0,0.09,17,8841242,60,4
"76995269",0,0,1,0,0.15,2,112522,40,2
"76995281",0,0,0,1,0,1,9664,563,1
"76995307",0,0,0,1,0,2,28235,104,1
