"","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","Frecuencia","$ Venta.y","Recencia","cluster"
"4256943",0,0.81,0,0.19,0.12,4,134289,415,4
"4257045",0.33,0.51,0.07,0.1,0.05,15,862557,70,4
"4258616",0.02,0,0.98,0,0.05,6,199387,685,5
"4258906",0,0,1,0,0.02,4,28226,472,2
"4259451",0,1,0,0,0.09,20,7328778,114,4
"4259928",0,0.28,0.72,0,0.02,5,926314,499,2
"4260693",0,0,1,0,0.05,15,1494419,234,2
"4263245",0,0.64,0.36,0,0.07,4,185050,74,4
"4263362",0,0,1,0,0.02,16,276975,541,2
"4264040",0,0,1,0,0.08,180,8759560,35,2
"4266614",0,0.93,0.04,0.03,0.05,3,411704,217,4
"4266743",0,0.74,0.26,0,0.05,2,295212,966,4
"4267704",0.16,0,0.84,0,0.02,39,1823839,161,2
"4268355",0,0,1,0,0,2,11067,1005,5
"4271388",1,0,0,0,0.07,1,32667,849,3
"4272926",0,0,1,0,0.11,4,13765,229,2
"4274400",0,1,0,0,0.04,1,177464,674,4
"4275069",0.15,0,0.85,0,0.01,15,631628,139,2
"4276572",0,0,1,0,0.1,3,77264,924,5
"4284843",0,0,1,0,0.03,5,253393,188,2
"4286780",0,0,0,1,0,1,10924,815,1
"4289387",0.71,0,0.29,0,0,7,427436,334,3
"4290336",0,0,1,0,0.05,7,149848,962,5
"4290394",0,0,1,0,0,1,84025,301,2
"4290510",0,0,1,0,0.15,1,59471,593,5
"4290830",0,0.98,0.02,0,0.07,6,770298,95,4
"4291184",1,0,0,0,0.01,1,1143414,679,3
"4291325",0,0.72,0.25,0.04,0,3,608672,934,4
"4291459",0,0,1,0,0,1,181496,417,2
"4293162",0.94,0,0.06,0,0.04,5,321396,299,3
"4294836",0,1,0,0,0.04,1,193598,328,4
"4295113",0,1,0,0,0.03,2,1933189,581,4
"4296474",0,0,1,0,0.08,3,91105,475,2
"4297213",0,0,1,0,0.1,1,10021,770,5
"4298877",0,0,1,0,0.01,3,32125,657,2
"4298919",0,0,1,0,0.17,1,24650,712,5
"4299465",0,0,0,1,0,2,17143,712,1
"4299702",0,1,0,0,0,1,100672,810,4
"4299936",0,0.93,0,0.07,0.07,26,3488546,98,4
"4300286",0,0,0,1,0,1,11765,908,1
"4301892",0,0,1,0,0,1,53780,691,2
"4306680",0,0,1,0,0,2,75134,788,5
"4306753",0,0,1,0,0.1,1,137496,867,5
"4308255",0,0,1,0,0,1,29370,325,2
"4308354",0.15,0.3,0.55,0,0.07,16,688347,54,2
"4309380",0.86,0,0.14,0,0.01,4,40188,622,3
"4310278",0,0,0.98,0.02,0.13,41,4448396,101,2
"4310320",0,0.48,0.52,0,0.1,8,443597,873,5
"4310390",0,0,1,0,0,2,155294,835,5
"4311332",0,0,0,1,0,4,25293,894,1
"4313107",0,0,1,0,0.04,1,5042,158,2
"4313786",0,0,1,0,0.15,2,179993,973,5
"4315311",0,0.84,0,0.16,0.11,3,52124,983,4
"4315495",0,0.2,0.77,0.03,0.07,13,370788,137,2
"4318663",0,0,0.15,0.85,0.03,7,34615,728,1
"4319684",0,0,0,1,0,3,41427,950,1
"4320282",0,1,0,0,0.04,1,84698,348,4
"4321437",0.38,0,0.62,0,0.05,2,28395,704,5
"4321906",0,1,0,0,0.06,1,60658,545,4
"4322452",0,0,1,0,0.07,4,541474,49,2
"4322774",0,0,1,0,0.17,1,10822,739,5
"4324564",0,0,1,0,0,1,5008,283,2
"4325037",0,0,1,0,0,1,168050,259,2
"4329862",0,0,1,0,0.19,6,136403,733,5
"4330127",0,0,1,0,0.15,5,296275,375,5
"4335359",0,0.81,0,0.19,0.19,4,149517,80,4
"4339511",0,0.78,0.15,0.08,0.04,8,620295,152,4
"4340129",0,1,0,0,0.01,1,241984,349,4
"4340401",0.93,0,0.07,0,0,4,108478,941,3
"4341288",0.08,0.47,0.45,0,0.06,23,1023978,642,4
"4346220",0.88,0,0.12,0,0,8,223731,234,3
"4347012",0,0.88,0.12,0,0.05,4,1508551,125,4
"4347118",0,0,1,0,0,1,10387,713,2
"4347189",0,0,1,0,0.15,1,76985,605,5
"4348772",0,0,1,0,0.12,1,9000,671,5
"4349039",0,0.78,0.22,0,0.01,5,538295,277,4
"4351479",0.39,0.4,0.22,0,0.06,5,298919,521,4
"4352018",0,1,0,0,0,1,175000,732,4
"4353315",0,0,1,0,0.17,7,199367,915,5
"4353891",0,0.98,0.02,0,0.04,2,396000,207,4
"4353900",0.86,0,0,0.14,0,2,61757,271,3
"4354456",0,0.91,0,0.09,0.03,6,538992,294,4
"4355328",0,0,1,0,0.1,2,3805,840,5
"4355519",0,0.94,0,0.06,0,2,135968,952,4
"4356874",0.29,0,0.71,0,0,2,94866,906,5
"4358474",0,0.9,0,0.1,0.04,2,173295,63,4
"4358647",0,1,0,0,0.13,1,227808,817,4
"4358721",0,0.86,0.09,0.05,0.11,6,636859,809,4
"4359056",0,0.91,0,0.09,0.05,3,194516,926,4
"4359475",0,0.92,0.08,0,0.08,4,376733,660,4
"4362386",0,1,0,0,0.12,2,88824,891,4
"4362570",0,0.95,0,0.05,0.11,2,669474,921,4
"4363971",0,0,1,0,0,1,2513,689,2
"4370264",0,0,1,0,0,1,39176,816,5
"4371831",0,0.93,0,0.07,0.06,4,128878,873,4
"4373081",0,0,1,0,0.1,1,8985,1003,5
"4373175",0.06,0,0.94,0,0,8,188872,145,2
"4373502",0.25,0,0.75,0,0,2,168050,24,2
"4376194",0.42,0,0.58,0,0.03,10,164223,174,3
"4376322",0,0,1,0,0,1,134116,955,5
"4376881",0,0,1,0,0.11,4,626682,810,5
"4377248",0,0,0,1,0,1,13866,1018,1
"4377676",0,0,1,0,0.04,2,107281,319,2
"4377677",0,0,1,0,0.12,2,25994,999,5
"4379728",0,0,0,1,0,2,38656,796,1
"4381990",0,0,1,0,0.04,2,14156,306,2
"4382748",1,0,0,0,0.01,3,213798,501,3
"4383127",0,0,1,0,0.1,1,11102,754,5
"4384001",0,0,0,1,0,2,21344,963,1
"4385075",0,0,1,0,0,1,3832,868,5
"4386618",0.08,0,0.9,0.02,0.21,13,541007,201,5
"4387542",0,1,0,0,0.08,1,364924,902,4
"4388111",0.04,0.44,0.52,0,0.08,33,1709597,132,2
"4389707",0,0.65,0.35,0,0.04,14,982478,47,4
"4390114",0,0,1,0,0.07,1,8894,776,5
"4390573",0,0.54,0.46,0,0,2,420082,366,4
"4391168",0,0,1,0,0.07,2,29748,270,2
"4391562",0,1,0,0,0.05,1,193596,320,4
"4395668",0,0.93,0,0.07,0,2,72092,544,4
"4395711",0,0,0,1,0,1,14538,262,1
"4396160",0.82,0,0.18,0,0.09,3,72278,828,3
"4398522",0,0,0,1,0,1,10084,698,1
"4399076",1,0,0,0,0,1,50336,973,3
"4399640",0.8,0.17,0.03,0,0.03,39,3036299,152,3
"4399962",0,1,0,0,0.02,1,296454,626,4
"4402496",0,0,0.05,0.95,0,2,10874,816,1
"4403421",0,0.88,0,0.12,0.11,4,102699,104,4
"4405720",0.03,0,0.97,0,0.02,3,385406,55,2
"4405725",0.07,0.55,0.38,0,0.01,14,487011,56,4
"4406537",0,0,1,0,0.06,4,71099,866,5
"4409322",1,0,0,0,0,1,1588,710,3
"4410753",0,1,0,0,0.05,14,5687358,174,4
"4410948",0,0,1,0,0,1,10149,933,5
"4412127",0,0,1,0,0.14,3,89623,545,5
"4412707",0.03,0.61,0.36,0,0.18,46,4133402,627,5
"4413531",0,0,1,0,0.07,3,31766,244,2
"4413819",0,0,0,1,0,1,13193,706,1
"4414367",1,0,0,0,0,1,18353,41,3
"4416971",0,0,0.58,0.42,0,5,119647,415,2
"4419971",0,0,0,1,0,1,5378,832,1
"4420722",0,0,1,0,0,2,63833,670,2
"4420775",0,0,1,0,0.1,11,191097,646,5
"4420868",0,0,1,0,0.12,1,17822,928,5
"4422743",0.73,0,0.27,0,0.03,10,263835,612,3
"4422830",0.26,0,0.74,0,0.07,4,44233,682,5
"4423041",0,0,1,0,0,3,95328,443,2
"4423357",0,0,1,0,0.15,1,562442,623,5
"4425325",0.78,0,0.09,0.13,0.01,16,462048,559,3
"4427520",0,0,1,0,0,3,92429,259,2
"4428153",0.79,0,0.21,0,0,4,39402,615,3
"4428630",0.51,0,0.49,0,0.07,3,70636,977,5
"4431358",0,0,1,0,0.08,2,23662,662,5
"4441888",0,0,1,0,0.15,3,64655,693,5
"4443971",0.19,0.76,0.06,0,0.05,4,431315,51,4
"4446355",0,0.86,0,0.14,0.06,4,91383,308,4
"4448844",0,0,0,1,0,8,75125,153,1
"4451142",0,0.43,0.57,0,0.05,17,3293017,49,2
"4451767",0.17,0,0.83,0,0.07,3,56564,245,2
"4452121",0,0,1,0,0.11,4,95655,570,5
"4452653",0.21,0.73,0.06,0,0.08,39,4332658,96,4
"4454973",0,0,0.95,0.05,0.01,18,519246,524,2
"4455587",0,0,1,0,0.15,2,207665,76,2
"4456097",0,0,1,0,0,1,75714,814,5
"4456801",0,0,1,0,0,1,137648,965,5
"4456809",0.26,0.2,0.54,0,0.03,99,10017009,62,2
"4457613",0,0.36,0.64,0,0,4,372655,188,2
"4457615",0.1,0.33,0.57,0,0.11,130,13430148,40,2
"4458306",0,1,0,0,0.1,1,42352,993,4
"4458576",0,1,0,0,0.04,1,290404,599,4
"4458707",0,0,1,0,0.05,7,225666,300,2
"4459046",0,0,0,1,0,1,2521,637,1
"4459628",0,0,1,0,0.12,1,6247,951,5
"4464221",0,0,1,0,0,8,20775,60,2
"4464638",1,0,0,0,0,4,84857,60,3
"4469285",0,0,1,0,0.06,4,192048,321,2
"4469682",0,0.89,0,0.11,0.09,3,76690,990,4
"4469789",0,0,1,0,0,1,73101,90,2
"4470773",0,1,0,0,0.04,3,303262,353,4
"4471839",0.86,0,0.14,0,0,3,38630,961,3
"4471947",0,0.93,0,0.07,0.04,2,124892,644,4
"4471972",0,0,1,0,0.12,1,5188,528,5
"4472197",0,0,1,0,0,2,58710,684,2
"4473096",0,0.99,0,0.01,0,3,117477,28,4
"4476103",0,0,1,0,0.12,1,61170,1019,5
"4476314",0.18,0.07,0.74,0,0.03,81,992595,44,2
"4476664",0.31,0,0.69,0,0,7,183294,592,2
"4477123",0.07,0.58,0.35,0,0.08,22,916003,300,4
"4479119",0,0.96,0,0.04,0.12,2,149169,697,4
"4480007",0,0,0,1,0,4,55297,271,1
"4482199",0,0.69,0,0.31,0.11,6,120626,857,4
"4485904",0,0,0,1,0,2,10504,571,1
"4486767",0,0.69,0,0.31,0.1,4,58823,808,4
"4490076",0,0,1,0,0,2,42000,740,2
"4490817",0,0.91,0,0.09,0.04,2,213080,440,4
"4491197",0.69,0,0.31,0,0,5,122423,448,3
"4491268",0,0,1,0,0.1,1,11480,258,2
"4492315",0,0,1,0,0.09,4,96663,227,2
"4494637",0,0.85,0,0.15,0.1,2,55312,804,4
"4496861",0,0.69,0.23,0.07,0.02,35,1590105,146,4
"4497063",0,1,0,0,0.13,1,110614,945,4
"4498214",0,1,0,0,0.1,1,149596,796,4
"4498538",0.42,0,0.58,0,0.05,56,3092544,53,2
"4499575",0,1,0,0,0.06,1,758288,84,4
"4501408",0.09,0,0.91,0,0.13,20,1079176,587,5
"4501830",0,0,1,0,0.17,17,414474,573,5
"4502615",0,0.64,0.36,0,0.04,4,229711,52,4
"4505232",0.41,0,0.28,0.31,0,10,240057,735,3
"4508751",0,0,1,0,0,1,53780,677,2
"4509171",0,0,1,0,0.05,13,366353,154,2
"4510290",0,0,0.83,0.17,0,5,202674,38,2
"4510705",0,0,0,1,0,3,58823,383,1
"4511171",0.88,0,0.12,0,0.04,3,49269,130,3
"4511202",0,0,1,0,0.06,1,3840,805,5
"4511672",0,0.87,0,0.13,0.04,4,250699,632,4
"4511807",0,0,1,0,0,2,37530,805,5
"4512431",0,0,1,0,0.1,2,78848,814,5
"4514004",0,0,1,0,0,2,53765,238,2
"4514143",0,0.91,0,0.09,0.11,14,665541,28,4
"4515536",0,1,0,0,0.05,1,177462,605,4
"4515660",0,0,1,0,0.1,1,49084,709,5
"4516041",0.02,0,0.98,0,0.09,19,332535,188,2
"4516660",0,0,0,1,0,2,9496,1018,1
"4519593",0,0,0,1,0,1,16807,54,1
"4520356",0,1,0,0,0.2,23,4217786,131,4
"4520507",0,1,0,0,0.06,1,106631,107,4
"4522605",0,0,0,1,0,2,15378,340,1
"4526643",0,0,1,0,0.04,1,72597,98,2
"4528641",0.42,0,0.58,0,0,5,217116,102,3
"4529817",0,0,1,0,0.04,1,187144,616,2
"4530049",0,0.95,0,0.05,0.04,2,324428,602,4
"4531026",0,1,0,0,0,1,231916,711,4
"4531051",0.26,0,0.74,0,0.03,55,918183,75,2
"4531354",0,0,0,1,0,1,32520,711,1
"4531485",0.17,0.58,0.26,0,0.03,6,698061,87,4
"4532487",0.47,0,0.53,0,0.04,41,3055877,68,3
"4533429",0.01,0.5,0.49,0,0.08,60,4701577,181,4
"4535157",0,1,0,0,0.03,1,101058,595,4
"4535754",0,1,0,0,0.12,2,386368,23,4
"4537131",0,0.55,0.45,0,0.09,12,958477,152,4
"4538595",0,0,1,0,0.07,4,32348,310,2
"4539337",0.06,0.81,0.13,0,0.08,29,2781637,48,4
"4539909",0.61,0,0.39,0,0,9,141833,332,3
"4543661",0,1,0,0,0,1,255128,948,4
"4544173",0,0.17,0.83,0,0.01,16,1052966,417,2
"4545997",0,0.41,0.55,0.04,0.1,13,1072789,140,2
"4548770",0,0,1,0,0.02,2,30168,109,2
"4550027",0,0,1,0,0.1,1,72847,671,5
"4552685",0,0.79,0,0.21,0.12,4,108009,1004,4
"4554363",0,1,0,0,0.13,1,143118,930,4
"4557815",0.13,0.29,0.57,0,0.04,11,874295,413,2
"4560802",0,0,1,0,0.05,7,98419,284,2
"4562774",0,0,1,0,0.11,10,314742,207,2
"4564922",0,0,1,0,0.11,6,95968,1015,5
"4565002",0.62,0,0.38,0,0,5,97439,873,3
"4565976",0,0,1,0,0.1,1,53993,95,2
"4569762",0,0,1,0,0.08,6,257692,376,2
"4570082",0,1,0,0,0,1,5798,860,4
"4571085",0.37,0,0.63,0,0.07,7,114574,271,2
"4572975",0.12,0.88,0,0,0.12,2,252043,989,4
"4574314",0,1,0,0,0.17,1,673472,991,4
"4575063",0,0.9,0,0.1,0.11,3,181160,879,4
"4575096",0,0,1,0,0.06,5,17893,1008,5
"4575769",0.09,0.4,0.51,0,0.07,21,2327347,100,2
"4575786",0,0,1,0,0.1,1,158806,546,5
"4575814",0,0,1,0,0.12,4,37308,143,2
"4576136",0,0,1,0,0,1,25170,941,5
"4577500",0,1,0,0,0,1,87440,941,4
"4580436",0,0,0,1,0,1,9244,742,1
"4582846",0,0.95,0,0.05,0,3,84791,959,4
"4583861",0.2,0,0.8,0,0.02,16,365040,158,2
"4584795",0,0.99,0,0.01,0.07,3,852506,146,4
"4585042",0,0,1,0,0.15,5,76448,299,2
"4586265",0,0,1,0,0.11,5,306388,384,2
"4587343",0.03,0.91,0.03,0.02,0.05,20,2613348,80,4
"4588732",0,0,1,0,0,1,12756,221,2
"4589493",0.01,0.85,0.12,0.02,0.02,14,1144570,90,4
"4589494",0.14,0.24,0.62,0,0.12,122,5821573,332,2
"4592168",0,1,0,0,0.15,2,124040,747,4
"4592426",0,0,1,0,0.03,5,74642,48,2
"4592540",0.05,0.56,0.39,0,0.01,7,784697,346,4
"4595519",0.24,0,0.76,0,0.1,8,112414,616,5
"4597743",0,0,1,0,0,1,3101,458,2
"4597911",0.22,0.52,0.25,0,0.06,9,298440,210,4
"4597912",0,0.29,0.71,0,0.15,34,1549607,369,5
"4598597",0,0.85,0,0.15,0.1,3,95936,95,4
"4599819",0,0.72,0.17,0.11,0.04,16,525266,89,4
"4600596",0,0,1,0,0.15,1,21279,894,5
"4607341",0,0,1,0,0,1,20184,692,2
"4610426",0,0,1,0,0.07,1,68382,714,5
"4610845",0.07,0.32,0.61,0,0.04,38,1485793,55,2
"4610941",0,0.55,0,0.45,0.03,26,537811,420,4
"4612658",0,1,0,0,0.12,2,408149,495,4
"4615383",0,1,0,0,0.12,1,92430,49,4
"4615606",0,0,0.24,0.76,0.02,5,55982,781,1
"4616440",0,0.93,0.07,0,0.06,2,204261,38,4
"4616518",0,0,1,0,0.02,6,71436,889,5
"4616541",0.15,0,0.85,0,0.05,6,474042,629,5
"4617430",0,0,1,0,0.09,9,284748,62,2
"4617673",0.29,0,0.71,0,0,6,157236,33,2
"4618605",0,0,1,0,0.1,1,28815,343,2
"4619110",0,0.4,0.6,0,0,4,557942,103,2
"4619994",0.15,0,0.85,0,0.01,3,241044,160,2
"4620547",0,0.98,0,0.02,0.12,4,672371,196,4
"4621204",0.07,0.53,0.4,0,0.07,34,1757584,105,4
"4621209",0.04,0.3,0.66,0,0.07,19,1586627,448,2
"4622360",0.22,0.71,0,0.07,0.04,4,183321,360,4
"4623053",0.28,0,0.72,0,0,17,600012,158,2
"4624003",0,1,0,0,0.08,3,442052,208,4
"4624409",0,0.86,0,0.14,0,3,78150,33,4
"4625857",0.14,0.67,0.18,0.01,0,11,1119430,213,4
"4626229",0,0.6,0.4,0,0.03,13,2488009,139,4
"4626435",0.93,0,0.07,0,0.02,4,67118,315,3
"4626868",0,0.5,0.5,0,0.07,39,2652539,32,4
"4627052",0,0,1,0,0.1,10,1249868,101,2
"4628075",0,0,0,1,0,1,14538,370,1
"4630065",0,1,0,0,0,3,139478,269,4
"4630270",0.93,0,0.07,0,0.02,42,1712307,83,3
"4632037",0,0.73,0.23,0.04,0.07,3,107304,775,4
"4632043",0.19,0,0.81,0,0,2,185673,654,2
"4632635",0,0,0.83,0.17,0.08,3,145709,44,2
"4633864",0,0.78,0.22,0,0,3,374740,70,4
"4634171",0,0.94,0,0.06,0.08,3,55427,809,4
"4634486",0,0.84,0,0.16,0.1,4,154925,648,4
"4635107",0,0.68,0.31,0,0.08,18,1405457,594,4
"4635450",0,0,1,0,0,1,16739,74,2
"4635850",1,0,0,0,0.02,2,68319,325,3
"4636480",0,0.94,0,0.06,0.08,4,148518,923,4
"4636818",0,0,1,0,0,1,13529,943,5
"4637024",0,0,1,0,0.17,1,10022,348,5
"4639669",0.97,0,0.03,0,0,13,386791,403,3
"4640409",0,0,1,0,0,1,5462,229,2
"4640680",0,0,0,1,0,2,45379,941,1
"4640723",0,0,0,1,0,5,54706,326,1
"4640884",0,0,0.52,0.48,0.05,2,16446,47,2
"4641220",0,1,0,0,0.1,1,275264,69,4
"4642020",0,0,1,0,0.11,2,185083,790,5
"4643730",0.6,0,0.4,0,0.02,19,518984,39,3
"4644357",0.12,0.62,0.26,0,0.07,7,264509,863,4
"4644884",0.72,0,0.28,0,0.02,6,140652,801,3
"4645223",0,0,1,0,0.05,2,130533,1001,5
"4645628",0,0,1,0,0.01,4,1074924,378,2
"4646535",0,0,1,0,0.09,6,51937,633,5
"4646553",0.77,0,0.23,0,0.03,2,71229,276,3
"4647072",0,0,0.5,0.5,0,4,27900,201,1
"4649156",0,0,1,0,0.05,1,64529,41,2
"4649160",0,1,0,0,0.06,2,845178,140,4
"4651385",0,0,1,0,0,2,336100,402,2
"4653165",0,0,1,0,0,2,20664,983,5
"4653225",0,0.99,0,0.01,0.08,3,479069,59,4
"4653901",0,0,1,0,0.15,2,68235,867,5
"4654308",0.8,0,0.2,0,0,4,45949,278,3
"4656788",0,0,1,0,0.18,1,96636,997,5
"4657329",0,0,1,0,0,3,77506,923,5
"4658193",0,0,0,1,0,1,12353,693,1
"4659260",0,0,0,1,0,1,11428,250,1
"4662845",0,0,1,0,0,2,40395,749,2
"4665642",0,0,1,0,0.14,3,222877,86,2
"4666005",0,0,1,0,0,1,6286,518,2
"4667226",0,0,1,0,0,1,63857,299,2
"4667579",0,0,1,0,0,1,3176,767,2
"4668515",0,0.92,0,0.08,0.1,6,445356,808,4
"4668681",0,0.97,0,0.03,0.18,4,197446,945,4
"4668776",1,0,0,0,0,1,52084,413,3
"4670350",0,0.95,0,0.05,0,2,98866,518,4
"4671869",0,1,0,0,0,1,114268,623,4
"4672619",1,0,0,0,0,3,27723,675,3
"4673382",0,0,1,0,0,3,34740,679,2
"4674736",0.66,0,0.34,0,0,4,94193,728,3
"4675607",0,0.92,0,0.08,0,3,74446,510,4
"4677104",0.05,0.9,0.05,0,0.12,10,811587,766,4
"4678605",0,0,0,1,0,1,1933,139,1
"4678653",0,0.93,0,0.07,0,2,126816,936,4
"4678700",0,0,0,1,0,1,12605,835,1
"4680119",1,0,0,0,0.05,1,31454,856,3
"4680161",0,0,0,1,0,1,18067,431,1
"4680708",0,0,1,0,0,1,57126,1013,5
"4680724",0.96,0,0.04,0,0,4,99613,703,3
"4681449",0,0.86,0.14,0,0.07,9,627556,61,4
"4683175",0,1,0,0,0,1,87050,923,4
"4683691",0,0.87,0,0.13,0.12,2,101088,888,4
"4683848",0,0,1,0,0,1,38218,864,5
"4684223",0,0.88,0.12,0,0.13,4,370586,829,4
"4684951",0,0,1,0,0.01,18,3144256,167,2
"4685130",0,0,0,1,0,1,21008,832,1
"4685473",0,0,1,0,0.05,3,81543,240,2
"4686873",0,0,0,1,0,1,8403,641,1
"4686875",0.4,0,0.6,0,0.07,11,290855,46,2
"4688690",0,0,0,1,0,2,11260,937,1
"4690257",0,0,1,0,0.09,10,679745,789,5
"4690541",0,0,1,0,0.46,4,45938,62,5
"4692650",0,0,0,1,0,3,48237,153,1
"4692864",0,0,1,0,0,1,4025,70,2
"4693298",0.18,0.68,0,0.14,0.1,6,1037434,983,4
"4693910",0,0,1,0,0,1,3899,849,5
"4695530",0.35,0,0.65,0,0.08,6,157704,378,2
"4695810",0.11,0.45,0.45,0,0.08,72,8410987,23,4
"4695875",0,0,1,0,0,1,5034,944,5
"4696144",0,0,1,0,0.11,2,25958,773,5
"4696866",0,0,0,1,0,1,10084,969,1
"4698472",0,0,1,0,0,2,18614,608,2
"4698746",0,0,1,0,0,1,8368,977,5
"4700533",0,0,0,1,0,3,41932,118,1
"4703451",0.59,0,0.41,0,0,2,34017,116,3
"4710054",0,0,1,0,0.1,3,25132,560,5
"4710733",0,0.9,0,0.1,0,2,142470,730,4
"4712295",0,0,1,0,0.19,9,659087,480,5
"4712603",0,0,1,0,0.09,3,326377,644,5
"4713501",0.16,0,0.84,0,0.06,11,77540,269,2
"4713670",0,0.91,0,0.09,0.09,5,84947,460,4
"4714722",0,1,0,0,0.08,1,740624,147,4
"4715099",0,0,0.68,0.32,0.07,7,139243,461,2
"4715470",0,0.96,0,0.04,0.04,2,430059,280,4
"4715718",0.25,0.47,0.27,0,0.03,19,1143640,111,4
"4715865",0,0,1,0,0.03,5,63059,791,5
"4716298",1,0,0,0,0.05,1,33874,474,3
"4719310",0.15,0,0.83,0.02,0.01,32,1677339,279,2
"4719750",0,0,1,0,0.13,2,2858,238,2
"4719769",0.02,0.13,0.78,0.07,0.11,66,1564070,892,5
"4720444",0,0,0,1,0,3,36722,905,1
"4720476",0,0,0,1,0,2,16050,90,1
"4720569",1,0,0,0,0,1,32437,1007,3
"4721581",0,0,1,0,0,2,3832,468,2
"4721830",0,0.54,0.37,0.09,0.04,16,686412,188,4
"4724226",0,0.93,0,0.07,0.09,2,90564,853,4
"4724729",0,0,1,0,0,1,17334,937,5
"4728153",0.37,0,0.63,0,0.07,17,1151764,601,5
"4728620",0,0.81,0.19,0,0.13,4,280366,606,4
"4728816",1,0,0,0,0.04,2,310545,151,3
"4732647",0,1,0,0,0.12,1,20336,800,4
"4732757",0,1,0,0,0.15,13,1753962,465,4
"4734025",0,0,1,0,0,2,35631,915,5
"4738450",0,1,0,0,0.12,1,177452,300,4
"4738676",0,0,1,0,0,1,64849,696,2
"4740700",0,0.6,0.21,0.19,0.03,72,2104981,145,4
"4741297",0,0,1,0,0.07,2,85721,490,2
"4741303",0,0,1,0,0.18,2,262739,950,5
"4741334",0,0.76,0.18,0.06,0.06,23,1859567,75,4
"4741434",0,0.97,0.03,0,0,2,238933,699,4
"4741468",0,0,1,0,0.06,2,39411,613,5
"4742503",1,0,0,0,0,4,69539,510,3
"4743435",0,0,1,0,0.07,1,8276,782,5
"4745973",0,0,1,0,0,3,122681,96,2
"4748645",0,0.88,0,0.12,0.05,13,1602811,279,4
"4749470",0,0,1,0,0,1,19840,816,5
"4753290",0,0.92,0.08,0,0.03,6,1909443,502,4
"4753922",0,0,1,0,0.16,8,299679,269,2
"4754833",0,0.55,0.4,0.05,0.02,19,1982505,256,4
"4756258",0,0.82,0.12,0.06,0.04,11,1373941,224,4
"4756728",0,0.69,0.31,0,0.16,8,1181849,168,4
"4757328",0,0,1,0,0.15,8,188426,27,2
"4757433",0.98,0,0.02,0,0,9,268807,100,3
"4758076",0,0,1,0,0,1,31916,828,5
"4758190",0,0,0,1,0,1,21008,982,1
"4759065",0.44,0.21,0.34,0.02,0.01,23,612249,80,3
"4761961",0.08,0.36,0.56,0,0.09,13,1004980,130,2
"4762377",0,1,0,0,0.05,1,156296,923,4
"4763669",0,0,1,0,0,2,38546,244,2
"4763855",0,0,1,0,0.15,1,22064,832,5
"4764159",0,0.95,0,0.05,0,4,138219,615,4
"4764263",0.34,0.65,0.02,0,0.07,22,4941261,124,4
"4764361",0,0,1,0,0.15,2,78529,809,5
"4764575",0,0.88,0.12,0,0.12,2,648825,661,4
"4765349",0,1,0,0,0.04,1,1097112,157,4
"4765398",0,0,1,0,0,2,320128,159,2
"4766122",0,1,0,0,0.13,3,514546,990,4
"4766389",0,0,1,0,0,1,3084,320,2
"4766729",0,1,0,0,0.1,1,105428,1001,4
"4768373",0.01,0.92,0,0.06,0.09,18,2852311,77,4
"4770690",1,0,0,0,0,1,10000,797,3
"4772165",0,0,0,1,0,1,6386,333,1
"4772523",0,0,1,0,0.06,4,33704,954,5
"4774819",0,0.74,0.26,0,0.1,2,530744,339,4
"4774875",0,0,1,0,0,2,8639,731,2
"4775861",0,0,0,1,0,1,10504,931,1
"4776523",0,0,0,1,0,1,2689,588,1
"4776649",0.54,0,0.46,0,0.03,38,1073915,125,3
"4776933",0,0,0,1,0,4,44253,86,1
"4777957",0,0.89,0.11,0,0.02,5,1526220,308,4
"4778547",0.12,0,0.88,0,0.01,11,525551,137,2
"4778587",0.82,0.17,0,0.01,0.02,22,797242,66,3
"4778602",0,1,0,0,0.09,1,146028,1020,4
"4780426",0,0,1,0,0.12,8,405337,773,5
"4781375",0,0,1,0,0,1,5866,405,2
"4782488",0.16,0.84,0,0,0.03,8,658041,62,4
"4783172",0,0.86,0.14,0,0.03,5,1559506,234,4
"4784209",0,0.65,0.28,0.07,0.05,6,361690,686,4
"4784421",0.07,0.56,0.33,0.04,0.04,25,3554796,38,4
"4785379",0,0,1,0,0.04,3,222753,181,2
"4785981",0,0,1,0,0.08,4,134281,167,2
"4786036",0,0,1,0,0,4,185899,969,5
"4786068",0.27,0,0.73,0,0.03,75,1922414,467,2
"4786465",0.02,0.9,0,0.07,0.06,19,1141021,161,4
"4787049",0,0,1,0,0,1,13034,698,2
"4787138",0,0,1,0,0,1,8395,440,2
"4787145",0,0,1,0,0,1,25220,605,2
"4788266",0,0,1,0,0.13,2,67144,444,5
"4788840",1,0,0,0,0,7,66878,397,3
"4789045",0,0,0,1,0,1,6386,279,1
"4789177",0,0.81,0.19,0,0.06,3,157206,581,4
"4789298",0,0,1,0,0.03,2,198316,549,2
"4789767",0,0,1,0,0.1,3,113186,304,2
"4790973",0.43,0,0.57,0,0.11,4,93193,525,5
"4793191",0,0,0.69,0.31,0,5,131396,226,2
"4794937",0,0,1,0,0.1,3,212965,903,5
"4795464",0,1,0,0,0.04,1,112924,662,4
"4795917",0,0.67,0.32,0.01,0.11,6,536002,602,4
"4798103",0,0,0,1,0,1,15546,865,1
