"","Frecuencia","$ Margen","$ Venta","Recencia","cluster"
"76879547",2,18594,53730,101,2
"76879573",3,36255,110899,102,2
"76879597",1,65312,332429,273,1
"76879617",7,250969,611808,514,3
"76879634",11,298045,571620,38,2
"76879643",1,17744,28874,927,4
"76879655",23,390496,399212,143,2
"76879656",1,96294,184860,60,2
"76879737",10,129207,270505,230,1
"76879865",1,81833,386546,375,1
"76879912",1,18765,60429,818,4
"76879928",4,22532,60530,818,4
"76879929",40,984801,2765786,63,2
"76879960",4,30983,58730,136,2
"76880005",8,235936,484521,915,4
"76880053",3,37223,91673,135,2
"76880130",14,44345,115666,223,1
"76880263",3,11973,16891,879,4
"76880268",6,159123,292703,82,2
"76880297",5,244865,712249,73,2
"76880321",1,40796,144529,754,3
"76880346",3,26130,26133,436,1
"76880371",68,1821974,5054719,35,2
"76880490",2,149501,298221,178,2
"76880492",9,55810,121442,82,2
"76880581",1,18944,84025,452,1
"76880601",1,5077,8050,826,4
"76880680",2,113642,290388,257,1
"76880683",3,44846,81982,193,2
"76880706",1,18832,93984,327,1
"76880748",7,94052,224184,44,2
"76880760",31,1115072,3314143,28,2
"76880773",1,135224,371060,86,2
"76880853",2,9516,28806,669,3
"76880903",1,9399,34445,537,3
"76880941",1,7782,30204,994,4
"76881081",2,47190,175470,851,4
"76881115",4,314442,1120499,558,3
"76881135",2,26554,26555,412,1
"76881244",1,8743,15042,40,2
"76881299",2,27310,27311,115,2
"76881306",2,137696,566316,37,2
"76881322",2,23949,23950,923,4
"76881431",11,245091,451425,345,1
"76881435",3,108281,245773,45,2
"76881472",1,43000,79852,72,2
"76881486",5,24817,52437,140,2
"76881493",8,197312,351212,146,2
"76881519",8,321771,1340939,103,2
"76881534",3,91803,255093,601,3
"76881613",1,44382,148422,683,3
"76881635",12,245360,677995,72,2
"76881774",1,49393,107921,355,1
"76881835",1,11186,39487,1011,4
"76881900",7,82445,82879,55,2
"76881977",1,63558,255604,854,4
"76882017",4,27643,129966,668,3
"76882045",10,1295551,4126669,126,2
"76882077",11,169116,332556,416,1
"76882135",16,144328,312911,859,4
"76882171",3,109718,189645,262,1
"76882180",3,31059,61336,900,4
"76882195",5,108676,280503,832,4
"76882222",3,58426,265521,215,1
"76882228",1,118616,367296,178,2
"76882267",14,162464,456945,34,2
"76882349",10,536644,1160053,102,2
"76882403",3,137577,479890,419,1
"76882459",1,6867,17622,823,4
"76882468",1,21512,21512,495,3
"76882469",33,995524,2542016,105,2
"76882476",8,127004,410439,947,4
"76882479",12,1053382,3845826,33,2
"76882530",1,12372,22630,858,4
"76882567",1,161484,580808,185,2
"76882646",31,642933,1969909,76,2
"76882739",1,303510,996668,390,1
"76882781",40,750914,2264125,220,1
"76882799",15,269818,523619,186,2
"76882820",12,140148,140164,201,2
"76882823",26,404780,1320015,25,2
"76882857",32,725000,1750636,621,3
"76882902",2,21429,44831,948,4
"76883059",4,80981,211364,773,4
"76883097",1,12498,19702,796,4
"76883113",14,845066,3230349,84,2
"76883126",4,43952,185899,886,4
"76883135",3,62016,62019,485,3
"76883149",1,1039,5034,142,2
"76883275",16,238181,494288,83,2
"76883307",7,128030,235659,136,2
"76883316",22,411954,844636,622,3
"76883412",2,51910,154568,777,4
"76883454",38,404379,1757402,82,2
"76883467",12,136932,270776,206,1
"76883470",2,62375,223487,122,2
"76883510",14,1815823,6964638,73,2
"76883545",7,69873,202575,26,2
"76883568",3,19654,19656,671,3
"76883640",23,303941,737401,41,2
"76883758",6,387509,1105622,213,1
"76883896",2,218984,759868,621,3
"76883903",1,75340,268748,809,4
"76883937",47,278130,729642,44,2
"76884039",5,44337,180133,364,1
"76884071",4,58065,58068,144,2
"76884082",16,275536,1156024,238,1
"76884087",2,119372,554288,957,4
"76884113",9,137342,224415,108,2
"76884218",11,177347,328672,682,3
"76884249",8,1333236,4933236,172,2
"76884414",9,790132,2592808,81,2
"76884433",1,5383,7556,321,1
"76884466",6,36435,65225,248,1
"76884616",5,30772,96883,489,3
"76884626",1,16807,16807,97,2
"76884642",1,5853,7161,466,3
"76884718",42,1116772,3823203,32,2
"76884722",2,17039,32463,160,2
"76884768",274,6500489,18001168,23,2
"76884803",10,102504,338520,383,1
"76884857",3,24115,24117,910,4
"76884877",3,26212,26217,298,1
"76884937",1,33468,87300,871,4
"76884946",1,184688,516268,266,1
"76885112",83,2404404,6630771,33,2
"76885118",35,569371,1611107,72,2
"76885227",5,38947,144287,26,2
"76885392",14,159832,393832,82,2
"76885404",13,194882,576718,103,2
"76885538",110,1559309,4002534,774,4
"76885569",2,38958,77523,931,4
"76885630",20,2497846,6519887,70,2
"76885675",19,125210,327072,164,2
"76885809",32,261457,652608,24,2
"76885905",2,111155,200058,810,4
"76885917",7,1364437,5575630,328,1
"76885941",1,52148,202016,1004,4
"76885975",2,23201,41789,77,2
"76886053",1,20077,51126,153,2
"76886057",5,29985,39270,165,2
"76886174",50,660735,1576952,55,2
"76886218",5,25534,50651,328,1
"76886241",9,302746,716053,587,3
"76886245",1,41220,137602,885,4
"76886301",1,20512,73932,214,1
"76886345",2,215562,597748,39,2
"76886391",4,99109,199094,230,1
"76886400",6,295163,998589,136,2
"76886487",18,408707,1390940,143,2
"76886612",19,387062,678361,644,3
"76886619",2,17226,69412,969,4
"76886631",252,3098656,6861007,25,2
"76886672",39,570339,1477777,40,2
"76886696",13,401011,733628,171,2
"76886731",11,2183538,7514664,38,2
"76886746",1,27101,70336,614,3
"76886751",1,91358,302504,39,2
"76886872",2,103169,202725,26,2
"76886938",1,8865,35462,951,4
"76887009",19,189133,424268,77,2
"76887014",10,164510,500052,286,1
"76887032",24,405748,945277,91,2
"76887097",9,326478,722328,168,2
"76887242",5,36754,121393,325,1
"76887247",102,1639246,3861676,53,2
"76887255",3,6638,16121,951,4
"76887257",1,217436,572758,159,2
"76887359",1,30988,167900,689,3
"76887362",7,276779,459349,143,2
"76887371",33,403006,816626,126,2
"76887395",5,272470,1299945,464,3
"76887436",5,64246,131764,66,2
"76887464",4,166738,604368,215,1
"76887511",100,8297982,27999912,61,2
"76887548",3,131201,445998,367,1
"76887574",27,798707,2445410,54,2
"76887576",3,149018,346538,196,2
"76887646",1,119524,263504,216,1
"76887669",2,60841,60843,248,1
"76887692",29,273930,891930,147,2
"76887804",4,11986,27479,814,4
"76887806",2,9600,43126,951,4
"76887836",6,198090,507367,124,2
"76887853",1,12921,46782,118,2
"76887902",2,172196,571396,158,2
"76887918",1,60694,108084,545,3
"76888027",178,4859511,14162897,45,2
"76888051",2,12322,80236,241,1
"76888139",21,651078,2033139,60,2
"76888149",77,7344740,22842492,37,2
"76888230",2,6889,6890,636,3
"76888242",2,53866,54991,791,4
"76888263",46,843780,1866234,272,1
"76888298",13,273448,745770,223,1
"76888338",35,1463864,5507873,83,2
"76888402",4,285815,550686,301,1
"76888403",1,54144,88992,500,3
"76888406",4,42692,47695,409,1
"76888424",14,1233094,4969737,299,1
"76888430",6,209211,418453,24,2
"76888488",1,17226,17227,674,3
"76888544",1,35624,144522,171,2
"76888547",5,42396,150639,616,3
"76888584",4,12893,40186,136,2
"76888601",4,53780,53783,432,1
"76888607",26,346661,783952,63,2
"76888649",3,23503,47874,46,2
"76888879",5,48323,149351,59,2
"76888900",6,156978,505418,263,1
"76888901",77,1322205,3826036,39,2
"76889030",781,32821516,87297371,24,2
"76889061",11,397625,1274596,130,2
"76889067",6,270937,1030153,585,3
"76889086",1,51957,192429,692,3
"76889133",53,1789097,5010022,28,2
"76889157",2,9975,34866,231,1
"76889247",8,187837,629180,111,2
"76889361",12,208264,487943,196,2
"76889469",1,6368,33605,308,1
"76889497",7,38886,89697,44,2
"76889502",12,197884,677151,75,2
"76889539",2,12838,33748,599,3
"76889559",3,24096,38806,275,1
"76889578",8,339914,1231862,217,1
"76889612",6,190704,476960,33,2
"76889631",1,18449,50521,874,4
"76889757",14,152185,364593,123,2
"76889853",19,254174,690708,33,2
"76889940",87,665808,2016778,514,3
"76889989",6,39600,93770,70,2
"76890002",3,23478,95750,949,4
"76890078",4,138328,267645,236,1
"76890096",5,193581,346483,226,1
"76890150",6,138685,522808,345,1
"76890194",4,414935,1391343,47,2
"76890196",13,76347,163657,544,3
"76890202",8,208703,561521,41,2
"76890263",5,195689,332315,177,2
"76890267",7,167897,569167,404,1
"76890366",1,7735,34445,345,1
"76890391",14,507008,1104285,404,1
"76890396",2,90744,308540,116,2
"76890411",1,13192,13193,538,3
"76890415",15,557582,2176589,544,3
"76890468",39,1543859,5342123,28,2
"76890471",5,84041,127597,151,2
"76890485",13,144034,423306,266,1
"76890529",1,8032,13912,748,3
"76890533",21,1345449,5280950,238,1
"76890662",69,875579,3442448,466,3
"76890685",1,12098,12100,929,4
"76890745",3,150594,480949,241,1
"76890773",5,100643,199790,530,3
"76890870",23,391074,850032,67,2
"76890924",3,180826,367214,486,3
"76890946",3,47141,47144,130,2
"76890979",22,461500,1283767,266,1
"76890980",5,82899,227931,90,2
"76891057",24,501612,1203083,89,2
"76891242",6,383102,1509425,970,4
"76891259",1,4034,8206,882,4
"76891319",5,210428,704597,510,3
"76891341",4,153760,724061,634,3
"76891370",1,21450,71510,139,2
"76891429",3,82090,196885,551,3
"76891488",55,489037,1649973,116,2
"76891503",2,217652,708280,250,1
"76891505",1,4709,25202,963,4
"76891515",11,186906,615004,201,2
"76891549",457,9691268,36318088,32,2
"76891550",31,667606,1894359,33,2
"76891602",7,155432,440525,125,2
"76891619",13,361228,964742,494,3
"76891683",9,117362,177412,88,2
"76891729",4,67061,142982,54,2
"76891875",58,704848,2133458,52,2
"76891900",1,21484,55208,343,1
"76891990",11,420782,1336077,96,2
"76892134",2,248086,1053732,126,2
"76892163",23,424352,1248091,48,2
"76892179",6,68460,138875,388,1
"76892195",1,3949,4748,574,3
"76892204",3,107669,326622,684,3
"76892205",1,157320,705848,140,2
"76892295",5,310008,1020484,75,2
"76892411",10,11229,43495,264,1
"76892467",267,7579278,17798714,28,2
"76892484",2,14087,32057,356,1
"76892492",1,27760,60028,217,1
"76892522",1,4790,4790,356,1
"76892541",10,2632446,10223955,413,1
"76892554",1,7376,27723,244,1
"76892559",1,69639,127565,585,3
"76892622",3,67630,145043,273,1
"76892725",2,6879,22344,24,2
"76892755",6,420559,1324851,136,2
"76892768",4,18513,102402,805,4
"76892871",5,70921,70926,262,1
"76892933",5,95602,306538,138,2
"76892971",4,259058,660438,108,2
"76893120",6,104198,104204,802,4
"76893128",20,211435,619734,135,2
"76893187",2,140608,355064,265,1
"76893220",6,225960,976860,26,2
"76893227",53,2068927,6584888,87,2
"76893242",2,31089,31092,670,3
"76893252",3,45153,155597,606,3
"76893276",1,12261,45370,219,1
"76893365",3,17899,29916,984,4
"76893403",1,11680,20628,741,3
"76893416",175,4773234,14315653,25,2
"76893494",59,1045788,3425932,60,2
"76893555",1,30372,60488,730,3
"76893668",2,125320,446316,962,4
"76893681",2,34452,34455,273,1
"76893728",8,324166,1199185,541,3
"76893744",8,377595,788560,179,2
"76893875",4,187360,679630,399,1
"76894001",7,68268,148816,236,1
"76894018",5,37335,83595,142,2
"76894024",3,8781,16969,339,1
"76894086",8,195538,480941,77,2
"76894097",8,66244,195091,35,2
"76894132",3,42392,92673,945,4
"76894145",10,158590,288164,438,1
"76894234",9,345243,777842,214,1
"76894261",1,11426,11428,440,1
"76894264",11,444408,854298,121,2
"76894265",41,2641351,8953571,39,2
"76894303",18,430192,1127026,75,2
"76894457",1,32736,63582,67,2
"76894563",15,480168,1856369,82,2
"76894571",5,48777,89212,391,1
"76894580",2,23513,83176,500,3
"76894612",27,182523,235718,154,2
"76894692",1,8824,8824,675,3
"76894746",8,49150,176607,40,2
"76894752",1,42144,100844,776,4
"76894842",24,1762197,5021195,24,2
"76895107",2,53654,157992,993,4
"76895170",2,52710,186120,623,3
"76895229",48,693009,1084579,33,2
"76895300",1,26376,80909,852,4
"76895311",2,8643,15938,709,3
"76895365",4,33519,89947,58,2
"76895390",17,553430,1492615,82,2
"76895406",4,125780,335941,159,2
"76895511",3,31785,73032,73,2
"76895538",5,218902,505346,259,1
"76895729",2,28169,136949,720,3
"76895767",2,128505,290310,83,2
"76895784",4,47156,123558,355,1
"76895811",1,67356,132268,438,1
"76895845",7,74589,193893,934,4
"76895938",25,961807,3070285,192,2
"76895971",5,996874,3771430,236,1
"76896000",22,242901,252351,77,2
"76896022",2,343508,1022892,174,2
"76896032",2,22730,88433,243,1
"76896060",2,24144,57108,25,2
"76896074",7,187647,355994,369,1
"76896101",15,347894,1050310,68,2
"76896114",4,95412,244143,945,4
"76896117",14,271030,927403,54,2
"76896276",28,611287,1827510,80,2
"76896331",2,21462,58777,961,4
"76896350",1,656,2236,265,1
"76896364",17,529954,1758213,52,2
"76896487",3,172208,697082,181,2
"76896574",2,82427,155775,45,2
"76896641",11,148424,476094,311,1
"76896779",3,82752,177277,420,1
"76896872",256,13425996,44908994,47,2
"76896892",9,456647,1645380,151,2
"76896912",8,123896,189648,188,2
"76897115",1,26106,73101,451,1
"76897119",1,4027,22681,486,3
"76897234",1,116952,680622,1000,4
"76897358",7,331463,909532,89,2
"76897399",4,111619,371886,342,1
"76897401",4,74665,178906,389,1
"76897435",67,1135045,2816360,221,1
"76897461",1,14851,23891,465,3
"76897476",6,146519,321870,917,4
"76897508",18,770518,3025938,462,1
"76897523",61,2009965,6375637,39,2
"76897524",1,6268,15958,777,4
"76897525",55,1313257,3826905,49,2
"76897594",39,955603,3024495,37,2
"76897702",1,3294,6294,220,1
"76897808",12,423907,1839901,257,1
"76897815",5,84135,207957,440,1
"76897844",1,151396,322656,102,2
"76897903",16,106198,224410,303,1
"76897956",5,105378,675582,537,3
"76897960",3,10077,48342,180,2
"76897977",20,246374,1161695,70,2
"76898232",1,52872,105362,320,1
"76898420",4,19782,21009,803,4
"76898482",4,113477,295612,438,1
"76898486",31,341629,1125132,86,2
"76898578",1,14935,58815,695,3
"76898592",22,144001,381857,53,2
"76898754",4,142705,377802,399,1
"76898830",4,22798,54589,723,3
"76898852",12,59067,139714,185,2
"76898856",117,1982095,5451855,97,2
"76898877",6,150887,504064,56,2
"76898946",16,227604,642152,54,2
"76899072",41,554123,1319094,147,2
"76899110",1,49664,99142,671,3
"76899136",19,226377,584055,250,1
"76899163",2,29998,92998,55,2
"76899164",1,111476,346874,45,2
"76899234",27,594829,1460165,167,2
"76899314",8,75200,274275,69,2
"76899423",72,3425040,9720347,159,2
"76899638",3,114184,193857,132,2
"76899655",1,12346,23870,1004,4
"76899659",78,5752004,20991812,60,2
"76899665",1,92548,284340,693,3
"76899745",3,28212,28487,174,2
"76899798",2,337534,1364622,615,3
"76899843",3,75309,298470,606,3
"76899920",9,598067,2080249,160,2
"76899962",6,250396,857828,765,4
"76899985",1,153292,495782,89,2
"76899989",68,1259284,3568596,84,2
"76900018",1,110784,242524,433,1
"76900092",1,109464,244450,629,3
"76900152",8,27972,147850,42,2
"76900175",1,10162,42849,264,1
"76900233",1,18919,41570,919,4
"76900259",1,53700,133444,998,4
"76900400",45,1194190,3880824,76,2
"76900402",2,24466,46479,914,4
"76900542",2,137742,258102,238,1
"76900544",1,22788,63857,303,1
"76900569",1,21848,21849,453,1
"76900596",15,172735,580555,129,2
"76900606",3,372148,1369686,28,2
"76900618",8,42349,101234,165,2
"76900635",1,17226,17227,873,4
"76900643",16,562408,1874359,233,1
"76900658",3,106461,405085,376,1
"76900725",3,64867,149571,202,1
"76900920",1,46513,90882,977,4
"76900946",7,60181,79902,70,2
"76900984",3,7971,12989,602,3
"76901108",6,56364,131421,1011,4
"76901110",6,57343,107570,70,2
"76901170",3,22349,91814,691,3
"76901231",13,210071,210087,137,2
"76901272",23,570919,1491426,23,2
"76901291",28,265031,535125,280,1
"76901342",1,6782,22992,704,3
"76901373",2,169936,881708,516,3
"76901398",34,536841,1348343,72,2
"76901530",37,401518,1110477,40,2
"76901638",3,155927,573708,1013,4
"76901734",1,7669,12517,832,4
"76901794",7,57916,160780,88,2
"76901884",1,25557,126042,104,2
"76901885",32,1153979,2522044,139,2
"76901909",3,72678,131077,117,2
"76901917",2,5539,15109,25,2
"76901938",2,61571,146715,600,3
"76901997",2,40334,40337,585,3
"76902002",5,79362,138876,510,3
"76902040",14,2458456,8789546,25,2
"76902048",8,163208,456511,207,1
"76902117",1,21504,53764,720,3
"76902122",64,825587,2499290,59,2
"76902131",1,18701,53236,118,2
"76902135",3,56226,249555,110,2
"76902187",2,21834,73933,322,1
"76902204",1,14537,14538,163,2
"76902401",2,228080,486288,412,1
"76902431",1,21848,21849,480,3
"76902478",3,21049,71824,243,1
"76902559",4,142221,434904,172,2
"76902597",18,157920,520378,329,1
"76902642",57,1733885,5557541,47,2
"76902659",8,76813,144077,418,1
"76902742",6,359450,1320189,138,2
"76902783",10,94453,154177,383,1
"76902807",12,535463,1880413,202,2
"76902808",2,35163,65525,327,1
"76902852",18,306141,759370,39,2
"76902910",7,36908,75270,174,2
"76902917",8,164949,389920,731,3
"76903001",19,1255333,4266548,45,2
"76903063",1,97840,408330,168,2
"76903149",12,954273,3648767,174,2
"76903174",11,798900,2129351,399,1
"76903214",24,300780,795316,178,2
"76903395",13,106612,212145,145,2
"76903451",2,23110,41244,312,1
"76903488",2,119986,466254,307,1
"76903506",4,76087,150468,220,1
"76903542",7,191372,744401,129,2
"76903571",1,6067,13437,499,3
"76903581",96,1710594,4823577,33,2
"76903648",5,138316,286487,110,2
"76903687",1,16302,16303,263,1
"76903711",4,86266,140848,501,3
"76903719",12,465901,998221,277,1
"76903833",1,34121,70303,67,2
"76903869",5,49322,49411,83,2
"76903944",4,76240,140497,388,1
"76903976",11,504820,1516264,154,2
"76904007",2,5618,25848,87,2
"76904015",42,1015402,2059812,26,2
"76904023",1,28450,39054,714,3
"76904082",2,3322,9571,885,4
"76904205",14,1260586,4494382,172,2
"76904207",2,42847,141168,84,2
"76904298",5,36768,100740,804,4
"76904325",14,49495,112654,243,1
"76904393",5,174825,600908,195,2
"76904425",10,508966,1303717,91,2
"76904477",4,80622,136699,47,2
"76904567",2,75300,193598,49,2
"76904644",1,12352,12353,139,2
"76904657",4,52260,52266,153,2
"76904724",5,73567,253831,182,2
"76904729",1,38916,67757,553,3
"76904731",2,5069,16807,136,2
"76904732",5,167918,351765,291,1
"76904737",1,440616,1577052,273,1
"76904817",1,35334,112924,433,1
"76904863",2,59497,209079,182,2
"76904868",3,122488,378806,240,1
"76904889",1,7915,33109,808,4
"76904922",1,32083,67568,612,3
"76904948",2,17225,17226,943,4
"76904951",1,49884,184858,244,1
"76905073",5,119512,371246,35,2
"76905083",1,33468,126034,622,3
"76905103",45,1625134,4422327,60,2
"76905105",14,225700,593893,25,2
"76905111",10,302447,909646,37,2
"76905147",4,203718,783508,81,2
"76905191",12,278873,886391,39,2
"76905195",4,27611,86490,847,4
"76905249",10,468746,1339328,93,2
"76905265",13,74554,178290,504,3
"76905281",22,668501,1903661,166,2
"76905305",13,706128,2102027,95,2
"76905312",16,117306,309570,689,3
"76905348",2,5050,5210,397,1
"76905404",7,184013,557014,165,2
"76905440",15,187399,474861,529,3
"76905570",5,64678,182810,26,2
"76905596",11,423402,1461631,303,1
"76905624",6,233997,761362,100,2
"76905694",31,381479,1351378,63,2
"76905731",10,323646,1160504,91,2
"76905853",1,15771,26387,882,4
"76905874",1,28530,85689,123,2
"76905953",23,312250,935669,739,3
"76905981",1,16302,16303,272,1
"76906035",4,100528,198597,985,4
"76906087",6,99074,119187,172,2
"76906107",5,64283,64287,280,1
"76906108",1,7735,34445,343,1
"76906197",12,285882,805692,800,4
"76906260",40,2122827,7071750,137,2
"76906379",1,17646,17648,956,4
"76906383",1,5450,15706,565,3
"76906413",4,106598,361845,54,2
"76906452",19,140700,413147,838,4
"76906467",3,14493,38445,185,2
"76906494",9,541139,1827366,208,1
"76906512",30,822777,2781344,27,2
"76906543",1,33526,63564,461,1
"76906548",9,508675,1316731,35,2
"76906642",2,13024,13025,895,4
"76906647",5,138054,382858,237,1
"76906671",43,1599455,5183802,46,2
"76906712",5,319073,1687620,762,4
"76906738",2,14227,66924,952,4
"76906788",6,250144,940262,102,2
"76906791",3,182176,386488,132,2
"76906797",251,11007542,31601523,24,2
"76906857",3,35630,109800,789,4
"76906860",2,21174,21176,242,1
"76906885",2,130248,290136,301,1
"76906892",2,29360,95941,941,4
"76906973",5,63276,63279,25,2
"76907033",1,39950,133898,511,3
"76907046",2,10181,24655,87,2
"76907067",1,26726,136974,860,4
"76907121",1,9666,18622,992,4
"76907222",68,3263631,10307134,202,2
"76907229",2,9491,35631,165,2
"76907276",2,40684,122616,194,2
"76907321",13,47673,171876,41,2
"76907395",5,67232,186706,542,3
"76907474",8,154260,414454,886,4
"76907528",1,1745,2160,809,4
"76907563",4,89675,178847,245,1
"76907583",5,559255,1742002,852,4
"76907615",146,3787768,10754483,25,2
"76907665",52,910751,2491644,244,1
"76907690",9,225358,564211,419,1
"76907761",6,47933,78852,411,1
"76907767",16,474729,1193970,100,2
"76907849",1,151770,372690,223,1
"76907885",53,1177918,3404626,52,2
"76907922",5,205655,467999,251,1
"76907935",2,227470,610332,24,2
"76907957",10,208201,583361,209,1
"76907971",1,8552,14100,201,1
"76907988",8,72055,124735,293,1
"76907989",5,340387,1177797,794,4
"76908041",11,324263,1604320,531,3
"76908065",9,48330,144507,413,1
"76908138",159,8603539,24023758,26,2
"76908188",9,41058,123885,234,1
"76908239",361,6752166,18726438,26,2
"76908312",1,6949,31924,350,1
"76908318",13,614135,1539648,530,3
"76908330",11,464336,1149446,406,1
"76908351",13,166428,424917,635,3
"76908363",3,97298,292924,98,2
"76908378",8,233669,710372,353,1
"76908387",2,12828,14025,73,2
"76908552",3,31450,120799,308,1
"76908610",4,227272,395177,383,1
"76908629",6,368525,1723283,416,1
"76908845",18,252627,598528,599,3
"76908902",17,755738,1805657,111,2
"76908994",1,22015,56462,508,3
"76909061",3,80503,80506,532,3
"76909123",2,10081,21832,32,2
"76909179",4,54848,60752,184,2
"76909234",1,11579,24538,762,4
"76909235",45,1219371,3511494,54,2
"76909246",61,1456992,3350032,110,2
"76909271",1,10272,37101,390,1
"76909377",3,82980,238107,79,2
"76909421",12,492746,1582832,80,2
"76909497",109,2156062,6536737,23,2
"76909503",2,24821,48350,1020,4
"76909526",130,1694663,5475690,28,2
"76909539",16,421239,997384,49,2
"76909578",6,58893,94724,42,2
"76909607",13,165363,468216,626,3
"76909853",2,248588,758252,221,1
"76909857",3,107651,259592,1018,4
"76909943",3,35476,45554,445,1
"76909997",5,37199,65011,907,4
"76910001",2,36134,36134,105,2
"76910047",17,198950,548163,49,2
"76910309",2,65939,241051,874,4
"76910334",3,101463,409315,228,1
"76910368",1,4538,4538,948,4
"76910415",3,7395,18286,47,2
"76910476",14,66103,159087,396,1
"76910478",3,11656,20043,129,2
"76910533",177,5713437,17561943,111,2
"76910569",11,127316,380165,285,1
"76910632",2,212030,515103,181,2
"76910644",65,999576,2693167,53,2
"76910656",5,17646,17648,851,4
"76910863",24,2554081,8866921,27,2
"76910923",3,16785,67933,879,4
"76910924",9,289052,973548,629,3
"76910937",4,114141,370199,553,3
"76911069",8,188663,485636,443,1
"76911099",6,527259,1860929,40,2
"76911124",6,83326,334757,276,1
"76911203",7,231857,666392,157,2
"76911242",7,110539,276610,144,2
"76911355",1,48598,226891,1011,4
"76911382",2,40765,126584,865,4
"76911465",20,736294,2015145,66,2
"76911471",2,3091,5615,191,2
"76911490",11,1242501,3967708,220,1
"76911499",14,465061,981328,628,3
"76911529",5,55078,125612,376,1
"76911534",5,240272,731734,816,4
"76911626",1,75934,251682,499,3
"76911637",1,12586,20992,101,2
"76911659",2,157493,591528,41,2
"76911729",3,8690,21177,215,1
"76911762",17,87673,224635,474,3
"76911834",7,1253182,4428262,28,2
"76911876",3,76267,328252,1007,4
"76911888",3,46304,93623,74,2
"76911893",44,725238,2154642,588,3
"76911936",3,51773,196680,130,2
"76911958",161,9495699,30114868,67,2
"76911962",1,2014,9244,993,4
"76911988",7,354486,1223843,671,3
"76912052",5,242448,738127,171,2
"76912083",1,4591,5639,497,3
"76912091",2,29257,61724,416,1
"76912150",6,68611,135480,90,2
"76912166",1,164738,470572,328,1
"76912181",2,82804,328572,724,3
"76912197",13,1219036,4679767,114,2
"76912227",3,46680,154614,157,2
"76912293",1,87226,287176,125,2
"76912325",24,477377,1385339,145,2
"76912455",4,28196,95560,606,3
"76912565",2,18555,47625,748,3
"76912591",15,733247,2657051,89,2
"76912623",18,169446,335378,73,2
"76912633",25,1862736,6440574,236,1
"76912690",3,92848,186992,882,4
"76912763",16,172213,274750,123,2
"76912788",8,117074,385201,346,1
"76912889",35,910453,2987540,83,2
"76912908",4,4798,8146,325,1
"76912949",3,514512,1394216,121,2
"76912966",18,226656,677104,889,4
"76913003",14,406172,1612482,56,2
"76913182",12,324989,1160094,48,2
"76913208",489,13225864,36290755,41,2
"76913354",7,245063,547964,698,3
"76913380",5,126976,501094,676,3
"76913405",5,51668,181895,368,1
"76913428",5,94893,219181,375,1
"76913449",1,17194,51811,893,4
"76913485",23,321378,619296,81,2
"76913492",1,10336,14748,1011,4
"76913532",50,806141,2445219,25,2
"76913599",54,635683,1442555,59,2
"76913619",10,150372,481723,118,2
"76913692",12,95906,314523,25,2
"76913751",5,32350,61717,26,2
"76913796",1,89638,280596,710,3
"76913843",18,150850,403249,545,3
"76913857",35,714341,1888505,35,2
"76913877",8,563878,1826672,90,2
"76913904",23,459477,1157591,35,2
"76913936",18,255413,662057,252,1
"76913949",3,146225,509286,584,3
"76913966",1,9076,35403,541,3
"76913982",15,227050,545177,289,1
"76913987",14,462348,1217773,255,1
"76914020",4,199654,566876,172,2
"76914131",1,18488,18488,89,2
"76914198",1,11610,36958,658,3
"76914231",4,369202,746842,399,1
"76914273",3,52099,52102,976,4
"76914298",4,45736,142805,571,3
"76914351",18,81996,309435,828,4
"76914368",1,13659,89244,697,3
"76914444",27,633784,2135341,500,3
"76914479",7,128651,270000,217,1
"76914553",1,42772,82289,944,4
"76914588",6,53570,96064,335,1
"76914721",3,449078,1648644,196,2
"76914725",2,13350,23192,462,3
"76914903",60,654951,1734807,229,1
"76914983",2,8331,14453,405,1
"76915035",1,9810,42016,832,4
"76915055",2,99295,174622,817,4
"76915104",3,44218,81941,468,3
"76915206",5,405384,806218,249,1
"76915223",6,140949,285821,133,2
"76915232",105,6186633,19291546,53,2
"76915381",48,1286358,3581068,25,2
"76915388",16,158379,318278,699,3
"76915451",18,136988,465144,24,2
"76915492",2,29462,55765,47,2
"76915571",3,140344,298456,693,3
"76915600",1,10539,35126,963,4
"76915683",2,92522,311056,107,2
"76915811",8,225370,648769,278,1
"76915901",1,6423,31084,461,1
"76915918",36,510876,1381895,277,1
"76915921",7,80862,176188,259,1
"76915924",1,3366,10572,977,4
"76916103",5,30547,126209,801,4
"76916112",1,260890,483602,83,2
"76916167",13,88960,320625,311,1
"76916217",4,602540,2259646,66,2
"76916238",2,252944,796204,494,3
"76916285",3,15352,47050,52,2
"76916296",1,3612,9748,644,3
"76916377",5,152679,274360,69,2
"76916430",1,41710,85698,126,2
"76916490",65,1852571,5979425,42,2
"76916552",14,734289,2084448,61,2
"76916567",10,114347,323111,343,1
"76916614",11,3838,13428,97,2
"76916665",12,435456,1472211,264,1
"76916936",7,156697,411672,367,1
"76916946",11,879869,3312246,263,1
"76917002",19,596438,1313276,34,2
"76917006",7,46621,92155,359,1
"76917046",12,630567,1796749,61,2
"76917047",14,398812,1344634,77,2
"76917062",4,273444,926865,188,2
"76917068",1,6949,31924,329,1
"76917069",7,401903,1312914,97,2
"76917119",8,425573,1216308,26,2
"76917183",1,7412,22672,828,4
"76917208",15,857744,2963462,33,2
"76917282",1,37268,144522,716,3
