"","BUS","CAMION","CHASIS CABINADO","MINIBUS","REMOLQUE","SEMIREMOLQUE","TAXIBUS","TRACTOCAMION","cluster"
"76609679",0,1,0,0,0,0,0,0,1
"76681708",0,0,0,0,0,0,0,1,6
"76515919",0,1,0,0,0,0,0,0,1
"76681728",0,0,0,0,0,0,0,1,6
"76610296",0,1,0,0,0,0,0,0,1
"76442782",0,1,0,0,0,0,0,0,1
"76461534",0,0,0,0,0,1,0,0,2
"76681777",0,1,0,0,0,0,0,0,1
"76461633",0,1,0,0,0,0,0,0,1
"76442827",0,0,0,1,0,0,0,0,7
"76610888",0,1,0,0,0,0,0,0,1
"76681805",0,1,0,0,0,0,0,0,1
"76772086",0,1,0,0,0,0,0,0,1
"76378706",0,1,0,0,0,0,0,0,1
"76772529",0,1,0,0,0,0,0,0,1
"76681857",0,0,0,0,1,0,0,0,4
"76772820",0,1,0,0,0,0,0,0,1
"76480478",0,1,0,0,0,0,0,0,1
"76773399",0,1,0,0,0,0,0,0,1
"76442917",0,1,0,0,0,0,0,0,1
"76517698",0,1,0,0,0,0,0,0,1
"76682118",0,1,0,0,0,0,0,0,1
"76517919",0,0,0,0,0,1,0,0,2
"76547958",0,0,1,0,0,0,0,0,8
"76774368",0,1,0,0,0,0,0,0,1
"76373167",0,0,0,0,1,0,0,0,4
"76613256",0,1,0,0,0,0,0,0,1
"76378975",0,0,0,0,0,0,0,1,6
"76775126",0,1,0,0,0,0,0,0,1
"76682387",0,1,0,0,0,0,0,0,1
"76613584",0,1,0,0,0,0,0,0,1
"76682689",0,0,0,0,0,0,0,1,6
"76408188",0,0,0,1,0,0,0,0,7
"76682897",0,0,0,1,0,0,0,0,7
"76775849",0,1,0,0,0,0,0,0,1
"76683026",0,0,0,0,1,0,0,0,4
"76518982",0,1,0,0,0,0,0,0,1
"76379186",0,1,0,0,0,0,0,0,1
"76776447",0,0,0,0,0,1,0,0,2
"76683093",0,1,0,0,0,0,0,0,1
"76615125",0,0,1,0,0,0,0,0,8
"76683179",0,1,0,0,0,0,0,0,1
"76776999",0,1,0,0,0,0,0,0,1
"76683225",0,1,0,0,0,0,0,0,1
"76519360",0,1,0,0,0,0,0,0,1
"76683274",0,0,1,0,0,0,0,0,8
"76777451",0,1,0,0,0,0,0,0,1
"76683343",0,1,0,0,0,0,0,0,1
"76777795",0,0,0,0,0,1,0,0,2
"76683444",0,1,0,0,0,0,0,0,1
"76616478",0,1,0,0,0,0,0,0,1
"76388150",0,1,0,0,0,0,0,0,1
"76377001",0,0,0,0,0,0,0,1,6
"76683595",0,1,0,0,0,0,0,0,1
"76408802",0,1,0,0,0,0,0,0,1
"76443336",0,1,0,0,0,0,0,0,1
"76780093",0,1,0,0,0,0,0,0,1
"76548591",0,1,0,0,0,0,0,0,1
"76464125",0,0,0,0,0,0,0,1,6
"76683681",0,1,0,0,0,0,0,0,1
"76780820",1,0,0,0,0,0,0,0,3
"76683695",0,1,0,0,0,0,0,0,1
"76520232",0,1,0,0,0,0,0,0,1
"76683750",0,0,1,0,0,0,0,0,8
"76520354",0,1,0,0,0,0,0,0,1
"76684097",0,1,0,0,0,0,0,0,1
"76782035",0,1,0,0,0,0,0,0,1
"76684142",0,0,1,0,0,0,0,0,8
"76619906",0,0,0,0,0,0,0,1,6
"76684223",0,1,0,0,0,0,0,0,1
"76783329",0,0,0,0,0,1,0,0,2
"76548650",0,1,0,0,0,0,0,0,1
"76408872",0,1,0,0,0,0,0,0,1
"76481200",0,0,0,0,0,1,0,0,2
"76464467",0,1,0,0,0,0,0,0,1
"76684375",0,1,0,0,0,0,0,0,1
"76784594",0,1,0,0,0,0,0,0,1
"76684468",0,1,0,0,0,0,0,0,1
"76784882",0,0,0,1,0,0,0,0,7
"76548757",0,0,0,0,0,0,0,1,6
"76785086",0,0,0,1,0,0,0,0,7
"76368855",0,1,0,0,0,0,0,0,1
"76464801",0,1,0,0,0,0,0,0,1
"76684551",0,1,0,0,0,0,0,0,1
"76520986",1,0,0,0,0,0,0,0,3
"76548916",0,0,0,0,0,0,0,1,6
"76432719",0,1,0,0,0,0,0,0,1
"76481413",0,1,0,0,0,0,0,0,1
"76465442",0,1,0,0,0,0,0,0,1
"76684744",0,1,0,0,0,0,0,0,1
"76361274",1,0,0,0,0,0,0,0,3
"76549176",0,0,1,0,0,0,0,0,8
"76787367",0,1,0,0,0,0,0,0,1
"76684972",0,0,0,0,0,1,0,0,2
"76521471",0,1,0,0,0,0,0,0,1
"76481637",0,0,0,0,0,0,0,1,6
"76787864",0,0,0,0,0,0,0,1,6
"76481654",0,0,0,0,0,0,0,1,6
"76521885",0,0,0,0,1,0,0,0,4
"76685482",0,1,0,0,0,0,0,0,1
"76432989",0,1,0,0,0,0,0,0,1
"76549765",0,1,0,0,0,0,0,0,1
"76625754",0,1,0,0,0,0,0,0,1
"76481664",0,0,0,1,0,0,0,0,7
"76409630",0,1,0,0,0,0,0,0,1
"76368889",0,1,0,0,0,0,0,0,1
"76626442",0,0,1,0,0,0,0,0,8
"76481823",0,1,0,0,0,0,0,0,1
"76789610",0,0,1,0,0,0,0,0,8
"76388483",0,1,0,0,0,0,0,0,1
"76790268",0,1,0,0,0,0,0,0,1
"76685834",0,1,0,0,0,0,0,0,1
"76377273",0,1,0,0,0,0,0,0,1
"76363537",0,0,0,1,0,0,0,0,7
"76522891",0,1,0,0,0,0,0,0,1
"76444245",0,1,0,0,0,0,0,0,1
"76791467",0,1,0,0,0,0,0,0,1
"76550074",0,1,0,0,0,0,0,0,1
"76791647",0,0,0,0,0,1,0,0,2
"76685989",0,1,0,0,0,0,0,0,1
"76523156",1,0,0,0,0,0,0,0,3
"76481942",0,1,0,0,0,0,0,0,1
"76792604",0,1,0,0,0,0,0,0,1
"76399108",0,0,1,0,0,0,0,0,8
"76792992",0,1,0,0,0,0,0,0,1
"76550316",1,0,0,0,0,0,0,0,3
"76629727",0,1,0,0,0,0,0,0,1
"76481972",0,1,0,0,0,0,0,0,1
"76524047",0,1,0,0,0,0,0,0,1
"76686400",0,0,0,0,0,1,0,0,2
"76631298",0,1,0,0,0,0,0,0,1
"76399116",0,0,0,0,0,0,0,1,6
"76631625",0,1,0,0,0,0,0,0,1
"76482066",1,0,0,0,0,0,0,0,3
"76795079",0,0,1,0,0,0,0,0,8
"76482101",0,0,0,0,0,0,0,1,6
"76524684",0,1,0,0,0,0,0,0,1
"76551029",0,0,0,0,1,0,0,0,4
"76394261",0,1,0,0,0,0,0,0,1
"76482294",0,0,1,0,0,0,0,0,8
"76795724",0,1,0,0,0,0,0,0,1
"76551186",0,1,0,0,0,0,0,0,1
"76795995",0,0,0,1,0,0,0,0,7
"76551283",0,0,0,0,0,0,0,1,6
"76633766",0,0,0,0,0,0,0,1,6
"76551298",0,1,0,0,0,0,0,0,1
"76796674",0,0,0,0,0,0,0,1,6
"76482321",0,1,0,0,0,0,0,0,1
"76796739",0,1,0,0,0,0,0,0,1
"76551688",0,1,0,0,0,0,0,0,1
"76634637",0,0,0,0,0,0,0,1,6
"76444414",0,1,0,0,0,0,0,0,1
"76796894",0,1,0,0,0,0,0,0,1
"76551807",0,1,0,0,0,0,0,0,1
"76377299",1,0,0,0,0,0,0,0,3
"76687247",1,0,0,0,0,0,0,0,3
"76635030",0,1,0,0,0,0,0,0,1
"76482354",0,1,0,0,0,0,0,0,1
"76798106",0,1,0,0,0,0,0,0,1
"76687643",0,0,0,0,0,0,0,1,6
"76798315",0,0,0,0,0,0,0,1,6
"76687646",0,0,0,0,1,0,0,0,4
"76362473",0,1,0,0,0,0,0,0,1
"76551851",0,1,0,0,0,0,0,0,1
"76411231",0,0,0,0,0,1,0,0,2
"76365603",0,1,0,0,0,0,0,0,1
"76799449",0,1,0,0,0,0,0,0,1
"76688011",0,0,0,0,0,0,0,1,6
"76799935",0,0,0,0,0,1,0,0,2
"76551918",0,1,0,0,0,0,0,0,1
"76526060",0,1,0,0,0,0,0,0,1
"76551947",0,1,0,0,0,0,0,0,1
"76526158",0,1,0,0,0,0,0,0,1
"76552068",0,1,0,0,0,0,0,0,1
"76365275",0,1,0,0,0,0,0,0,1
"76552078",0,1,0,0,0,0,0,0,1
"76526629",0,1,0,0,0,0,0,0,1
"76688319",0,0,1,0,0,0,0,0,8
"76526808",1,0,0,0,0,0,0,0,3
"76444477",0,0,1,0,0,0,0,0,8
"76802022",0,1,0,0,0,0,0,0,1
"76552300",0,1,0,0,0,0,0,0,1
"76802202",0,0,0,0,0,0,0,1,6
"76688830",0,1,0,0,0,0,0,0,1
"76527496",0,0,0,0,0,1,0,0,2
"76688911",0,1,0,0,0,0,0,0,1
"76803384",1,0,0,0,0,0,0,0,3
"76688948",0,1,0,0,0,0,0,0,1
"76384107",0,1,0,0,0,0,0,0,1
"76482693",0,1,0,0,0,0,0,0,1
"76468049",0,0,0,0,0,0,0,1,6
"76552473",0,1,0,0,0,0,0,0,1
"76804949",0,1,0,0,0,0,0,0,1
"76418222",0,0,0,0,0,1,0,0,2
"76435787",0,1,0,0,0,0,0,0,1
"76689584",0,1,0,0,0,0,0,0,1
"76384239",0,1,0,0,0,0,0,0,1
"76689720",0,0,0,1,0,0,0,0,7
"76642603",0,1,0,0,0,0,0,0,1
"76689740",0,1,0,0,0,0,0,0,1
"76411863",1,0,0,0,0,0,0,0,3
"76367088",1,0,0,0,0,0,0,0,3
"76643518",0,1,0,0,0,0,0,0,1
"76553200",0,0,1,0,0,0,0,0,8
"76469516",0,1,0,0,0,0,0,0,1
"76399393",0,1,0,0,0,0,0,0,1
"76807260",0,1,0,0,0,0,0,0,1
"76690454",0,1,0,0,0,0,0,0,1
"76643803",0,1,0,0,0,0,0,0,1
"76399517",0,0,0,0,1,0,0,0,4
"76644297",0,1,0,0,0,0,0,0,1
"76690545",0,1,0,0,0,0,0,0,1
"76808329",0,0,1,0,0,0,0,0,8
"76483183",0,1,0,0,0,0,0,0,1
"76808610",0,0,0,1,0,0,0,0,7
"76483189",0,0,0,1,0,0,0,0,7
"76412066",0,0,0,0,0,0,0,1,6
"76389242",0,0,1,0,0,0,0,0,8
"76809502",0,0,0,0,0,0,0,1,6
"76444799",0,1,0,0,0,0,0,0,1
"76645492",0,0,0,0,0,1,0,0,2
"76373708",0,1,0,0,0,0,0,0,1
"76645678",0,0,1,0,0,0,0,0,8
"76554237",0,1,0,0,0,0,0,0,1
"76530263",0,1,0,0,0,0,0,0,1
"76483754",0,1,0,0,0,0,0,0,1
"76530625",1,0,0,0,0,0,0,0,3
"76691628",1,0,0,0,0,0,0,0,3
"76437474",0,0,0,0,0,0,0,1,6
"76373842",0,1,0,0,0,0,0,0,1
"76412136",0,1,0,0,0,0,0,0,1
"76389489",0,1,0,0,0,0,0,0,1
"76581469",0,1,0,0,0,0,0,0,1
"76419014",0,1,0,0,0,0,0,0,1
"76501046",0,1,0,0,0,0,0,0,1
"76691816",0,1,0,0,0,0,0,0,1
"76734493",0,1,0,0,0,0,0,0,1
"76692005",0,0,0,0,0,0,0,1,6
"76581777",0,1,0,0,0,0,0,0,1
"76692124",0,0,0,1,0,0,0,0,7
"76581968",0,1,0,0,0,0,0,0,1
"76692132",0,1,0,0,0,0,0,0,1
"76734962",1,0,0,0,0,0,0,0,3
"76445089",0,0,0,0,0,0,0,1,6
"76582051",0,0,0,0,0,0,0,1,6
"76692376",0,1,0,0,0,0,0,0,1
"76735122",0,0,0,0,1,0,0,0,4
"76692384",0,1,0,0,0,0,0,0,1
"76735201",0,0,0,0,0,0,0,1,6
"76373956",0,1,0,0,0,0,0,0,1
"76501106",0,1,0,0,0,0,0,0,1
"76692504",0,1,0,0,0,0,0,0,1
"76582348",0,1,0,0,0,0,0,0,1
"76445150",0,0,0,0,1,0,0,0,4
"76735899",0,0,0,0,0,0,0,1,6
"76399795",0,1,0,0,0,0,0,0,1
"76403258",0,0,1,0,0,0,0,0,8
"76692703",0,1,0,0,0,0,0,0,1
"76452566",0,1,0,0,0,0,0,0,1
"76692759",0,0,0,0,0,0,0,1,6
"76582843",0,1,0,0,0,0,0,0,1
"76445337",0,1,0,0,0,0,0,0,1
"76736251",0,1,0,0,0,0,0,0,1
"76484084",0,1,0,0,0,0,0,0,1
"76736494",0,0,1,0,0,0,0,0,8
"76555400",0,1,0,0,0,0,0,0,1
"76736540",0,1,0,0,0,0,0,0,1
"76484091",0,1,0,0,0,0,0,0,1
"76736625",0,0,0,0,0,0,0,1,6
"76692865",0,1,0,0,0,0,0,0,1
"76736784",0,0,0,0,1,0,0,0,4
"76692877",0,0,0,0,1,0,0,0,4
"76501602",0,1,0,0,0,0,0,0,1
"76484101",0,1,0,0,0,0,0,0,1
"76380801",0,1,0,0,0,0,0,0,1
"76484128",0,0,0,0,1,0,0,0,4
"76424320",0,0,1,0,0,0,0,0,8
"76693096",0,1,0,0,0,0,0,0,1
"76424469",0,1,0,0,0,0,0,0,1
"76445338",0,1,0,0,0,0,0,0,1
"76584620",0,0,0,0,0,1,0,0,2
"76693185",0,1,0,0,0,0,0,0,1
"76584895",0,0,0,0,0,0,0,1,6
"76693231",0,1,0,0,0,0,0,0,1
"76738509",1,0,0,0,0,0,0,0,3
"76556155",0,1,0,0,0,0,0,0,1
"76502516",0,1,0,0,0,0,0,0,1
"76419152",0,0,0,0,0,1,0,0,2
"76502685",0,0,0,1,0,0,0,0,7
"76694117",0,1,0,0,0,0,0,0,1
"76585284",0,1,0,0,0,0,0,0,1
"76484206",0,0,0,0,0,0,0,1,6
"76403606",0,0,0,0,1,0,0,0,4
"76694347",0,1,0,0,0,0,0,0,1
"76453475",0,1,0,0,0,0,0,0,1
"76694465",0,0,1,0,0,0,0,0,8
"76739373",0,0,0,0,0,0,0,1,6
"76694469",0,1,0,0,0,0,0,0,1
"76739394",0,1,0,0,0,0,0,0,1
"76379529",0,0,1,0,0,0,0,0,8
"76503521",0,1,0,0,0,0,0,0,1
"76445456",0,1,0,0,0,0,0,0,1
"76424876",0,1,0,0,0,0,0,0,1
"76694579",0,1,0,0,0,0,0,0,1
"76739972",0,1,0,0,0,0,0,0,1
"76419170",0,1,0,0,0,0,0,0,1
"76424959",0,1,0,0,0,0,0,0,1
"76694906",0,1,0,0,0,0,0,0,1
"76503964",0,1,0,0,0,0,0,0,1
"76445629",0,1,0,0,0,0,0,0,1
"76586426",0,0,1,0,0,0,0,0,8
"76485239",0,1,0,0,0,0,0,0,1
"76586599",0,1,0,0,0,0,0,0,1
"76485246",0,1,0,0,0,0,0,0,1
"76586757",0,1,0,0,0,0,0,0,1
"76695086",0,0,0,0,0,0,0,1,6
"76586820",0,0,1,0,0,0,0,0,8
"76557171",0,1,0,0,0,0,0,0,1
"76586913",0,1,0,0,0,0,0,0,1
"76485297",0,0,0,0,0,0,0,1,6
"76741018",0,0,0,0,0,0,0,1,6
"76695238",0,0,1,0,0,0,0,0,8
"76741335",0,0,0,0,0,1,0,0,2
"76695299",0,0,0,0,1,0,0,0,4
"76587047",0,1,0,0,0,0,0,0,1
"76445722",0,1,0,0,0,0,0,0,1
"76741487",0,0,0,0,0,0,0,1,6
"76695639",0,0,0,1,0,0,0,0,7
"76587159",0,1,0,0,0,0,0,0,1
"76695757",0,0,0,0,0,0,0,1,6
"76504720",0,1,0,0,0,0,0,0,1
"76695779",0,0,1,0,0,0,0,0,8
"76425376",0,0,0,0,0,1,0,0,2
"76557346",0,0,0,0,0,1,0,0,2
"76742186",0,1,0,0,0,0,0,0,1
"76695795",0,0,0,0,0,0,0,1,6
"76742356",0,1,0,0,0,0,0,0,1
"76485486",0,1,0,0,0,0,0,0,1
"76742427",1,0,0,0,0,0,0,0,3
"76445749",0,1,0,0,0,0,0,0,1
"76743011",0,0,0,0,0,0,0,1,6
"76445883",0,0,0,1,0,0,0,0,7
"76587564",0,1,0,0,0,0,0,0,1
"76558415",0,0,0,0,0,0,0,1,6
"76587731",1,0,0,0,0,0,0,0,3
"76695947",0,1,0,0,0,0,0,0,1
"76587843",1,0,0,0,0,0,0,0,3
"76485757",0,0,0,0,1,0,0,0,4
"76454796",0,0,1,0,0,0,0,0,8
"76558629",0,1,0,0,0,0,0,0,1
"76369751",1,0,0,0,0,0,0,0,3
"76485775",1,0,0,0,0,0,0,0,3
"76744146",0,1,0,0,0,0,0,0,1
"76486042",0,0,0,0,0,0,0,1,6
"76455022",0,1,0,0,0,0,0,0,1
"76486113",0,0,0,0,0,0,0,1,6
"76588753",0,1,0,0,0,0,0,0,1
"76696445",0,1,0,0,0,0,0,0,1
"76744430",1,0,0,0,0,0,0,0,3
"76696489",0,0,1,0,0,0,0,0,8
"76744781",0,1,0,0,0,0,0,0,1
"76486179",0,1,0,0,0,0,0,0,1
"76367938",0,0,0,0,0,0,0,1,6
"76696597",0,0,0,0,1,0,0,0,4
"76744934",0,1,0,0,0,0,0,0,1
"76446029",0,0,0,0,0,1,0,0,2
"76391451",0,0,0,0,0,1,0,0,2
"76446060",1,0,0,0,0,0,0,0,3
"76745172",0,0,1,0,0,0,0,0,8
"76559507",0,0,1,0,0,0,0,0,8
"76425927",1,0,0,0,0,0,0,0,3
"76696838",0,1,0,0,0,0,0,0,1
"76505859",0,0,0,1,0,0,0,0,7
"76696878",0,1,0,0,0,0,0,0,1
"76745553",0,1,0,0,0,0,0,0,1
"76696891",0,0,0,0,0,0,0,1,6
"76506072",0,1,0,0,0,0,0,0,1
"76399976",0,1,0,0,0,0,0,0,1
"76589602",0,1,0,0,0,0,0,0,1
"76486575",0,0,0,0,0,1,0,0,2
"76746147",0,1,0,0,0,0,0,0,1
"76697049",0,1,0,0,0,0,0,0,1
"76746317",0,0,0,0,0,1,0,0,2
"76697053",0,1,0,0,0,0,0,0,1
"76746639",0,0,0,0,0,0,0,1,6
"76446346",1,0,0,0,0,0,0,0,3
"76376068",0,1,0,0,0,0,0,0,1
"76486754",0,0,0,0,0,0,0,1,6
"76590175",0,1,0,0,0,0,0,0,1
"76486789",0,1,0,0,0,0,0,0,1
"76590237",1,0,0,0,0,0,0,0,3
"76697480",0,1,0,0,0,0,0,0,1
"76506709",0,1,0,0,0,0,0,0,1
"76559834",0,1,0,0,0,0,0,0,1
"76590860",0,1,0,0,0,0,0,0,1
"76559898",0,1,0,0,0,0,0,0,1
"76590933",0,0,1,0,0,0,0,0,8
"76487250",0,1,0,0,0,0,0,0,1
"76591018",0,0,1,0,0,0,0,0,8
"76559981",0,0,1,0,0,0,0,0,8
"76748810",0,1,0,0,0,0,0,0,1
"76487253",0,1,0,0,0,0,0,0,1
"76455804",0,1,0,0,0,0,0,0,1
"76560107",1,0,0,0,0,0,0,0,3
"76405721",0,1,0,0,0,0,0,0,1
"76560381",0,1,0,0,0,0,0,0,1
"76507831",0,0,0,0,0,1,0,0,2
"76698527",0,0,1,0,0,0,0,0,8
"76405841",0,1,0,0,0,0,0,0,1
"76379616",0,1,0,0,0,0,0,0,1
"76750096",0,0,0,0,0,0,0,1,6
"76698694",0,0,0,0,1,0,0,0,4
"76508064",1,0,0,0,0,0,0,0,3
"76698881",0,0,0,0,0,0,0,1,6
"76591944",0,0,0,0,0,1,0,0,2
"76560424",0,1,0,0,0,0,0,0,1
"76750489",0,1,0,0,0,0,0,0,1
"76367102",0,1,0,0,0,0,0,0,1
"76750637",0,1,0,0,0,0,0,0,1
"76699050",0,0,0,1,0,0,0,0,7
"76426983",0,1,0,0,0,0,0,0,1
"76699061",0,1,0,0,0,0,0,0,1
"76405902",0,1,0,0,0,0,0,0,1
"76699319",0,0,0,0,0,1,0,0,2
"76368124",0,1,0,0,0,0,0,0,1
"76446456",0,0,0,0,0,1,0,0,2
"76427160",1,0,0,0,0,0,0,0,3
"76487573",0,0,0,0,1,0,0,0,4
"76381786",0,1,0,0,0,0,0,0,1
"76400051",0,1,0,0,0,0,0,0,1
"76751469",0,1,0,0,0,0,0,0,1
"76487641",0,1,0,0,0,0,0,0,1
"76376199",0,1,0,0,0,0,0,0,1
"76389829",0,0,0,0,0,0,0,1,6
"76456538",0,0,0,0,0,0,0,1,6
"76400075",0,1,0,0,0,0,0,0,1
"76751849",0,1,0,0,0,0,0,0,1
"76700064",0,1,0,0,0,0,0,0,1
"76593365",0,1,0,0,0,0,0,0,1
"76700218",0,0,0,0,0,0,0,1,6
"76508940",0,1,0,0,0,0,0,0,1
"76700223",0,0,0,0,0,0,0,1,6
"76752133",0,1,0,0,0,0,0,0,1
"76700247",0,1,0,0,0,0,0,0,1
"76752369",0,0,0,0,0,0,0,1,6
"76700250",0,0,0,0,0,0,0,1,6
"76593787",0,0,0,0,0,0,0,1,6
"76561393",0,1,0,0,0,0,0,0,1
"76752832",0,1,0,0,0,0,0,0,1
"76700406",0,1,0,0,0,0,0,0,1
"76406099",0,0,0,0,0,1,0,0,2
"76561430",0,1,0,0,0,0,0,0,1
"76753219",0,1,0,0,0,0,0,0,1
"76700658",0,1,0,0,0,0,0,0,1
"76753327",0,0,0,0,0,0,0,1,6
"76700704",0,1,0,0,0,0,0,0,1
"76594315",0,0,0,0,0,0,0,1,6
"76446632",0,1,0,0,0,0,0,0,1
"76753531",0,1,0,0,0,0,0,0,1
"76700729",0,1,0,0,0,0,0,0,1
"76594436",0,1,0,0,0,0,0,0,1
"76419476",1,0,0,0,0,0,0,0,3
"76427943",1,0,0,0,0,0,0,0,3
"76561515",0,1,0,0,0,0,0,0,1
"76509868",0,1,0,0,0,0,0,0,1
"76488070",0,1,0,0,0,0,0,0,1
"76594830",0,1,0,0,0,0,0,0,1
"76561787",0,0,0,0,0,0,0,1,6
"76754512",0,0,0,0,0,1,0,0,2
"76701101",0,1,0,0,0,0,0,0,1
"76392027",0,0,0,1,0,0,0,0,7
"76488261",0,1,0,0,0,0,0,0,1
"76595237",0,0,0,0,0,0,0,1,6
"76701106",0,0,0,0,0,0,0,1,6
"76510061",1,0,0,0,0,0,0,0,3
"76419517",0,1,0,0,0,0,0,0,1
"76755083",0,1,0,0,0,0,0,0,1
"76400114",0,1,0,0,0,0,0,0,1
"76457370",0,1,0,0,0,0,0,0,1
"76488847",0,0,1,0,0,0,0,0,8
"76392039",0,1,0,0,0,0,0,0,1
"76562065",0,0,0,0,0,1,0,0,2
"76755188",0,1,0,0,0,0,0,0,1
"76562167",0,1,0,0,0,0,0,0,1
"76755403",0,1,0,0,0,0,0,0,1
"76562226",0,1,0,0,0,0,0,0,1
"76392145",1,0,0,0,0,0,0,0,3
"76702536",0,0,0,0,0,0,0,1,6
"76406601",0,1,0,0,0,0,0,0,1
"76702552",0,1,0,0,0,0,0,0,1
"76755812",0,0,0,0,0,0,0,1,6
"76488884",0,1,0,0,0,0,0,0,1
"76510842",0,1,0,0,0,0,0,0,1
"76702690",0,1,0,0,0,0,0,0,1
"76756313",0,1,0,0,0,0,0,0,1
"76702804",1,0,0,0,0,0,0,0,3
"76756392",0,0,0,0,0,1,0,0,2
"76702825",0,1,0,0,0,0,0,0,1
"76510949",0,1,0,0,0,0,0,0,1
"76489008",0,1,0,0,0,0,0,0,1
"76597604",0,0,0,0,0,1,0,0,2
"76703018",0,1,0,0,0,0,0,0,1
"76756739",0,1,0,0,0,0,0,0,1
"76703104",0,1,0,0,0,0,0,0,1
"76597817",0,1,0,0,0,0,0,0,1
"76489053",0,1,0,0,0,0,0,0,1
"76598082",0,1,0,0,0,0,0,0,1
"76489075",0,1,0,0,0,0,0,0,1
"76757025",0,1,0,0,0,0,0,0,1
"76703350",0,0,0,0,0,0,0,1,6
"76598179",0,0,0,0,0,0,0,1,6
"76703351",0,1,0,0,0,0,0,0,1
"76392214",1,0,0,0,0,0,0,0,3
"76703438",0,0,0,0,0,0,0,1,6
"76511499",0,1,0,0,0,0,0,0,1
"76703458",0,0,0,0,0,0,0,1,6
"76757597",0,0,1,0,0,0,0,0,8
"76703498",0,0,0,0,0,1,0,0,2
"76757839",0,0,0,0,0,0,0,1,6
"76489087",0,0,0,0,0,0,0,1,6
"76511830",0,1,0,0,0,0,0,0,1
"76446669",0,1,0,0,0,0,0,0,1
"76758554",0,0,0,0,0,1,0,0,2
"76374182",0,1,0,0,0,0,0,0,1
"76599659",0,1,0,0,0,0,0,0,1
"76400285",0,1,0,0,0,0,0,0,1
"76599908",0,1,0,0,0,0,0,0,1
"76563423",0,0,1,0,0,0,0,0,8
"76759041",0,1,0,0,0,0,0,0,1
"76389894",0,0,0,0,0,1,0,0,2
"76458879",0,0,0,0,0,0,0,1,6
"76563686",0,1,0,0,0,0,0,0,1
"76759159",0,0,1,0,0,0,0,0,8
"76704673",0,0,0,0,1,0,0,0,4
"76511969",0,0,0,0,0,0,0,1,6
"76446774",1,0,0,0,0,0,0,0,3
"76600711",0,1,0,0,0,0,0,0,1
"76704677",0,0,0,0,0,0,0,1,6
"76601134",0,1,0,0,0,0,0,0,1
"76704713",0,0,0,0,0,1,0,0,2
"76512028",0,1,0,0,0,0,0,0,1
"76400369",0,0,0,0,0,0,0,1,6
"76759788",0,1,0,0,0,0,0,0,1
"76363600",0,1,0,0,0,0,0,0,1
"76601482",0,1,0,0,0,0,0,0,1
"76564221",0,1,0,0,0,0,0,0,1
"76760328",0,0,0,0,1,0,0,0,4
"76705324",0,1,0,0,0,0,0,0,1
"76760367",0,1,0,0,0,0,0,0,1
"76705445",0,0,1,0,0,0,0,0,8
"76760520",0,0,1,0,0,0,0,0,8
"76705453",0,1,0,0,0,0,0,0,1
"76760753",0,1,0,0,0,0,0,0,1
"76400558",0,0,0,0,0,1,0,0,2
"76392278",0,1,0,0,0,0,0,0,1
"76564313",0,1,0,0,0,0,0,0,1
"76761062",0,1,0,0,0,0,0,0,1
"76705624",0,1,0,0,0,0,0,0,1
"76429373",0,0,0,0,0,0,0,1,6
"76489635",0,1,0,0,0,0,0,0,1
"76512398",0,1,0,0,0,0,0,0,1
"76705647",1,0,0,0,0,0,0,0,3
"76761592",0,0,0,0,0,0,0,1,6
"76564817",0,0,1,0,0,0,0,0,8
"76761727",0,0,0,0,1,0,0,0,4
"76705718",0,1,0,0,0,0,0,0,1
"76392296",0,1,0,0,0,0,0,0,1
"76564832",0,1,0,0,0,0,0,0,1
"76459554",0,0,0,0,0,0,0,1,6
"76489749",0,0,1,0,0,0,0,0,8
"76762244",0,0,0,0,0,1,0,0,2
"76706019",1,0,0,0,0,0,0,0,3
"76512629",0,1,0,0,0,0,0,0,1
"76564962",0,1,0,0,0,0,0,0,1
"76370023",0,0,0,1,0,0,0,0,7
"76447016",0,1,0,0,0,0,0,0,1
"76762450",0,1,0,0,0,0,0,0,1
"76489789",0,1,0,0,0,0,0,0,1
"76762506",0,1,0,0,0,0,0,0,1
"76706787",0,0,0,0,0,0,0,1,6
"76512940",0,1,0,0,0,0,0,0,1
"76706838",0,1,0,0,0,0,0,0,1
"76762925",0,1,0,0,0,0,0,0,1
"76706938",0,1,0,0,0,0,0,0,1
"76763056",0,1,0,0,0,0,0,0,1
"76706986",0,1,0,0,0,0,0,0,1
"76603797",0,1,0,0,0,0,0,0,1
"76447121",0,1,0,0,0,0,0,0,1
"76459918",0,0,1,0,0,0,0,0,8
"76707045",0,0,0,0,0,1,0,0,2
"76763474",0,1,0,0,0,0,0,0,1
"76489948",0,1,0,0,0,0,0,0,1
"76763550",0,1,0,0,0,0,0,0,1
"76447141",0,1,0,0,0,0,0,0,1
"76604031",0,0,0,0,1,0,0,0,4
"76420143",1,0,0,0,0,0,0,0,3
"76763623",1,0,0,0,0,0,0,0,3
"76565794",0,0,0,0,1,0,0,0,4
"76429880",0,1,0,0,0,0,0,0,1
"76707745",0,1,0,0,0,0,0,0,1
"76764055",0,1,0,0,0,0,0,0,1
"76447189",0,1,0,0,0,0,0,0,1
"76460242",0,1,0,0,0,0,0,0,1
"76707779",0,1,0,0,0,0,0,0,1
"76764557",0,0,0,0,0,0,0,1,6
