"","BUS","CAMION","CHASIS CABINADO","MINIBUS","REMOLQUE","SEMIREMOLQUE","TAXIBUS","TRACTOCAMION","cluster"
"76039529",0,0.38,0.04,0,0,0.35,0,0.23,2
"76122489",0,0,0,0,0,0.69,0,0.31,2
"69220200",0.23,0.46,0,0.27,0.04,0,0,0,1
"69250500",0.15,0.54,0.08,0.23,0,0,0,0,1
"69190900",0.23,0.38,0,0.35,0.04,0,0,0,1
"14242132",0,0.19,0.04,0,0.04,0.38,0,0.35,2
"12161022",0,0.08,0,0,0.04,0.5,0,0.38,2
"9591154",0,0.38,0.19,0,0.04,0.31,0,0.08,2
"6658017",0,0.31,0.08,0,0.19,0.15,0,0.27,2
"6070484",0.92,0,0,0.08,0,0,0,0,3
"78652020",0.04,0.48,0.04,0.04,0,0.2,0,0.2,1
"78583340",0,0.04,0.08,0,0.2,0.32,0,0.36,2
"77602630",0,0.48,0.32,0.08,0.04,0.04,0,0.04,5
"77375810",0,0.36,0.04,0.04,0.04,0.28,0,0.24,2
"77880220",0,0.4,0.16,0,0.16,0.16,0,0.12,1
"77462430",0,0.04,0,0,0,0.68,0,0.28,2
"79970820",0,0,0,0,0.04,0.64,0,0.32,2
"77340360",0,0.28,0,0,0,0.28,0,0.44,2
"85912200",0.96,0.04,0,0,0,0,0,0,3
"96825130",0.08,0.64,0.04,0.16,0,0.04,0,0.04,1
"77325660",0.84,0,0,0.16,0,0,0,0,3
"96843130",0,0.68,0.08,0,0.12,0.04,0,0.08,1
"99554700",0.8,0.04,0,0.16,0,0,0,0,3
"79640110",0.04,0.64,0.32,0,0,0,0,0,5
"79580160",0.04,0.48,0.04,0,0.28,0.12,0,0.04,4
"78066340",0.04,0.8,0,0.04,0,0.08,0,0.04,1
"78555800",0.12,0.84,0.04,0,0,0,0,0,1
"79961210",0,0.12,0,0,0,0.44,0,0.44,2
"76569650",0,0.04,0,0,0,0.76,0,0.2,2
"76377430",0,0.64,0.24,0.04,0.08,0,0,0,5
"76380057",0,0,0,0,0,0.52,0,0.48,2
"76275364",0,0.32,0,0,0.08,0.32,0,0.28,2
"76041470",0,0.2,0.12,0,0,0.2,0,0.48,2
"76061187",0,0.08,0,0,0.16,0.44,0,0.32,2
"76029390",0,0,0.44,0,0.56,0,0,0,4
"76202408",0,0.28,0.04,0,0,0.44,0,0.24,2
"76173155",0,0.56,0.08,0.04,0,0.16,0,0.16,1
"76116541",0,0.12,0.12,0,0.16,0.36,0,0.24,2
"69073700",0.28,0.44,0.04,0.2,0.04,0,0,0,1
"69073900",0.28,0.48,0,0.2,0.04,0,0,0,1
"69081200",0.24,0.52,0,0.24,0,0,0,0,1
"69110400",0.28,0.48,0,0.24,0,0,0,0,1
"14261107",0,0.08,0,0,0.08,0.52,0,0.32,2
"11878109",0.04,0.44,0.2,0,0.32,0,0,0,4
"10658168",0.8,0,0,0.2,0,0,0,0,3
"10908024",0,0.4,0,0,0,0.32,0,0.28,2
"10087024",0,0.88,0,0,0,0.04,0,0.08,1
"7496709",0,0,0.04,0,0,0.48,0,0.48,2
"5821655",0.68,0,0,0.32,0,0,0,0,3
"4108182",0,0.24,0,0,0.36,0.24,0,0.16,4
"5034188",0,0,0.04,0,0.08,0.52,0,0.36,2
"6115881",0,0.08,0.04,0,0,0.6,0,0.28,2
"99500170",0.04,0.25,0,0,0,0.38,0,0.33,2
"96800950",0,0.67,0,0.08,0,0.17,0,0.08,1
"77325210",0,0.13,0,0,0,0.58,0,0.29,2
"77923940",0,0,0,0,0,0.42,0,0.58,2
"88650400",0,0.96,0.04,0,0,0,0,0,1
"96605870",0,0.25,0.08,0.04,0.5,0.08,0,0.04,4
"79730880",0,0.58,0.04,0.04,0,0.17,0,0.17,1
"79559670",0,0.29,0,0,0,0.54,0,0.17,2
"78849520",0,0.29,0.13,0,0.13,0.29,0,0.17,2
"77543350",0,0.04,0.13,0,0.17,0.46,0,0.21,2
"78272020",0,0.63,0.33,0.04,0,0,0,0,5
"77849990",0.04,0.5,0,0.25,0,0.13,0,0.08,1
"79722050",0,0.46,0.04,0,0.46,0.04,0,0,4
"77743270",0,0.13,0.17,0,0.04,0.29,0,0.38,2
"77909590",0,0.88,0.13,0,0,0,0,0,1
"76943018",0,0.67,0.13,0,0.04,0.13,0,0.04,1
"88994200",0,0,0,0,0,0.54,0,0.46,2
"88134100",0,0.29,0,0,0,0.38,0,0.33,2
"89274000",0,0.58,0,0,0.04,0.13,0,0.25,1
"78715990",0,0.54,0,0,0,0.38,0,0.08,2
"79633220",0.08,0.21,0,0,0.17,0.46,0,0.08,2
"84716400",0.04,0.75,0,0.04,0.04,0.08,0,0.04,1
"83145600",0.04,0.25,0,0,0.17,0.5,0,0.04,2
"77906820",0,0.29,0,0,0.21,0.25,0,0.25,2
"78763820",0,0.25,0.04,0,0,0.5,0,0.21,2
"76480760",0,0.5,0,0,0,0.29,0,0.21,2
"76739340",1,0,0,0,0,0,0,0,3
"76629600",0,0.54,0,0,0.04,0.29,0,0.13,1
"76257230",0.96,0,0,0,0.04,0,0,0,3
"76076276",0,0.38,0.04,0,0.21,0.17,0,0.21,4
"76276767",0,0.33,0.25,0,0.21,0.13,0,0.08,5
"76161794",0,0.54,0,0,0,0.25,0,0.21,1
"76308608",0,0.54,0,0.04,0.04,0.21,0,0.17,1
"76209488",0.17,0.08,0.04,0,0.04,0.38,0,0.29,2
"76235509",0.04,0.5,0.04,0,0,0.17,0,0.25,1
"76033213",0,0.42,0.08,0,0.08,0.29,0,0.13,2
"76043800",0,0.25,0.17,0,0,0.33,0,0.25,2
"76190855",0,0.04,0,0.04,0,0.38,0,0.54,2
"76117165",0.33,0.38,0.04,0,0,0,0,0.25,1
"76004272",0,0.04,0.04,0,0,0.54,0,0.38,2
"69201100",0.17,0.42,0.04,0.33,0.04,0,0,0,1
"15114119",0,0.04,0,0,0,0.46,0,0.5,2
"69060700",0.29,0.58,0,0.13,0,0,0,0,1
"69061500",0.08,0.75,0.04,0.04,0.04,0.04,0,0,1
"52004614",0,0.54,0.08,0,0.04,0.17,0,0.17,1
"12298309",0,0.25,0,0,0.25,0.38,0,0.13,2
"11574458",0,0.21,0,0,0.13,0.38,0,0.29,2
"8605088",0,0.58,0.04,0.04,0.08,0.17,0,0.08,1
"8148859",0.79,0.04,0,0.17,0,0,0,0,3
"7644063",0,0.04,0,0,0,0.67,0,0.29,2
"3830248",0,0.13,0.04,0,0.13,0.38,0,0.33,2
"3146592",1,0,0,0,0,0,0,0,3
"3787760",0,0.04,0.13,0,0.08,0.46,0,0.29,2
"4719769",0.67,0,0,0,0.08,0.17,0,0.08,3
"6132013",0.88,0.13,0,0,0,0,0,0,3
"99578290",0,0.13,0.35,0,0.52,0,0,0,4
"95207000",0,0.57,0,0,0,0.35,0,0.09,1
"77728820",0.35,0.04,0,0.09,0,0.35,0,0.17,2
"78412790",0,0.35,0,0,0.04,0.22,0,0.39,2
"77189090",0.87,0.04,0,0.09,0,0,0,0,3
"76889030",0,0.04,0.17,0,0.22,0.3,0,0.26,2
"77030290",0,0.09,0,0,0.13,0.3,0,0.48,2
"78791070",0.04,0.22,0,0.13,0,0.3,0,0.3,2
"94557000",0,0.74,0.04,0.04,0,0.09,0,0.09,1
"79536240",0,0.04,0,0,0,0.61,0,0.35,2
"96856610",0.17,0.17,0,0.09,0,0.3,0,0.26,2
"79860380",0,0.13,0.09,0,0.17,0.43,0,0.17,2
"79930150",0,0.43,0.13,0,0.17,0.17,0,0.09,1
"78144260",0.74,0.04,0,0.22,0,0,0,0,3
"76788367",0,0.48,0.04,0,0,0.26,0,0.22,2
"76762950",0,0.09,0,0,0.04,0.52,0,0.35,2
"76757750",0,0.57,0,0,0.26,0.09,0,0.09,4
"76391925",0,0.17,0,0,0,0.3,0,0.52,2
"76610230",0,0.52,0.26,0,0.09,0.09,0,0.04,5
"76777940",0,0.61,0.09,0,0.17,0.09,0,0.04,1
"76407890",0,0.39,0,0,0.3,0.17,0,0.13,4
"76224581",0,0.04,0,0,0,0.57,0,0.39,2
"76316281",0,0.52,0.09,0.09,0,0.17,0,0.13,1
"76281400",0.13,0.74,0,0.09,0.04,0,0,0,1
"76045823",0,0,0,0,0,0.57,0,0.43,2
"76002069",0,0.17,0,0,0.04,0.35,0,0.43,2
"50207400",0,0.35,0,0.04,0.04,0.39,0,0.17,2
"69190100",0.17,0.43,0,0.35,0.04,0,0,0,1
"69081000",0.09,0.7,0,0.17,0.04,0,0,0,1
"12606852",0,0.13,0.04,0,0.35,0.35,0,0.13,4
"13789193",0,0.43,0,0,0.22,0.13,0,0.22,4
"9906621",0,0.87,0.13,0,0,0,0,0,1
"11809647",0.96,0,0,0.04,0,0,0,0,3
"7491351",0,0.04,0,0,0,0.39,0,0.57,2
"8282836",0,0.26,0,0,0,0.39,0,0.35,2
"5654023",0,0,0,0.04,0,0.61,0,0.35,2
"5941044",0.96,0,0,0,0,0.04,0,0,3
"7030452",1,0,0,0,0,0,0,0,3
"77235170",0,0.77,0,0,0.05,0.18,0,0,1
"77945930",0,0.05,0,0,0,0.36,0,0.59,2
"93129000",0,0.55,0,0.05,0.05,0.32,0,0.05,1
"79774440",0,0.14,0,0,0,0.45,0,0.41,2
"79722500",0.05,0.14,0,0.09,0.05,0.36,0,0.32,2
"78336460",0,0,0,0,0,0.73,0,0.27,2
"77774480",0,0.09,0,0,0,0.64,0,0.27,2
"79883210",0,0.68,0.14,0,0.09,0.09,0,0,1
"77425810",0,0,0,0,0,0.59,0,0.41,2
"78590360",0.05,0.36,0.05,0,0,0.41,0,0.14,2
"78019320",0,0.32,0,0,0,0.36,0,0.32,2
"79964790",0,0.14,0,0,0,0.5,0,0.36,2
"99505240",0,0.77,0.23,0,0,0,0,0,1
"77595690",1,0,0,0,0,0,0,0,3
"89093200",0,0,0,0,0,0.73,0,0.27,2
"79993110",0,0.45,0.18,0,0,0.23,0,0.14,1
"77093390",0,0,0,0,0,0.5,0,0.5,2
"78161690",0,0.05,0,0.05,0,0.64,0,0.27,2
"77419640",0,0.27,0,0.05,0,0.41,0,0.27,2
"78831600",0.59,0.05,0,0.18,0,0.09,0,0.09,3
"96642160",0,0.36,0.09,0.55,0,0,0,0,7
"77717480",0,0.5,0.18,0,0.23,0.05,0,0.05,4
"96815970",0.86,0,0,0.14,0,0,0,0,3
"87708800",0,0,0,0,0,0.59,0,0.41,2
"78504930",0,0.68,0.32,0,0,0,0,0,5
"76816580",0,0.5,0,0.18,0,0.18,0,0.14,1
"96970470",0.05,0.32,0,0,0,0.41,0,0.23,2
"88117800",0,0.36,0.09,0,0,0.45,0,0.09,2
"99507430",0,0.91,0,0,0,0.05,0,0.05,1
"88780000",0,0.14,0,0,0,0.5,0,0.36,2
"79730570",0,0.68,0,0,0.05,0.23,0,0.05,1
"77068960",0,0.05,0,0,0,0.55,0,0.41,2
"77592440",0,0.77,0.05,0.18,0,0,0,0,1
"76695036",0,0,0,0,0,0.59,0,0.41,2
"76796780",0,0,0,0,0,0.55,0,0.45,2
"76740381",0,0.27,0,0,0,0.32,0,0.41,2
"76477791",0,0.18,0,0,0.14,0.27,0,0.41,2
"76406004",0,0.09,0,0,0.09,0.5,0,0.32,2
"76706033",0,0,0.09,0,0,0.41,0,0.5,2
"76499650",0,0.09,0.05,0,0,0.64,0,0.23,2
"76690200",0,0.09,0,0,0,0.64,0,0.27,2
"76569959",0,0,0,0,0,0.64,0,0.36,2
"76025930",0,0.14,0.18,0,0.27,0.09,0,0.32,4
"76091309",0,0.64,0,0.05,0,0.14,0,0.18,1
"76302429",0,0.23,0,0,0.14,0.27,0,0.36,2
"76063212",0,0.41,0.14,0,0.23,0.14,0,0.09,4
"76023329",0,0.05,0,0,0,0.64,0,0.32,2
"76023866",0,0,0,0,0,0.55,0,0.45,2
"76056374",0,0.14,0,0,0,0.36,0,0.5,2
"76265000",0,0,0,0,0,0.55,0,0.45,2
"76086516",0,0,0,0,0,0.64,0,0.36,2
"76271472",0,0.55,0.05,0,0,0.23,0,0.18,1
"76045610",0,0.41,0,0,0,0.05,0,0.55,6
"76235647",0,0.14,0.23,0,0,0.27,0,0.36,2
"69200600",0.32,0.45,0,0.18,0.05,0,0,0,1
"69191300",0.27,0.27,0,0.45,0,0,0,0,1
"15295169",0.91,0,0,0.05,0.05,0,0,0,3
"76006867",0,0.82,0,0,0,0.09,0,0.09,1
"76003385",0,0,0,0,0,0.59,0,0.41,2
"52003942",0,0.36,0,0.05,0.36,0.14,0,0.09,4
"69253700",0.23,0.41,0.05,0.27,0.05,0,0,0,1
"69140900",0.14,0.45,0.05,0.32,0.05,0,0,0,1
"14083086",0.86,0,0,0.14,0,0,0,0,3
"10813365",0,0.05,0,0,0.18,0.5,0,0.27,2
"11569469",0,0.59,0,0,0,0.23,0,0.18,1
"10967664",0,0.73,0,0.05,0,0.14,0,0.09,1
"7690372",0,0,0,0,0.09,0.36,0,0.55,2
"7910967",0,0.14,0.05,0,0.09,0.36,0,0.36,2
"7930893",0,0.41,0,0,0.23,0.18,0,0.18,4
"7727318",0.05,0.36,0,0,0,0.36,0,0.23,2
"7771675",0,0.27,0.09,0,0.05,0.27,0,0.32,2
"8409664",0,0.23,0,0,0,0.45,0,0.32,2
"7338600",0.86,0,0,0.14,0,0,0,0,3
"5577411",0.86,0.05,0,0.09,0,0,0,0,3
"6930589",0,0.27,0.09,0,0.32,0.18,0,0.14,4
"6549520",0.05,0.27,0.09,0.09,0,0.32,0,0.18,2
"7196933",0,0.09,0.09,0,0,0.41,0,0.41,2
"7440260",0,0.05,0,0,0.23,0.36,0,0.36,2
"96979980",0.1,0,0,0,0,0.57,0,0.33,2
"96918440",0,0.14,0.05,0,0.05,0.48,0,0.29,2
"96707410",0,0.1,0,0,0.05,0.67,0,0.19,2
"78973230",0.86,0,0,0.14,0,0,0,0,3
"79985050",0,0.81,0.19,0,0,0,0,0,1
"77430960",0.1,0.05,0,0.05,0.05,0.52,0,0.24,2
"77330390",0,0.57,0.1,0,0.14,0.1,0,0.1,1
"79549700",0,0.52,0.05,0,0.1,0.14,0,0.19,1
"77965440",0,0.1,0,0,0.05,0.43,0,0.43,2
"77467660",0,0,0,0,0,0.48,0,0.52,2
"77247050",0,0.86,0.1,0,0,0.05,0,0,1
"79713260",0,0.33,0,0,0.05,0.38,0,0.24,2
"80207900",0,0.52,0.1,0.05,0.05,0.24,0,0.05,1
"78382790",0,0.81,0.05,0,0,0.1,0,0.05,1
"77068820",0,0,0,0,0,0.62,0,0.38,2
"79765330",0,0.29,0,0,0.05,0.48,0,0.19,2
"78296030",0.05,0.62,0.1,0.05,0,0.1,0,0.1,1
"79775100",0,0.62,0.05,0,0,0.19,0,0.14,1
"96709420",0,0.81,0,0,0,0.14,0,0.05,1
"79815150",0,0,0,0,0,0.52,0,0.48,2
"78014610",0,0.14,0,0,0.24,0.24,0,0.38,2
"79828540",0,0.05,0.05,0,0.05,0.57,0,0.29,2
"96972480",0,0.24,0,0,0,0.43,0,0.33,2
"78395530",0,0,0,0,0,0.67,0,0.33,2
"78129570",0.05,0.33,0.05,0.05,0.43,0.1,0,0,4
"76781320",0.48,0,0,0.52,0,0,0,0,7
"76706600",0,0.29,0,0.1,0,0.52,0,0.1,2
"76611546",0.05,0.24,0.14,0.05,0.24,0.14,0,0.14,4
"76534130",0,0.29,0.1,0,0.05,0.19,0,0.38,2
"76458068",0,0,0.05,0,0.05,0.48,0,0.43,2
"76392448",0,0.05,0,0,0,0.76,0,0.19,2
"76489879",0,0.48,0.14,0.05,0,0.24,0,0.1,1
"76603300",0,0,0.05,0,0.14,0.38,0,0.43,2
"76587220",0,0.1,0,0,0.1,0.48,0,0.33,2
"76317929",0,0.14,0,0,0.24,0.52,0,0.1,2
"76164807",0,0.38,0.05,0,0,0.29,0,0.29,2
"76111293",0,0.05,0.1,0,0.05,0.52,0,0.29,2
"76032511",0,0.14,0,0,0,0.38,0,0.48,2
"76047842",0,0.24,0.14,0,0.19,0.24,0,0.19,2
"76155833",0,0.05,0,0,0,0.43,0,0.52,2
"76020327",0,0.86,0,0,0.14,0,0,0,1
"76342660",0.43,0,0,0.57,0,0,0,0,7
"76043106",0,0.38,0.05,0,0,0.38,0,0.19,2
"76134840",0,0.05,0,0,0,0.67,0,0.29,2
"76197955",0,0.14,0,0,0,0.38,0,0.48,2
"76197517",0,0.1,0.14,0.05,0,0.52,0,0.19,2
"76280619",0,0.33,0,0,0,0.38,0,0.29,2
"76123686",0,0.52,0.1,0,0,0.19,0,0.19,1
"69130700",0.24,0.52,0,0.19,0,0.05,0,0,1
"69030300",0.19,0.48,0,0.33,0,0,0,0,1
"69080500",0.43,0.38,0,0.19,0,0,0,0,3
"69061400",0.29,0.38,0,0.29,0.05,0,0,0,1
"69190200",0.24,0.57,0,0.14,0,0.05,0,0,1
"13441298",0,0,0,0,0,0.43,0,0.57,2
"12564417",0.57,0.05,0,0.38,0,0,0,0,3
"11945880",0,0,0,0,0,0.57,0,0.43,2
"12382191",0.81,0,0,0.19,0,0,0,0,3
"9763998",0,0,0,0,0,0.48,0,0.52,2
"10036363",1,0,0,0,0,0,0,0,3
"10110200",0.62,0,0,0.38,0,0,0,0,3
"9924271",0,0.43,0,0,0.38,0.05,0,0.14,4
"10166735",1,0,0,0,0,0,0,0,3
"7646142",0,0.1,0,0.05,0,0.48,0,0.38,2
"7727950",0.86,0,0,0.14,0,0,0,0,3
"7852346",1,0,0,0,0,0,0,0,3
"8527827",0,0.19,0,0,0.24,0.29,0,0.29,2
"7588961",0,0.57,0.14,0,0.29,0,0,0,4
"7927544",0,0.19,0,0.05,0,0.19,0,0.57,2
"8383030",0.86,0,0,0.14,0,0,0,0,3
"5932786",0.86,0.1,0,0,0.05,0,0,0,3
"3472477",0.95,0,0,0.05,0,0,0,0,3
"5953159",0.48,0.24,0.05,0,0.1,0.1,0,0.05,3
"6403483",0.05,0.48,0.24,0,0.05,0.1,0,0.1,5
"6776904",0,0.1,0,0,0.05,0.57,0,0.29,2
"6471103",0,0,0,0,0.14,0.38,0,0.48,2
"5933942",0,0,0,0,0,0.38,0,0.62,2
"5623584",1,0,0,0,0,0,0,0,3
"4876645",0,0.95,0.05,0,0,0,0,0,1
"3919630",0,0,0,0,0,0.67,0,0.33,2
"7303365",0,0,0.05,0,0,0.57,0,0.38,2
"6701351",0,0,0.05,0,0,0.67,0,0.29,2
"7323745",0.9,0,0,0,0,0.05,0,0.05,3
"76951408",0,0,0,0,0,0.65,0,0.35,2
"96565580",0,0.65,0.05,0.1,0,0.1,0,0.1,1
"77097170",0,0,0.15,0,0,0.4,0,0.45,2
"80228400",1,0,0,0,0,0,0,0,3
"78995750",0.05,0.15,0.25,0.05,0.25,0.25,0,0,4
"76981304",0.75,0,0,0.25,0,0,0,0,3
"77788630",0,0.2,0.15,0,0,0.35,0,0.3,2
"76877410",0,0.3,0,0.05,0,0.45,0,0.2,2
"78592450",0,0.05,0,0,0,0.6,0,0.35,2
"78322840",0,0,0,0,0.05,0.95,0,0,2
"78331390",0,0.65,0.05,0,0,0.3,0,0,1
"77389470",0,0.35,0.05,0,0,0.45,0,0.15,2
"96884180",0,0.7,0.1,0.1,0,0.05,0,0.05,1
"87835300",0,0.05,0,0,0.4,0.2,0,0.35,4
"89905600",0,0,0,0,0,0.75,0,0.25,2
"76885630",0.35,0.2,0.25,0,0.1,0.05,0,0.05,5
"77530270",0,0.6,0,0,0.1,0.2,0,0.1,1
"77267890",0,0,0,0,0,0.5,0,0.5,2
"77842540",0,0,0,0,0,0.65,0,0.35,2
"79629140",0,0.35,0,0,0.2,0.3,0,0.15,2
"78618480",0,0,0,0,0,0.6,0,0.4,2
"77755800",0,0.1,0,0,0.1,0.3,0,0.5,2
"78395120",0,0.15,0,0,0.2,0.45,0,0.2,2
"76889940",0,0.05,0.1,0,0,0.55,0,0.3,2
"96732630",0,0.5,0.05,0,0.1,0.25,0,0.1,1
"79642190",0,0.25,0,0,0,0.45,0,0.3,2
"78398090",0,0.65,0.15,0,0,0.15,0,0.05,1
"77079320",0,0.25,0.05,0,0.1,0.3,0,0.3,2
"78266210",0,0.05,0,0,0,0.45,0,0.5,2
"77082610",0.05,0,0.05,0,0.1,0.45,0,0.35,2
"79510320",1,0,0,0,0,0,0,0,3
"89752100",0.95,0,0,0,0,0,0.05,0,3
"99565990",0.8,0,0,0.2,0,0,0,0,3
"86408800",0.05,0.5,0.1,0,0.1,0.15,0,0.1,1
"76798000",0,0,0,0,0,0.75,0,0.25,2
"76382900",0,0.65,0.15,0,0,0.15,0,0.05,1
"76472706",0,0.4,0.35,0,0.2,0.05,0,0,5
"76645280",0,0.1,0.05,0,0,0.35,0,0.5,2
"76806856",0,0.1,0,0,0.2,0.45,0,0.25,2
"76385978",0,0.4,0,0,0,0.3,0,0.3,2
"76503787",0,0.4,0,0,0,0.25,0,0.35,2
"76656560",0,0.75,0.05,0.1,0,0.05,0,0.05,1
"76303448",0,0.25,0.25,0,0.4,0.05,0,0.05,4
"76282666",0,0.05,0,0,0,0.5,0,0.45,2
"76105422",0,0,0,0,0,0.8,0,0.2,2
"76122614",0,0.05,0.4,0,0.45,0.05,0,0.05,4
"76035277",0,0.65,0,0,0,0.15,0,0.2,1
"76128467",0,0.15,0.05,0,0,0.45,0,0.35,2
"76016772",0,0,0,0,0,0.6,0,0.4,2
"76093525",0,0,0,0,0,0.45,0,0.55,2
"76061539",0,0.6,0,0,0,0.15,0,0.25,1
"76227632",0,0.25,0.35,0,0.3,0.05,0,0.05,5
"76298660",0,0.3,0.05,0,0,0.45,0,0.2,2
"76136076",0,0.55,0.1,0,0,0.2,0,0.15,1
"76077421",0.8,0,0,0.2,0,0,0,0,3
"76140056",0,0.25,0.05,0,0,0.45,0,0.25,2
"76176602",0,0.1,0,0,0,0,0,0.9,6
"76150380",0,0.3,0,0,0,0.35,0,0.35,2
"76336829",0,0.05,0,0,0,0.35,0,0.6,2
"69140700",0.15,0.5,0,0.35,0,0,0,0,1
"69265100",0.3,0.35,0.1,0.15,0,0.05,0,0.05,1
"69251800",0.1,0.55,0,0.3,0.05,0,0,0,1
"69080800",0.25,0.45,0,0.3,0,0,0,0,1
"70073800",0.1,0.2,0,0.6,0,0.05,0,0.05,7
"69090300",0.2,0.4,0,0.4,0,0,0,0,1
"70941900",0.6,0.1,0,0.3,0,0,0,0,3
"12993472",1,0,0,0,0,0,0,0,3
"12760814",0,0.05,0,0,0,0.4,0,0.55,2
"11344632",1,0,0,0,0,0,0,0,3
"9867069",0.65,0,0,0.35,0,0,0,0,3
"9953098",0,0,0,0,0,0.4,0,0.6,2
"10569017",0.9,0,0,0.1,0,0,0,0,3
"7912406",0,0.15,0.05,0,0.25,0.2,0,0.35,2
"9043905",0,0.6,0.15,0,0.05,0.15,0,0.05,1
"8909465",0,0.4,0,0,0.05,0.3,0,0.25,2
"7321135",0,0.1,0.05,0,0,0.55,0,0.3,2
"6433807",0.6,0.15,0,0,0.1,0.1,0,0.05,3
"7327794",0.8,0,0,0.2,0,0,0,0,3
"6557794",0.8,0,0,0.2,0,0,0,0,3
"6730884",0,0.1,0.05,0,0.05,0.45,0,0.35,2
"4640884",0,0.05,0,0,0,0.45,0,0.5,2
"3251504",0,0.25,0.1,0,0.45,0.1,0,0.1,4
"78022290",0,0.05,0,0,0,0.37,0,0.58,2
"78364220",0,0.26,0.05,0.05,0.11,0.26,0,0.26,2
"78299300",0.95,0,0,0.05,0,0,0,0,3
"78187550",0,0.26,0,0,0.26,0.21,0,0.26,4
"96791980",0,0.05,0,0,0,0.53,0,0.42,2
"76948850",0,0.21,0.16,0,0.21,0.21,0,0.21,2
"79554640",0,0.58,0.26,0,0.16,0,0,0,5
"78416970",0.05,0.58,0.21,0,0.11,0.05,0,0,1
"77295120",0,0.32,0.21,0.05,0.11,0.21,0,0.11,5
"79840820",0.16,0.47,0,0,0.05,0.16,0,0.16,1
"96784440",0,0,0,0,0,0.53,0,0.47,2
"78644080",0,0.37,0.05,0.05,0,0.42,0,0.11,2
"81903200",0,0.16,0,0,0,0.42,0,0.42,2
"76860920",0,0.11,0.05,0,0.05,0.47,0,0.32,2
"78781620",0,0.26,0,0,0,0.26,0,0.47,2
"76812590",0.11,0.53,0.05,0.16,0,0.11,0,0.05,1
"79904570",1,0,0,0,0,0,0,0,3
"78962750",0.05,0.42,0,0.21,0,0.16,0,0.16,1
"79925290",0.11,0.11,0.05,0,0,0.42,0,0.32,2
"78752960",0,0.37,0.05,0,0.21,0.16,0,0.21,4
"78924320",0,0,0.05,0,0,0.79,0,0.16,2
"77767100",0,0.16,0.05,0,0,0.42,0,0.37,2
"80634800",0,0.47,0.16,0,0.16,0.16,0,0.05,1
"99588380",0,0.95,0.05,0,0,0,0,0,1
"86811700",0,0.95,0.05,0,0,0,0,0,1
"77726460",0,0,0,0,0,0.47,0,0.53,2
"76506870",0,0.32,0.11,0,0.32,0.16,0,0.11,4
"76368230",0,0.11,0.42,0,0.26,0.11,0,0.11,5
"76383620",0,0.74,0.05,0.05,0,0.05,0,0.11,1
"76442488",0,0.42,0,0,0,0.37,0,0.21,2
"76570570",0,0.11,0,0,0.11,0.47,0,0.32,2
"76366888",0,0.05,0,0,0,0.84,0,0.11,2
"76744017",0,0.05,0,0,0,0.74,0,0.21,2
"76036046",0,0.47,0.05,0,0,0.32,0,0.16,2
"76222468",0,0.42,0,0,0.32,0.21,0,0.05,4
"76020813",0.84,0,0,0.16,0,0,0,0,3
"76231950",0,0.16,0.05,0,0.26,0.37,0,0.16,2
"76025292",0,0.11,0.21,0,0.21,0.26,0,0.21,2
"76234602",0,0.16,0.05,0.16,0.11,0.37,0,0.16,2
"76169497",0,0.42,0,0.11,0,0.26,0,0.21,2
"76137701",0,0.26,0.11,0,0,0.32,0,0.32,2
"76112737",0,0.16,0.11,0,0.42,0.21,0,0.11,4
"76032669",0,0.16,0.05,0,0.21,0.32,0,0.26,2
"76129764",0,0.42,0,0,0,0.47,0,0.11,2
"76250859",0,0.42,0,0,0.16,0.26,0,0.16,2
"76191470",0.11,0.79,0,0,0,0.05,0,0.05,1
"76336627",0,0.11,0.16,0,0.11,0.37,0,0.26,2
"76117512",0,0.47,0.05,0,0,0.26,0,0.21,2
"76274900",0,0.05,0,0,0,0.63,0,0.32,2
"76123500",0.16,0.53,0,0.32,0,0,0,0,1
"61955000",0.16,0.32,0.05,0.42,0.05,0,0,0,1
"70285100",0.11,0.11,0.05,0.74,0,0,0,0,7
"69180900",0.11,0.53,0.05,0.32,0,0,0,0,1
"69072600",0.16,0.58,0,0.26,0,0,0,0,1
"76000957",0.16,0.68,0,0,0,0.11,0,0.05,1
"69030400",0.21,0.42,0.05,0.32,0,0,0,0,1
"69191100",0.21,0.32,0.11,0.26,0.05,0.05,0,0,1
"76002836",0,0.63,0.05,0,0,0.21,0,0.11,1
"52005475",0,0.21,0,0,0,0.47,0,0.32,2
"76007400",0,0.42,0.05,0,0,0.26,0,0.26,2
"76013026",0.11,0.16,0,0.05,0,0.37,0,0.32,2
"69073100",0.26,0.42,0,0.26,0.05,0,0,0,1
"13160333",0.53,0.32,0,0.05,0,0.05,0,0.05,3
"12468761",0,0.05,0,0,0,0.53,0,0.42,2
"12740275",0.89,0.05,0,0,0,0,0.05,0,3
"10087291",0,0.63,0.11,0,0.16,0,0,0.11,1
"9884843",0,0.11,0,0,0.05,0.58,0,0.26,2
"8070255",0,0.47,0.21,0.05,0,0.16,0,0.11,5
"8255175",1,0,0,0,0,0,0,0,3
"7948461",0,0.42,0.05,0,0.21,0.21,0,0.11,4
"9330484",0,0.11,0,0,0,0.47,0,0.42,2
"6680574",0,0,0,0,0,0.53,0,0.47,2
"3880918",0,0,0,0,0,0.63,0,0.37,2
"6953700",1,0,0,0,0,0,0,0,3
